Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000007237,GAS7,27,-1.5421,48,-0.6818,30,-1.5184,202,1.73794,55,-0.4597,81,0.13346,49,-0.6381,139,1.04195,83,0.17691
ENSG00000133028,SCO1,22,-0.4501,31,0.09331,40,0.57937,20,-0.6240,19,-0.7174,35,0.28449,17,-0.8591,36,0.32123,35,0.26090
ENSG00000233670,PIRT,3,-2.8582,15,-0.6902,11,-1.3101,6,-2.0154,56,1.44793,27,0.22764,27,0.22619,52,1.29982,30,0.35719
ENSG00000188803,SHISA6,34,-0.6752,31,-0.8541,54,0.01887,24,-1.2207,74,0.54331,58,0.15461,125,1.45929,25,-1.1777,53,-0.0134
ENSG00000007174,DNAH9,2,-3.7467,8,-2.1071,7,-2.5209,5,-2.8754,8,-2.1440,3,-3.6554,8,-2.1469,290,5.61924,2,-3.9743
ENSG00000065559,MAP2K4,138,0.35007,202,1.00049,184,0.98648,61,-0.9263,31,-1.9128,92,-0.3043,109,-0.0296,32,-1.8895,77,-0.5820
ENSG00000006740,ARHGAP44,57,0.48894,85,1.18273,59,0.65225,5,-3.1065,21,-1.0743,35,-0.2797,35,-0.3003,26,-0.7425,38,-0.1704
ENSG00000006744,ELAC2,37,0.07402,51,0.57005,50,0.64800,17,-1.1352,18,-1.0499,21,-0.7857,41,0.23087,51,0.58018,19,-0.9390
ENSG00000109099,PMP22,35,-2.1598,36,-2.1410,66,-1.3198,583,2.56575,161,0.15243,112,-0.4262,109,-0.4634,90,-0.7657,207,0.56440
ENSG00000187607,ZNF286A,4,-1.4663,7,-0.8675,16,0.45684,16,0.45941,12,-0.0240,20,0.81752,8,-0.5430,15,0.32847,7,-0.7898
ENSG00000276855,AC015922.3,23,0.77277,23,0.78570,6,-1.4202,9,-0.7613,16,0.15854,12,-0.2244,16,0.15540,29,1.18066,3,-2.1603
ENSG00000214941,ZSWIM7,37,0.18067,41,0.33618,35,0.10770,40,0.27851,36,0.10967,24,-0.4716,40,0.30301,17,-0.9876,26,-0.3672
ENSG00000011295,TTC19,80,0.30308,64,-0.0635,108,0.93390,31,-1.1731,41,-0.7299,49,-0.4748,89,0.47171,65,-0.0406,30,-1.2267
ENSG00000141027,NCOR1,44,-1.4860,70,-0.7978,84,-0.5620,194,0.84616,81,-0.5642,236,1.19307,109,-0.0945,148,0.39305,112,-0.0584
ENSG00000166582,CENPV,14,-1.0121,30,0.21416,36,0.58907,25,-0.1055,34,0.37692,16,-0.7251,49,1.00093,8,-1.7734,17,-0.6945
ENSG00000170315,UBB,2889,0.50979,2618,0.34660,2997,0.66221,1688,-0.3572,1601,-0.4398,1184,-0.9050,1844,-0.2175,1570,-0.4706,1758,-0.2931
ENSG00000187688,TRPV2,111,1.88730,53,0.54175,75,1.37939,17,-1.2341,9,-2.1543,15,-1.3954,10,-1.9433,2,-4.2846,12,-1.7653
ENSG00000175061,SNHG29,147,-0.3827,156,-0.2888,166,-0.2139,185,-0.0190,291,0.72572,179,-0.0696,168,-0.1703,136,-0.5073,279,0.65191
ENSG00000141040,ZNF287,9,-0.2895,19,0.86682,12,0.08105,10,-0.2056,7,-0.7545,16,0.50584,16,0.51838,13,0.17918,0,-4.7715
ENSG00000170160,CCDC144A,10,-2.1227,15,-1.5095,15,-1.6105,61,0.62977,58,0.53814,107,1.61629,26,-0.7199,35,-0.2625,73,0.92487
ENSG00000133030,MPRIP,87,-0.4914,113,-0.0716,111,-0.1204,125,0.08352,99,-0.2774,135,0.21530,100,-0.2742,139,0.25627,165,0.54252
ENSG00000179598,PLD6,38,0.43336,39,0.43980,54,1.21243,5,-2.4657,5,-2.6506,19,-0.6818,22,-0.4597,31,0.06035,27,-0.1454
ENSG00000154803,FLCN,10,-1.1278,22,0.02075,10,-1.3210,33,0.70453,15,-0.5586,23,0.11850,14,-0.6216,46,1.25875,33,0.67733
ENSG00000141030,COPS3,108,0.57590,154,1.19207,127,0.99799,44,-0.8356,46,-0.7751,42,-0.9306,32,-1.3106,51,-0.6176,28,-1.5173
ENSG00000141026,MED9,5,-1.2701,10,-0.2669,18,0.82766,12,0.05948,6,-1.0802,12,-0.0015,11,-0.0680,8,-0.6165,17,0.63412
ENSG00000108551,RASD1,54,-0.0210,35,-0.6987,69,0.41876,9,-2.6262,47,-0.2427,10,-2.4887,24,-1.2464,173,2.04214,58,0.08049
ENSG00000133027,PEMT,53,0.68456,33,-0.0732,49,0.64212,18,-1.0026,24,-0.5724,29,-0.2755,22,-0.7269,49,0.54887,22,-0.7141
ENSG00000108557,RAI1,24,-0.8549,51,0.30166,57,0.57893,22,-0.9805,17,-1.3549,51,0.30626,54,0.41208,47,0.18348,39,-0.1125
ENSG00000072310,SREBF1,27,-1.4865,27,-1.4811,39,-1.0331,74,0.05698,89,0.35086,39,-0.9359,58,-0.3207,257,2.32805,66,-0.1280
ENSG00000175662,TOM1L2,110,0.31294,107,0.27252,155,1.06321,84,-0.1150,52,-0.8706,68,-0.4350,104,0.22206,45,-1.0733,23,-2.0527
ENSG00000171953,ATPAF2,28,1.04015,15,-0.0317,16,0.09067,9,-0.8130,7,-1.0393,13,-0.2556,21,0.50241,12,-0.3940,14,-0.0677
ENSG00000108591,DRG2,56,1.03349,39,0.43478,37,0.41968,18,-0.7770,14,-1.1955,12,-1.4057,15,-1.0122,49,0.81908,21,-0.5619
ENSG00000091542,ALKBH5,96,-0.0633,136,0.50121,107,0.11970,108,0.11990,74,-0.4661,75,-0.4500,103,0.04428,104,0.06658,90,-0.1687
ENSG00000131899,LLGL1,4,-2.6472,8,-1.5624,10,-1.2870,56,1.53936,40,0.94674,17,-0.4374,22,-0.0442,31,0.53230,27,0.31356
ENSG00000177731,FLII,53,0.11945,73,0.63781,50,0.03558,36,-0.4887,33,-0.6240,31,-0.7237,36,-0.4936,49,0.00400,81,0.81880
ENSG00000177427,MIEF2,4,-1.5000,9,-0.5308,19,0.82643,7,-0.8160,7,-0.7456,6,-1.0357,22,0.98911,20,0.82849,8,-0.6714
ENSG00000176994,SMCR8,8,-0.6740,17,0.52072,13,0.13132,14,0.17984,8,-0.5954,18,0.63191,14,0.14586,5,-1.4371,13,0.09934
ENSG00000273018,FAM106A,2,-3.8770,37,0.47284,21,-0.4887,37,0.47018,13,-1.1663,18,-0.6624,30,0.12798,57,1.19722,42,0.66969
ENSG00000141127,PRPSAP2,19,-1.2525,62,0.58070,42,-0.0345,49,0.18443,42,-0.0403,27,-0.7362,39,-0.1553,51,0.25279,59,0.51447
ENSG00000262202,AC007952.4,7,-1.2229,1,-4.0874,0,-4.7103,25,0.69541,23,0.56037,15,-0.1152,2,-3.1650,63,2.43817,27,0.82238
ENSG00000072134,EPN2,18,-1.3375,21,-1.0959,20,-1.2452,116,1.73697,49,0.21035,35,-0.3151,31,-0.4713,46,0.13545,70,0.81945
ENSG00000108641,B9D1,10,-1.4072,28,0.10992,13,-1.1380,7,-1.9131,29,0.12099,10,-1.4266,17,-0.6818,122,2.89430,15,-0.8675
ENSG00000128482,RNF112,27,0.61608,35,1.07338,32,1.06292,8,-1.2775,4,-2.2638,20,0.11901,16,-0.1514,8,-1.1815,1,-3.4407
ENSG00000072210,ALDH3A2,58,0.31714,60,0.35232,43,-0.2080,36,-0.4358,48,-0.0017,26,-0.9569,33,-0.5871,90,1.05270,43,-0.1653
ENSG00000180638,SLC47A2,0,-9.6775,0,-9.7255,0,-10.136,0,-5.7808,5,-3.1579,1,-5.4835,0,-10.520,472,8.97011,0,-8.6546
ENSG00000083290,ULK2,16,-1.0428,23,-0.5213,16,-1.1722,73,1.39400,38,0.29311,31,-0.0298,21,-0.6147,64,1.16896,21,-0.6627
ENSG00000108599,AKAP10,22,-0.2879,45,0.89651,24,-0.1777,23,-0.2280,15,-0.8074,21,-0.3397,26,-0.0197,29,0.19283,33,0.37140
ENSG00000128487,SPECC1,10,-2.3802,31,-0.7306,24,-1.2129,93,1.07542,73,0.64301,57,0.24962,39,-0.3481,58,0.26119,82,0.85086
ENSG00000124422,USP22,218,-0.2278,388,0.71403,292,0.27814,164,-0.6688,147,-0.8320,194,-0.4073,336,0.47103,265,0.08719,216,-0.2373
ENSG00000109016,DHRS7B,23,0.19595,24,0.26585,29,0.67530,8,-1.3607,11,-0.8907,12,-0.8337,18,-0.1416,23,0.20506,24,0.32512
ENSG00000178307,TMEM11,4,-2.1479,16,-0.1320,21,0.34563,9,-0.9451,16,-0.1000,11,-0.7274,19,0.16787,22,0.39685,34,1.10060
ENSG00000034152,MAP2K3,30,0.97751,14,-0.2895,21,0.44181,3,-2.2353,5,-1.7007,14,-0.3026,7,-1.2923,6,-1.5287,44,1.69401
ENSG00000212719,LINC02693,25,0.40997,30,0.69267,19,-0.0287,18,-0.0743,13,-0.6348,13,-0.6462,19,-0.0671,24,0.34501,14,-0.4713
ENSG00000256618,MTRNR2L1,106,-0.5413,45,-1.8249,61,-1.4998,228,0.68708,244,0.80196,360,1.50128,253,0.86443,39,-2.0337,104,-0.5739
ENSG00000109046,WSB1,23,-2.3130,70,-0.6736,55,-1.1395,190,0.92923,64,-0.8156,118,0.13668,64,-0.8180,267,1.54835,178,0.81663
ENSG00000141068,KSR1,9,-0.9593,13,-0.4678,11,-0.7832,30,0.88146,15,-0.2326,20,0.21045,14,-0.3260,24,0.50224,28,0.74644
ENSG00000168961,LGALS9,4,-1.6287,0,-7.6339,2,-2.9559,13,-0.1391,26,1.03238,17,0.36804,7,-1.0221,23,0.86136,44,2.02551
ENSG00000232859,LYRM9,69,0.51981,65,0.41445,64,0.46428,27,-0.9370,44,-0.2168,27,-0.9768,43,-0.2417,54,0.12919,44,-0.2154
ENSG00000087095,NLK,43,0.14244,48,0.35370,52,0.52670,55,0.56113,14,-1.4921,36,-0.1066,15,-1.4388,47,0.31233,27,-0.5922
ENSG00000109084,TMEM97,91,1.84191,39,0.33691,50,0.85782,14,-1.2513,19,-0.7790,21,-0.6351,14,-1.2438,12,-1.4758,7,-2.1227
ENSG00000109083,IFT20,5,-2.6916,32,0.09184,35,0.30208,12,-1.3664,16,-0.9815,33,0.14611,30,0.00330,75,1.57721,26,-0.1976
ENSG00000109079,TNFAIP1,8,-1.2974,17,-0.1628,14,-0.4638,17,-0.1132,22,0.26470,13,-0.4863,26,0.52945,15,-0.3280,39,1.25044
ENSG00000004142,POLDIP2,52,0.00884,66,0.39418,59,0.24202,49,-0.0978,35,-0.6082,34,-0.6762,73,0.54773,37,-0.5533,56,0.10452
ENSG00000244045,TMEM199,8,-1.5221,39,0.94824,27,0.36950,17,-0.4400,25,0.19806,9,-1.2939,35,0.74150,15,-0.5547,18,-0.2959
ENSG00000004139,SARM1,19,0.69502,3,-2.1671,18,0.74022,9,-0.5269,7,-0.8885,6,-1.0648,13,0.11004,12,-0.0474,18,0.62185
ENSG00000076351,SLC46A1,22,0.35556,8,-1.1020,9,-1.1254,16,-0.1278,10,-0.8240,6,-1.5890,17,-0.0141,47,1.72707,29,0.86681
ENSG00000109103,UNC119,57,0.11818,106,1.14994,75,0.63314,20,-1.4540,21,-1.3858,27,-1.0260,65,0.32840,39,-0.4689,46,-0.2226
ENSG00000087111,PIGS,52,0.31088,46,0.12504,57,0.54196,33,-0.3932,25,-0.8307,30,-0.5423,32,-0.4434,34,-0.3403,60,0.55139
ENSG00000109107,ALDOC,1927,0.75456,1889,0.72110,1324,0.14822,747,-0.7695,1010,-0.2994,988,-0.3347,1792,0.63132,440,-1.5706,763,-0.7364
ENSG00000007202,KIAA0100,33,-0.7252,51,-0.0609,75,0.65435,32,-0.7571,42,-0.3476,57,0.10887,57,0.12329,42,-0.3460,64,0.30981
ENSG00000132581,SDF2,21,-0.9893,70,0.92206,41,0.03253,32,-0.3492,38,-0.0727,41,0.02478,30,-0.4371,58,0.59187,29,-0.5002
ENSG00000109111,SUPT6H,55,0.38487,57,0.45295,41,-0.0824,38,-0.1991,40,-0.1330,46,0.10876,39,-0.1621,37,-0.2479,37,-0.2188
ENSG00000109113,RAB34,12,-0.8221,2,-3.2350,5,-2.0937,12,-0.7091,29,0.62845,15,-0.4067,26,0.45981,48,1.48752,43,1.31188
ENSG00000198242,RPL23A,347,-0.8915,388,-0.7215,361,-0.9067,568,-0.1242,1327,1.30935,444,-0.5133,630,0.04138,407,-0.6468,1310,1.28604
ENSG00000173065,FAM222B,16,-0.2021,29,0.77328,17,-0.1068,23,0.39512,19,0.07167,16,-0.1511,10,-0.8505,17,-0.0904,16,-0.1969
ENSG00000132591,ERAL1,26,-0.2127,29,0.00449,40,0.56710,14,-1.1263,20,-0.6035,23,-0.3860,38,0.42674,37,0.35648,27,-0.1238
ENSG00000132589,FLOT2,89,0.18207,123,0.72226,104,0.49415,52,-0.6455,53,-0.6204,63,-0.3720,81,0.02776,47,-0.8231,79,-0.0144
ENSG00000167536,DHRS13,31,0.07303,44,0.60639,59,1.36776,16,-0.9139,8,-1.8755,25,-0.3076,27,-0.1929,4,-2.8762,26,-0.2116
ENSG00000109118,PHF12,0,-4.8584,15,-0.1140,12,-0.4952,18,0.13371,9,-0.8145,9,-0.8384,17,0.06414,43,1.67198,26,0.78077
ENSG00000179761,PIPOX,48,1.50246,13,-0.5890,16,-0.3379,11,-0.8955,34,0.86749,13,-0.5787,19,-0.0386,21,0.10965,5,-1.9563
ENSG00000063015,SEZ6,161,0.96470,192,1.27285,183,1.43583,20,-2.2293,7,-3.7502,41,-1.1965,63,-0.5740,24,-2.0275,30,-1.6979
ENSG00000108256,NUFIP2,53,-0.5557,88,0.23067,80,0.08246,63,-0.2913,53,-0.5792,62,-0.3124,65,-0.2545,116,0.69190,102,0.46687
ENSG00000160551,TAOK1,72,-0.4704,90,-0.1207,86,-0.2204,112,0.21762,123,0.38006,95,-0.0455,97,-0.0052,115,0.27276,98,0.00662
ENSG00000108262,GIT1,61,0.16068,42,-0.4317,57,0.03936,70,0.36928,32,-0.8654,49,-0.1920,65,0.26609,78,0.56546,43,-0.3872
ENSG00000198720,ANKRD13B,0,-3.9335,12,-0.0700,18,0.67925,30,1.43375,11,-0.1951,4,-1.5314,11,-0.2515,12,-0.0188,9,-0.5477
ENSG00000167549,CORO6,6,-1.2241,33,1.44201,24,0.98161,9,-0.6345,1,-3.7783,14,-0.0115,12,-0.3049,0,-4.3583,19,0.42986
ENSG00000141298,SSH2,10,-0.9082,20,0.25296,15,-0.2134,26,0.63486,17,-0.0132,17,-0.0711,18,0.07410,10,-0.8774,26,0.62256
ENSG00000126653,NSRP1,39,-0.7589,43,-0.6106,45,-0.6006,66,0.07732,95,0.66624,82,0.41727,29,-1.1808,103,0.80782,86,0.49561
ENSG00000108576,SLC6A4,1,-8.5878,0,-12.629,1653,5.49192,1,-8.5653,15,-4.6812,42,-3.2192,10,-5.2926,208,-0.8559,15,-4.6985
ENSG00000108578,BLMH,4,-2.2680,30,0.89813,21,0.35018,12,-0.5133,10,-0.8971,15,-0.1855,6,-1.5402,25,0.56957,30,0.86547
ENSG00000108582,CPD,55,0.04725,57,0.10522,58,0.14748,81,0.68061,26,-1.0797,26,-1.0880,16,-1.8203,84,0.74755,72,0.48885
ENSG00000108587,GOSR1,19,-0.2182,16,-0.5124,12,-0.9680,34,0.67212,30,0.49132,19,-0.2457,16,-0.4764,44,1.11761,20,-0.2066
ENSG00000196712,NF1,67,-0.1008,66,-0.1196,56,-0.4211,88,0.34488,74,0.05790,66,-0.1196,61,-0.2561,133,1.03631,46,-0.6722
ENSG00000126861,OMG,95,-0.5242,176,0.45491,163,0.37490,230,0.91167,109,-0.3107,88,-0.6481,142,0.10430,58,-1.2767,106,-0.3646
ENSG00000126860,EVI2A,12,-2.8893,25,-1.8090,14,-2.7946,456,3.41751,104,0.35953,76,-0.1510,27,-1.7399,7,-3.6619,101,0.29937
ENSG00000131242,RAB11FIP4,32,-0.8598,81,0.59043,64,0.21612,82,0.61343,36,-0.7163,70,0.35686,71,0.37073,30,-0.9940,35,-0.7423
ENSG00000172301,COPRS,155,-0.3079,267,0.56887,241,0.45698,95,-1.0649,158,-0.2789,159,-0.2704,192,0.03372,209,0.17040,167,-0.1908
ENSG00000108651,UTP6,13,-0.7483,25,0.31978,16,-0.4441,17,-0.2845,14,-0.6175,10,-1.0397,7,-1.5010,48,1.43272,40,1.07819
ENSG00000178691,SUZ12,26,-0.4568,31,-0.1827,23,-0.7125,30,-0.2208,43,0.36333,35,0.04234,40,0.22780,76,1.33445,19,-0.9383
ENSG00000126858,RHOT1,22,-1.0905,75,0.82237,66,0.69999,27,-0.8061,34,-0.4716,18,-1.3948,69,0.69342,27,-0.7809,50,0.15143
ENSG00000141314,RHBDL3,38,0.73767,46,1.07961,12,-1.1073,29,0.31472,20,-0.2842,34,0.54363,27,0.20442,14,-0.7977,7,-1.7698
ENSG00000108666,C17orf75,20,-0.6375,70,1.44186,33,0.16234,9,-1.7493,18,-0.7764,37,0.34008,19,-0.6811,49,0.79445,12,-1.4050
ENSG00000010244,ZNF207,63,-0.3442,96,0.34154,74,-0.1024,74,-0.0838,62,-0.3578,66,-0.2757,50,-0.6971,131,0.85769,91,0.25058
ENSG00000108671,PSMD11,46,-0.5589,103,0.72678,80,0.34354,80,0.31414,41,-0.7513,53,-0.3418,47,-0.5340,57,-0.2291,74,0.18243
ENSG00000176749,CDK5R1,56,-0.7102,173,1.14143,147,1.01149,52,-0.8128,26,-1.8644,65,-0.4665,120,0.50721,23,-1.9949,68,-0.4050
ENSG00000006042,TMEM98,10,-1.6754,4,-2.9247,10,-1.8311,127,2.64111,27,-0.1883,21,-0.5590,8,-1.9045,55,0.97026,34,0.15910
ENSG00000108684,ASIC2,19,0.26817,35,1.25484,26,0.87916,5,-1.8651,7,-1.2816,19,0.22130,11,-0.6088,10,-0.7425,6,-1.4435
ENSG00000198783,ZNF830,9,-0.5184,11,-0.2581,14,0.09143,8,-0.7522,19,0.53515,11,-0.2257,19,0.59046,4,-1.6906,23,0.86936
ENSG00000005156,LIG3,17,0.19249,17,0.16890,18,0.33123,13,-0.1702,6,-1.3058,14,-0.0587,10,-0.6217,17,0.21930,19,0.37399
ENSG00000092871,RFFL,13,-1.4066,28,-0.2302,16,-1.1578,118,2.37957,37,0.21701,27,-0.2682,19,-0.8355,25,-0.3512,22,-0.5942
ENSG00000108733,PEX12,3,-2.1550,12,-0.2675,16,0.15271,15,0.07918,18,0.33756,10,-0.5532,11,-0.4103,21,0.59095,23,0.71883
ENSG00000006125,AP2B1,219,0.57181,155,0.00411,221,0.68335,128,-0.2879,94,-0.7770,101,-0.6541,130,-0.2731,128,-0.2890,144,-0.1035
ENSG00000270647,TAF15,27,-1.3722,40,-0.7915,49,-0.4982,52,-0.3589,98,0.64807,63,-0.0676,43,-0.6698,160,1.51910,77,0.26018
ENSG00000270885,RASL10B,30,0.45571,7,-1.7429,46,1.40395,20,-0.2090,12,-0.9585,36,0.75156,24,0.09646,1,-4.3092,6,-2.0370
ENSG00000271447,MMP28,1,-4.0703,11,-0.7209,10,-0.8905,10,-0.8534,27,0.76395,18,0.09409,30,0.90717,9,-0.8979,45,1.66125
ENSG00000278097,AC243829.5,6,-1.1082,14,0.10276,12,-0.1713,12,-0.1059,24,1.00799,7,-0.8723,16,0.30893,16,0.37352,10,-0.3063
ENSG00000273611,ZNHIT3,54,-0.2099,113,0.99615,87,0.62944,46,-0.4818,33,-0.9678,23,-1.5106,94,0.67071,28,-1.2126,57,-0.1499
ENSG00000278311,GGNBP2,89,-0.0454,133,0.60747,93,0.03196,80,-0.2122,64,-0.5619,93,0.02155,104,0.21223,69,-0.4414,97,0.09235
ENSG00000278535,DHRS11,15,-0.5722,12,-0.8757,42,1.23652,15,-0.6134,14,-0.7135,17,-0.4408,27,0.31770,16,-0.4688,22,-0.0017
ENSG00000273706,LHX1,0,-7.9147,7,-1.0208,4,-1.9351,2,-2.8388,5,-1.4717,26,1.01930,69,3.12411,7,-0.9811,14,0.05190
ENSG00000275700,AATF,7,-1.6591,30,0.52835,25,0.26316,15,-0.5196,25,0.23934,25,0.26755,21,-0.0320,24,0.15661,18,-0.2951
ENSG00000278540,ACACA,65,0.30487,56,0.05466,66,0.37510,59,0.13708,26,-1.0972,41,-0.4195,70,0.41657,36,-0.6331,54,0.00069
ENSG00000276234,TADA2A,7,-1.0109,25,0.97880,13,-0.1503,12,-0.1581,6,-1.1681,13,-0.1141,14,0.07876,20,0.60088,14,0.06701
ENSG00000276023,DUSP14,15,-0.1360,24,0.63333,9,-0.9408,10,-0.7139,19,0.24087,3,-2.5987,6,-1.4097,65,2.52945,2,-2.6436
ENSG00000275066,SYNRG,30,-0.3473,41,0.11658,44,0.26740,28,-0.4836,14,-1.4776,44,0.22189,43,0.18959,46,0.30522,46,0.30880
ENSG00000278053,DDX52,24,-0.0279,26,0.05965,20,-0.3617,23,-0.0889,33,0.48763,24,-0.0380,15,-0.7664,48,1.11967,13,-1.0109
ENSG00000278845,MRPL45,25,0.19428,36,0.75494,27,0.31197,15,-0.6183,21,-0.0954,14,-0.7107,23,0.01918,16,-0.5612,22,-0.0659
ENSG00000274211,SOCS7,4,-2.0274,16,-0.1328,14,-0.3101,20,0.18978,9,-0.9159,26,0.67028,13,-0.4875,19,0.11234,38,1.29853
ENSG00000275832,ARHGAP23,34,-1.0383,62,-0.1027,52,-0.4213,207,2.00998,59,-0.2047,63,-0.0909,49,-0.4692,25,-1.5173,63,-0.0927
ENSG00000277363,SRCIN1,24,-1.4141,41,-0.5936,49,-0.3679,209,2.24327,30,-1.0719,60,-0.0066,28,-1.1673,58,-0.0624,55,-0.1454
ENSG00000275023,MLLT6,18,-1.2565,8,-2.4125,16,-1.4867,62,0.68845,41,0.04060,66,0.79618,28,-0.5797,70,0.89913,80,1.13550
ENSG00000277972,CISD3,67,0.89198,49,0.38192,51,0.50048,19,-1.1105,41,0.08950,30,-0.3976,27,-0.5846,27,-0.5620,27,-0.5641
ENSG00000277791,PSMB3,195,0.52835,205,0.60860,171,0.35456,117,-0.3011,117,-0.2889,72,-1.0338,91,-0.6891,142,0.00544,130,-0.1259
ENSG00000276293,PIP4K2B,74,-0.6143,134,0.33504,158,0.69948,96,-0.2070,88,-0.3350,102,-0.1152,115,0.07805,63,-0.8674,105,-0.0573
ENSG00000273559,CWC25,7,-1.4372,22,0.35172,12,-0.7048,21,0.26042,12,-0.5709,21,0.25988,15,-0.2356,24,0.45115,33,0.99065
ENSG00000125691,RPL23,385,-0.4360,362,-0.5289,354,-0.6242,413,-0.3258,894,0.94523,360,-0.5408,427,-0.2712,487,-0.0653,1036,1.20683
ENSG00000002834,LASP1,90,0.12229,90,0.12013,97,0.26879,43,-1.0254,64,-0.4310,85,0.01349,94,0.18989,58,-0.5703,119,0.57521
ENSG00000263874,LINC00672,96,0.56080,102,0.66563,93,0.59540,77,0.19886,37,-0.9573,37,-0.9510,84,0.34476,14,-2.3431,46,-0.5953
ENSG00000161381,PLXDC1,3,-2.3614,13,-0.4211,23,0.58894,10,-0.7602,7,-1.3712,12,-0.4867,12,-0.5051,2,-2.7167,61,2.36173
ENSG00000067191,CACNB1,84,0.87510,68,0.50043,90,1.17366,17,-1.5933,17,-1.6137,37,-0.4449,41,-0.2882,15,-1.7997,37,-0.4767
ENSG00000108298,RPL19,464,-0.5014,477,-0.4602,496,-0.4418,626,-0.0295,1041,0.81100,365,-0.8723,532,-0.2883,549,-0.2393,1335,1.25065
ENSG00000108306,FBXL20,20,-0.2292,18,-0.3725,26,0.16384,23,-0.0543,17,-0.5272,24,0.04410,35,0.67358,24,0.06217,21,-0.1665
ENSG00000125686,MED1,1,-3.3206,6,-1.4919,8,-1.0716,21,0.49420,17,0.16029,9,-0.7801,12,-0.3688,49,2.01700,23,0.65281
ENSG00000167258,CDK12,10,-0.6130,18,0.31024,14,-0.1689,9,-0.7773,11,-0.4320,23,0.67596,8,-0.9530,13,-0.1896,30,1.15627
ENSG00000131771,PPP1R1B,7,-2.9270,7,-2.8116,14,-1.9872,21,-1.2661,100,1.22794,75,0.71955,48,-0.0060,113,1.46058,83,0.89828
ENSG00000131748,STARD3,17,-0.8753,23,-0.3755,22,-0.4903,38,0.39734,43,0.61925,21,-0.5224,37,0.38231,33,0.20770,37,0.39456
ENSG00000141744,PNMT,5,-1.4758,6,-1.2845,9,-0.7336,9,-0.7138,46,1.97597,18,0.34538,24,0.77698,5,-1.6355,15,0.02386
ENSG00000141736,ERBB2,11,-0.8152,1,-3.4088,1,-4.0509,5,-1.9338,18,-0.0457,10,-0.9659,7,-1.3771,99,3.26509,34,0.96880
ENSG00000141741,MIEN1,66,0.17300,56,-0.0960,83,0.61070,76,0.39956,48,-0.3455,46,-0.3960,48,-0.3418,44,-0.4888,46,-0.3901
ENSG00000172057,ORMDL3,11,-1.5761,15,-1.1453,26,-0.3796,23,-0.5127,43,0.44921,35,0.09624,30,-0.1543,60,1.00467,56,0.90121
ENSG00000108344,PSMD3,94,0.35078,103,0.50925,127,1.01744,67,-0.1926,32,-1.3165,34,-1.2182,42,-0.9154,67,-0.2017,62,-0.3016
ENSG00000008838,MED24,39,0.11333,27,-0.4444,51,0.61090,24,-0.6778,22,-0.7820,23,-0.7006,36,-0.0152,68,1.04191,24,-0.6518
ENSG00000126351,THRA,92,-0.9266,121,-0.5041,211,0.44022,117,-0.5562,178,0.10505,152,-0.1502,144,-0.2328,197,0.26923,244,0.62562
ENSG00000126368,NR1D1,3,-2.6481,2,-3.3748,4,-2.4792,13,-0.5706,22,0.19685,18,-0.1605,36,0.99037,29,0.64355,65,2.13090
ENSG00000188895,MSL1,67,0.17024,60,-0.0141,57,-0.0822,69,0.22917,58,-0.0642,65,0.13495,63,0.07143,50,-0.2860,54,-0.1572
ENSG00000108349,CASC3,59,-0.3364,58,-0.3615,62,-0.2735,84,0.23803,78,0.10821,53,-0.4865,64,-0.2029,77,0.08881,130,0.96412
ENSG00000108352,RAPGEFL1,1,-2.7582,25,1.37169,17,0.79920,5,-1.0255,1,-3.0224,20,0.96365,18,0.81650,1,-3.0387,4,-1.5308
ENSG00000171475,WIPF2,55,-0.0501,52,-0.1262,50,-0.2151,57,-0.0078,73,0.40211,68,0.28085,49,-0.2183,45,-0.3804,69,0.31167
ENSG00000141753,IGFBP4,0,-4.9583,13,-1.1031,9,-1.6802,6,-2.2710,13,-1.1319,9,-1.6041,28,0.09156,13,-1.0438,166,3.82671
ENSG00000073584,SMARCE1,35,-0.4850,28,-0.8569,43,-0.2103,72,0.66385,50,0.06593,33,-0.5983,24,-1.0379,99,1.21948,54,0.18045
ENSG00000213424,KRT222,50,-0.0176,104,1.19330,76,0.74738,18,-1.5521,26,-1.0392,37,-0.5151,79,0.71399,6,-3.2129,39,-0.4149
ENSG00000186395,KRT10,55,-0.1516,90,0.63773,39,-0.7435,67,0.14837,62,0.03485,40,-0.6637,71,0.25185,46,-0.4527,99,0.80363
ENSG00000173812,EIF1,487,-0.4928,547,-0.3128,658,-0.0206,936,0.55702,649,-0.0416,422,-0.7165,739,0.16694,509,-0.4258,1055,0.76063
ENSG00000173805,HAP1,10,-1.3318,28,0.13464,51,1.41642,12,-1.1729,12,-1.0934,31,0.29074,43,0.86117,2,-3.3283,13,-0.9670
ENSG00000173801,JUP,3,-2.1958,2,-2.6266,17,0.20606,24,0.76097,9,-0.7629,12,-0.2951,5,-1.6646,20,0.50233,39,1.67605
