Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000125144,MT1G,742,2.55936,221,0.27233,244,0.42909,57,-1.9325,85,-1.3258,47,-2.0902,209,0.17760,124,-0.6394
ENSG00000187193,MT1X,83,-0.9310,294,1.11224,159,0.07992,113,-0.5051,105,-0.6365,79,-1.0174,297,1.13117,167,0.15493
ENSG00000102900,NUP93,906,4.60169,46,-1.5254,20,-2.6986,45,-1.6664,43,-1.7168,26,-2.3469,18,-2.9085,45,-1.5402
ENSG00000051108,HERPUD1,83,-0.0687,132,0.69011,258,1.92001,60,-0.6362,67,-0.4615,65,-0.4502,43,-1.0899,34,-1.4472
ENSG00000140848,CPNE2,83,1.11562,79,1.02100,70,0.81846,15,-1.6942,22,-1.1061,84,1.12987,15,-1.5701,21,-1.0573
ENSG00000172775,FAM192A,83,-0.0778,112,0.40003,54,-0.7430,84,-0.0647,91,0.06341,95,0.12427,79,-0.1628,102,0.24392
ENSG00000102931,ARL2BP,793,3.53190,55,-1.4318,87,-0.7463,92,-0.7281,86,-0.8384,23,-2.7123,49,-1.6167,43,-1.8205
ENSG00000102934,PLLP,83,0.15372,0,-7.4759,22,-1.8533,19,-2.2316,33,-1.3623,412,3.41107,78,0.04652,57,-0.4390
ENSG00000006210,CX3CL1,83,0.57941,32,-0.9284,56,-0.0739,48,-0.3521,117,1.41081,21,-1.5604,33,-0.8888,30,-1.0482
ENSG00000005194,CIAPIN1,83,0.64247,43,-0.4219,51,-0.1442,65,0.27795,74,0.51740,30,-0.9854,35,-0.7292,40,-0.5148
ENSG00000102978,POLR2C,83,0.43858,91,0.57744,52,-0.3103,73,0.24352,75,0.29720,42,-0.6583,41,-0.6627,31,-1.0800
ENSG00000205336,ADGRG1,83,-0.5971,427,2.27133,135,0.16722,83,-0.6607,63,-1.1155,71,-0.8316,121,-0.0074,89,-0.4916
ENSG00000140859,KIFC3,83,1.24295,39,-0.0330,37,-0.1117,36,-0.1542,47,0.29293,30,-0.4189,28,-0.5321,13,-1.6329
ENSG00000103005,USB1,83,1.45824,37,0.07432,15,-1.3204,34,-0.0481,38,0.10868,27,-0.4325,22,-0.7249,26,-0.5035
ENSG00000070761,CFAP20,83,0.81866,38,-0.4296,49,-0.0417,71,0.63638,57,0.20060,27,-0.9409,43,-0.2724,10,-2.4065
ENSG00000070770,CSNK2A2,83,1.44993,18,-1.0394,56,0.73372,30,-0.3157,41,0.25413,17,-1.1144,13,-1.4654,27,-0.4449
ENSG00000103034,NDRG4,83,-2.9452,144,-2.1403,345,-0.8363,1091,1.23569,1183,1.42566,142,-2.1691,354,-0.7936,270,-1.2066
ENSG00000125107,CNOT1,83,0.53183,233,2.49461,58,-0.0432,32,-1.0524,30,-1.1618,27,-1.2442,33,-0.9428,43,-0.5253
ENSG00000125166,GOT2,2510,4.20017,89,-2.1865,81,-2.3101,210,-0.9823,204,-1.0233,82,-2.2976,53,-2.9465,92,-2.1276
ENSG00000150394,CDH8,83,-0.2345,31,-1.7347,95,-0.0284,132,0.58787,173,1.15519,19,-2.4291,48,-1.0902,80,-0.3039
ENSG00000140937,CDH11,83,1.25783,7,-2.5617,117,1.91636,28,-0.5643,28,-0.6000,28,-0.5039,23,-0.8467,23,-0.8234
ENSG00000166548,TK2,83,1.25903,64,0.80045,16,-1.4004,30,-0.4926,31,-0.4404,49,0.34308,23,-0.8148,39,-0.0319
ENSG00000183723,CMTM4,83,-0.0632,208,1.50359,83,-0.0762,62,-0.5712,68,-0.4284,50,-0.8460,82,-0.0832,100,0.22780
ENSG00000135720,DYNC1LI2,83,-1.6593,381,0.71861,265,0.11939,222,-0.1834,183,-0.5129,306,0.35391,190,-0.4106,425,0.91027
ENSG00000159593,NAE1,83,0.50589,26,-1.2932,75,0.33535,82,0.56284,77,0.44314,55,-0.1705,27,-1.2471,24,-1.4350
ENSG00000172840,PDP2,83,1.35250,47,0.38074,20,-0.9958,22,-0.8815,55,0.74209,18,-1.1183,23,-0.7570,28,-0.4523
ENSG00000166595,CIAO2B,83,-0.2737,57,-0.8497,214,1.30432,112,0.21691,89,-0.1977,98,-0.0142,54,-0.9415,84,-0.2672
ENSG00000172831,CES2,83,1.22103,104,1.63474,37,-0.1475,18,-1.2867,26,-0.7239,39,-0.0496,32,-0.3394,18,-1.2543
ENSG00000067955,CBFB,83,1.40853,24,-0.6124,18,-1.0882,24,-0.6801,24,-0.7226,73,1.15759,37,0.02933,32,-0.2071
ENSG00000140939,NOL3,895,4.23791,20,-2.8528,60,-1.2239,111,-0.3076,35,-2.1595,20,-2.8387,23,-2.5985,10,-3.7767
ENSG00000168701,TMEM208,83,0.35338,72,0.12592,124,1.03272,82,0.38387,76,0.23660,25,-1.5024,29,-1.2637,18,-2.0083
ENSG00000159713,TPPP3,83,-1.2993,616,2.06731,113,-0.8396,327,1.02638,79,-1.4797,149,-0.4153,55,-1.9206,107,-0.9181
ENSG00000159720,ATP6V0D1,83,-1.6535,105,-1.3113,177,-0.5087,571,1.79931,280,0.24097,130,-0.9911,144,-0.8288,111,-1.2228
ENSG00000039523,RIPOR1,83,0.79219,45,-0.2044,83,0.78081,53,0.05851,67,0.47806,12,-2.2011,26,-1.0653,26,-1.0322
ENSG00000102974,CTCF,83,1.38327,84,1.40866,18,-1.1153,17,-1.2997,17,-1.3060,42,0.22105,24,-0.6716,50,0.48811
ENSG00000141098,GFOD2,83,1.77327,0,-6.1512,19,-0.6851,40,0.54360,38,0.44181,9,-1.8210,21,-0.5396,11,-1.5538
ENSG00000168286,THAP11,83,1.64016,53,0.81980,18,-0.8714,18,-0.9261,25,-0.4268,27,-0.2721,25,-0.3827,27,-0.2458
ENSG00000102898,NUTF2,859,2.91467,75,-1.4178,98,-1.0110,180,-0.0819,112,-0.8879,120,-0.7055,73,-1.4492,73,-1.4539
ENSG00000038358,EDC4,83,1.13512,13,-1.7469,65,0.71193,29,-0.6633,67,0.88918,24,-0.8782,28,-0.6162,17,-1.4000
ENSG00000205220,PSMB10,83,0.36488,57,-0.2441,37,-0.9090,64,-0.0753,79,0.32172,73,0.15212,82,0.33618,47,-0.5522
ENSG00000184939,ZFP90,83,1.12555,0,-6.6485,43,0.00846,56,0.51639,32,-0.4700,42,-0.0189,31,-0.5128,49,0.23822
ENSG00000141076,UTP4,83,1.53897,32,-0.0729,25,-0.4695,47,0.60020,27,-0.3820,12,-1.5804,19,-0.8559,19,-0.8875
ENSG00000132612,VPS4A,83,-0.0445,47,-0.9241,73,-0.2419,106,0.39223,122,0.66256,86,0.00935,65,-0.4428,47,-0.9379
ENSG00000132604,TERF2,83,0.41671,122,1.06514,116,0.97078,61,-0.0974,68,0.10719,19,-1.8430,24,-1.5078,22,-1.6510
ENSG00000103018,CYB5B,83,0.22423,83,0.21809,84,0.23668,94,0.49165,57,-0.4084,62,-0.2542,58,-0.3372,51,-0.5565
ENSG00000181019,NQO1,83,0.92883,79,0.83009,17,-1.5507,67,0.64536,32,-0.6496,46,-0.0410,28,-0.8376,23,-1.0979
ENSG00000198373,WWP2,83,1.72158,0,-6.1889,4,-3.0452,22,-0.5845,24,-0.4508,52,0.85248,31,0.03010,47,0.67332
ENSG00000223496,EXOSC6,83,-0.1950,65,-0.5714,111,0.26350,103,0.16221,128,0.57075,56,-0.8185,63,-0.6209,102,0.12770
ENSG00000090861,AARS,83,-1.0600,192,0.24122,190,0.22877,195,0.31056,225,0.58133,143,-0.2321,75,-1.2114,127,-0.4133
ENSG00000168872,DDX19A,83,1.67640,5,-2.7841,3,-3.2499,38,0.35924,33,0.10316,33,0.07724,15,-1.0810,32,0.01880
ENSG00000103051,COG4,83,0.98085,95,1.21409,15,-1.7017,48,0.08935,53,0.26829,18,-1.4347,23,-1.0399,23,-1.0804
ENSG00000189091,SF3B3,83,1.08814,53,0.31513,26,-0.7837,36,-0.3122,46,0.09041,47,0.12069,17,-1.3990,44,0.01298
ENSG00000132613,MTSS2,83,0.02371,283,2.23279,57,-0.5758,46,-0.9905,51,-0.8020,51,-0.7383,87,0.09049,66,-0.3409
ENSG00000103043,VAC14,83,1.91608,0,-6.0491,20,-0.4871,26,-0.1407,33,0.31990,20,-0.5431,14,-1.0733,24,-0.2444
ENSG00000172137,CALB2,83,-1.6688,16,-4.0851,207,-0.2817,334,0.56178,565,1.74434,42,-2.6750,133,-0.9705,198,-0.3562
ENSG00000040199,PHLPP2,83,1.44386,0,-6.3978,57,0.76979,30,-0.3078,51,0.69047,24,-0.6228,13,-1.5302,17,-1.1572
ENSG00000166747,AP1G1,83,0.42526,61,-0.0807,98,0.69529,65,0.04049,68,0.12063,41,-0.6847,27,-1.3226,62,-0.0457
ENSG00000182149,IST1,1722,4.38386,120,-1.1083,209,-0.2570,50,-2.5473,56,-2.3804,70,-1.9137,55,-2.2780,72,-1.8809
ENSG00000140836,ZFHX3,83,0.51370,0,-7.1601,125,1.21460,28,-1.2688,80,0.51025,26,-1.2683,77,0.39111,79,0.42052
ENSG00000103035,PSMD7,83,-0.2303,0,-7.8227,41,-1.3075,120,0.40626,140,0.71648,123,0.39219,74,-0.4231,122,0.37835
ENSG00000090863,GLG1,83,-0.8380,195,0.50872,97,-0.6011,149,0.08367,191,0.54539,165,0.23059,96,-0.6233,110,-0.4063
ENSG00000103089,FA2H,83,0.44799,0,-7.2171,0,-7.8480,16,-2.1995,25,-1.5052,396,3.89776,38,-0.7751,31,-1.0745
ENSG00000186187,ZNRF1,83,1.34201,8,-2.3271,13,-1.6438,54,0.68145,52,0.59755,18,-1.1307,24,-0.7057,19,-1.0328
ENSG00000166816,LDHD,83,1.83124,21,-0.5316,6,-2.2189,55,1.27959,13,-1.2783,14,-1.1604,13,-1.1848,16,-0.8815
ENSG00000050820,BCAR1,83,1.11097,0,-6.6302,34,-0.3378,50,0.29529,43,-0.0068,69,0.79567,27,-0.6873,27,-0.6935
ENSG00000153774,CFDP1,83,-0.0127,52,-0.7430,141,0.85813,77,-0.1627,88,0.08556,91,0.13167,76,-0.1580,67,-0.3616
ENSG00000166822,TMEM170A,83,0.99657,98,1.28921,26,-0.8475,35,-0.4459,18,-1.4849,61,0.46453,29,-0.6995,52,0.19420
ENSG00000034713,GABARAPL2,83,-2.4202,603,0.62824,437,0.09638,475,0.26274,485,0.30199,389,-0.0914,359,-0.2184,325,-0.3738
ENSG00000065427,KARS,83,0.25169,94,0.45034,55,-0.4093,85,0.31442,69,-0.0562,38,-0.9686,64,-0.1587,70,-0.0174
ENSG00000166848,TERF2IP,83,-2.5211,161,-1.5443,424,-0.0635,748,1.03871,710,0.92722,284,-0.6880,307,-0.5683,231,-1.0055
ENSG00000152910,CNTNAP4,83,-0.0128,0,-7.6253,31,-1.5236,36,-1.3954,74,-0.2299,392,2.96627,37,-1.2723,77,-0.1366
ENSG00000103111,MON1B,83,1.17421,59,0.56582,35,-0.2640,18,-1.3283,39,-0.0901,53,0.40690,32,-0.4026,36,-0.2228
ENSG00000171724,VAT1L,83,-2.1217,40,-3.1969,267,-0.3654,693,1.48627,635,1.27738,82,-2.1464,125,-1.5256,110,-1.7096
ENSG00000178573,MAF,83,0.54803,124,1.23628,169,1.83014,11,-2.6721,27,-1.3237,38,-0.6870,43,-0.5060,62,0.06178
ENSG00000166446,CDYL2,83,0.83622,0,-6.8859,84,0.84580,102,1.44882,37,-0.5363,17,-1.6310,10,-2.4396,30,-0.8073
ENSG00000103121,CMC2,83,0.74381,1,-5.5991,32,-0.7580,73,0.60627,49,-0.1425,72,0.51056,51,-0.0654,46,-0.2358
ENSG00000166454,ATMIN,83,-0.3261,0,-7.9105,60,-0.8291,99,-0.0642,215,1.52863,75,-0.4811,71,-0.5633,106,0.05665
ENSG00000140905,GCSH,83,-0.6917,50,-1.4492,176,0.50116,107,-0.3376,93,-0.5837,292,1.38108,133,0.04369,163,0.36679
ENSG00000153815,CMIP,83,-0.6100,94,-0.4256,82,-0.6331,193,0.86878,182,0.74401,70,-0.8747,99,-0.3490,53,-1.3080
ENSG00000197943,PLCG2,83,-1.4189,232,0.16689,74,-1.5926,74,-1.7205,94,-1.3318,239,0.21546,189,-0.1601,941,2.86937
ENSG00000135698,MPHOSPH6,83,0.76180,0,-6.9484,74,0.55567,50,-0.0711,65,0.38548,38,-0.5151,37,-0.5462,62,0.28079
ENSG00000140945,CDH13,83,0.95489,1,-4.9275,28,-0.7740,17,-1.6746,127,2.23883,5,-3.2449,23,-1.0881,39,-0.2964
ENSG00000230989,HSBP1,749,1.43447,488,0.67134,387,0.28798,263,-0.3668,249,-0.4577,261,-0.3426,146,-1.2356,185,-0.8717
ENSG00000103154,NECAB2,83,0.25505,10,-2.9362,63,-0.1868,206,2.44069,37,-1.0892,15,-2.3298,33,-1.1777,21,-1.8290
ENSG00000140943,MBTPS1,83,0.51283,125,1.21735,56,-0.1162,46,-0.4872,82,0.57001,10,-2.7104,26,-1.3029,50,-0.2948
ENSG00000103160,HSDL1,83,-0.3132,161,0.76250,61,-0.8051,189,1.24333,105,0.06343,21,-2.3710,46,-1.2219,55,-0.9579
ENSG00000103187,COTL1,83,-0.4669,110,-0.0246,171,0.69094,93,-0.3257,145,0.48170,40,-1.5593,115,0.04671,124,0.16362
ENSG00000103194,USP10,83,0.78846,0,-6.9261,47,-0.1541,61,0.30864,70,0.56439,34,-0.6577,43,-0.2863,47,-0.1391
ENSG00000153786,ZDHHC7,83,1.56130,30,-0.1460,24,-0.5202,38,0.20988,43,0.44555,10,-1.7327,18,-0.9550,8,-2.1110
ENSG00000135709,KIAA0513,83,-0.0593,0,-7.6672,49,-0.8724,111,0.46777,172,1.39540,42,-1.1077,54,-0.7223,69,-0.3518
ENSG00000131149,GSE1,83,1.48415,82,1.45525,1,-5.2306,29,-0.3070,30,-0.2440,15,-1.3122,13,-1.4433,36,0.03040
ENSG00000131143,COX4I1,83,-2.9575,408,-0.5898,755,0.39161,693,0.28486,818,0.60464,573,-0.0573,617,0.06085,479,-0.3403
ENSG00000103264,FBXO31,83,0.81808,142,1.79760,35,-0.5746,69,0.57746,31,-0.8174,5,-3.3383,18,-1.6022,23,-1.2036
ENSG00000140941,MAP1LC3B,83,-2.1289,282,-0.2882,269,-0.3621,627,1.24035,386,0.24392,332,-0.0256,191,-0.8877,194,-0.8662
ENSG00000154118,JPH3,83,0.47936,0,-7.1898,70,0.18782,63,0.03841,109,1.11043,21,-1.6236,71,0.20674,30,-1.0944
ENSG00000103257,SLC7A5,83,0.04399,24,-1.8546,257,2.05388,73,-0.1958,94,0.27638,17,-2.3771,52,-0.7053,45,-0.9218
ENSG00000051523,CYBA,83,0.89626,130,1.70542,163,2.17787,10,-2.5440,7,-2.9559,25,-0.9946,29,-0.7712,20,-1.3473
ENSG00000167508,MVD,83,0.38513,36,-0.9365,47,-0.5083,107,0.94837,58,-0.2281,95,0.60466,30,-1.2233,36,-0.9421
ENSG00000198931,APRT,83,0.71892,73,0.49597,78,0.61015,69,0.47328,33,-0.8286,29,-0.9311,23,-1.2835,46,-0.2553
ENSG00000167515,TRAPPC2L,83,-0.2194,67,-0.5529,124,0.42368,125,0.49862,92,-0.0704,116,0.31561,57,-0.8023,75,-0.3918
ENSG00000167522,ANKRD11,83,-0.3173,153,0.67170,79,-0.3979,93,-0.1536,104,0.04086,111,0.14459,117,0.21732,79,-0.3909
ENSG00000197912,SPG7,83,0.17032,31,-1.3475,128,0.88560,74,-0.0106,102,0.58758,58,-0.4032,38,-1.0533,57,-0.4240
ENSG00000167526,RPL13,83,-3.6060,1457,0.74838,2348,1.61164,583,-0.7962,641,-0.6367,1088,0.26076,848,-0.1403,989,0.10524
ENSG00000131165,CHMP1A,83,0.80320,62,0.31478,59,0.21866,41,-0.4001,63,0.38309,70,0.50045,12,-2.2091,19,-1.5221
ENSG00000075399,VPS9D1,83,1.40782,55,0.68576,26,-0.5135,34,-0.1165,43,0.30534,16,-1.2744,14,-1.4274,15,-1.3602
ENSG00000141002,TCF25,83,-0.9541,88,-0.8645,152,-0.0237,183,0.31866,282,1.20748,92,-0.8090,110,-0.5330,85,-0.9311
ENSG00000258947,TUBB3,668,-0.0996,124,-2.6465,293,-1.3680,1641,1.77499,1025,0.69504,194,-1.9803,275,-1.4666,228,-1.7441
ENSG00000140995,DEF8,83,0.32251,31,-1.1972,36,-0.9879,83,0.36226,88,0.47246,99,0.60563,46,-0.6160,45,-0.6580
ENSG00000003249,DBNDD1,83,0.75293,0,-6.9559,81,0.69927,75,0.67050,66,0.42287,26,-1.0586,28,-0.9873,26,-1.1030
ENSG00000272636,DOC2B,83,1.38367,27,-0.4870,44,0.28751,39,0.12664,42,0.24150,7,-2.3680,24,-0.6298,19,-1.0255
ENSG00000141252,VPS53,83,0.11627,125,0.79227,85,0.15228,79,0.03952,68,-0.2413,42,-0.9414,45,-0.8571,101,0.42423
ENSG00000167699,GLOD4,83,0.51625,55,-0.1651,45,-0.4497,78,0.47283,90,0.75459,15,-2.1054,35,-0.8532,36,-0.7964
ENSG00000177370,TIMM22,83,1.37350,6,-2.6338,32,-0.2498,35,-0.1104,63,1.05141,19,-1.0049,13,-1.5443,20,-0.9345
ENSG00000159842,ABR,83,-0.8954,220,0.64467,162,0.14586,109,-0.5356,236,0.90261,68,-1.2108,122,-0.3086,137,-0.1256
ENSG00000108953,YWHAE,83,-3.0496,967,0.70008,539,-0.2541,687,0.15089,646,0.03968,741,0.25711,517,-0.3201,809,0.40146
ENSG00000167193,CRK,83,-0.4389,65,-0.8130,173,0.74436,116,0.10092,155,0.64798,87,-0.3622,86,-0.3874,63,-0.8761
ENSG00000132376,INPP5K,83,1.71249,25,-0.3303,8,-1.9608,36,0.28486,36,0.27377,22,-0.5037,16,-1.0392,10,-1.6327
ENSG00000174238,PITPNA,83,-0.6171,197,0.77275,105,-0.2630,124,0.01016,178,0.68916,67,-0.9428,74,-0.7955,105,-0.2594
ENSG00000167703,SLC43A2,897,4.95903,0,-8.0790,37,-1.7141,26,-2.4079,50,-1.3821,13,-3.2152,21,-2.5319,32,-1.9435
ENSG00000174231,PRPF8,83,-0.5350,189,0.78747,137,0.24989,104,-0.2101,151,0.47856,76,-0.6690,60,-1.0237,115,-0.0328
ENSG00000132383,RPA1,83,0.36917,98,0.63891,102,0.69909,57,-0.2586,81,0.36162,46,-0.5590,32,-1.1301,26,-1.4233
ENSG00000070366,SMG6,83,1.52798,47,0.53031,38,0.16932,22,-0.7209,30,-0.2129,18,-0.9904,28,-0.3048,21,-0.7156
ENSG00000141258,SGSM2,83,0.90916,98,1.20499,34,-0.5229,37,-0.4528,50,0.06924,15,-1.7420,46,-0.0591,29,-0.7763
ENSG00000007168,PAFAH1B1,83,-2.0279,135,-1.3129,323,0.03924,503,0.90401,453,0.68796,198,-0.7326,168,-0.9819,336,0.10024
ENSG00000132361,CLUH,83,1.00262,0,-6.7482,41,-0.1598,58,0.45301,61,0.55656,44,-0.0381,25,-0.9029,22,-1.1125
ENSG00000132359,RAP1GAP2,83,0.81932,0,-6.9002,50,-0.0188,48,-0.0917,110,1.60965,14,-1.9196,31,-0.7548,11,-2.2241
ENSG00000108381,ASPA,83,1.22745,31,-0.3870,34,-0.2364,3,-3.7553,9,-2.4039,144,2.32187,27,-0.6222,57,0.56656
ENSG00000213977,TAX1BP3,83,0.90506,161,2.15486,19,-1.3779,12,-2.1876,9,-2.6400,88,0.99849,34,-0.5513,54,0.19770
ENSG00000127774,EMC6,83,0.99740,80,0.92805,27,-0.8004,65,0.67131,31,-0.6806,38,-0.2781,17,-1.5077,19,-1.3155
ENSG00000083457,ITGAE,83,1.18475,9,-2.3034,62,0.67603,50,0.36101,33,-0.3540,46,0.18841,34,-0.3046,9,-2.1746
ENSG00000074356,NCBP3,83,1.78424,14,-1.1302,39,0.41459,9,-1.9802,16,-0.9927,52,0.90213,25,-0.2822,36,0.28249
ENSG00000004660,CAMKK1,83,1.20951,0,-5.8989,5,-3.0115,59,0.70706,74,1.18484,20,-1.0514,16,-1.4269,15,-1.5183
ENSG00000167740,CYB5D2,83,1.11525,86,1.17518,2,-4.4028,48,0.22977,38,-0.2196,36,-0.2865,18,-1.3063,30,-0.5563
ENSG00000185722,ANKFY1,83,0.78483,107,1.22561,87,0.86770,36,-0.6244,28,-1.0415,46,-0.1711,34,-0.6362,31,-0.7962
ENSG00000132388,UBE2G1,83,0.58662,58,0.01102,46,-0.3573,45,-0.4286,50,-0.2695,102,0.93345,39,-0.6086,61,0.08010
ENSG00000183018,SPNS2,83,2.06979,0,-5.9423,6,-2.0735,10,-1.5178,34,0.52438,43,0.82641,33,0.41213,4,-2.7536
ENSG00000132382,MYBBP1A,83,1.39654,62,0.87771,74,1.17478,21,-0.8995,22,-0.8700,28,-0.4102,22,-0.8077,10,-1.9345
ENSG00000141456,PELP1,83,1.08550,0,-6.6807,31,-0.5214,37,-0.2714,65,0.76638,49,0.18885,36,-0.2789,30,-0.5616
ENSG00000141480,ARRB2,83,0.92980,55,0.22631,47,-0.0198,39,-0.3344,61,0.46123,22,-1.1591,26,-0.9016,41,-0.2315
ENSG00000142507,PSMB6,83,-0.6175,102,-0.2966,97,-0.3748,206,1.00068,122,-0.0275,132,0.10293,93,-0.4536,72,-0.8374
ENSG00000141503,MINK1,83,1.00984,82,0.97287,48,0.10587,39,-0.2735,28,-0.8082,44,-0.0636,25,-0.9389,38,-0.2744
ENSG00000108528,SLC25A11,83,-0.2374,43,-1.2458,46,-1.1387,127,0.50504,145,0.77327,76,-0.3815,54,-0.8923,121,0.35935
ENSG00000108523,RNF167,83,0.41787,112,0.91517,31,-1.1413,62,-0.0586,80,0.41378,68,0.08488,35,-0.9242,29,-1.2239
ENSG00000108518,PFN1,83,-0.9651,153,-0.0187,149,-0.0628,176,0.23093,114,-0.5389,363,1.45399,113,-0.4963,110,-0.5370
ENSG00000091640,SPAG7,83,0.64876,93,0.83607,21,-1.4916,57,0.02237,68,0.35303,43,-0.4055,37,-0.6384,33,-0.8106
ENSG00000108509,CAMTA2,83,1.05210,31,-0.5395,39,-0.1829,31,-0.5935,69,0.85353,35,-0.3775,36,-0.3104,17,-1.4818
ENSG00000129250,KIF1C,83,0.77125,80,0.70500,17,-1.6714,23,-1.3457,17,-1.8168,78,0.64992,93,0.96654,89,0.89121
ENSG00000029725,RABEP1,83,-0.5145,173,0.65860,62,-0.9607,95,-0.3528,131,0.23281,90,-0.3902,96,-0.2944,200,0.90882
ENSG00000129197,RPAIN,83,0.62190,66,0.23511,107,1.05595,61,0.14021,56,-0.0237,35,-0.7423,27,-1.1385,15,-2.0039
ENSG00000108561,C1QBP,822,2.47720,236,0.15298,147,-0.5979,207,-0.0676,144,-0.6838,80,-1.5216,86,-1.4080,74,-1.6267
ENSG00000091592,NLRP1,83,0.27720,80,0.20752,21,-1.8023,89,0.44091,78,0.19020,72,0.05340,65,-0.1145,45,-0.6769
ENSG00000286190,AC055839.2,83,1.13798,85,1.18032,23,-0.9597,67,0.89519,27,-0.7838,13,-1.7918,16,-1.5104,15,-1.5933
ENSG00000179314,WSCD1,83,2.21727,0,-5.8434,0,-6.4710,21,-0.2066,17,-0.5554,36,0.62606,33,0.50495,12,-1.0742
ENSG00000129235,TXNDC17,83,0.30406,97,0.55916,71,0.04840,92,0.53029,49,-0.5770,68,-0.0183,49,-0.5447,39,-0.8733
ENSG00000108590,MED31,83,1.14904,16,-1.4827,25,-0.8155,59,0.63843,62,0.75062,15,-1.5052,14,-1.6678,24,-0.8782
ENSG00000219200,RNASEK,83,-2.4029,260,-0.7021,484,0.28266,815,1.41810,439,0.13822,326,-0.3511,233,-0.8674,173,-1.3197
ENSG00000258315,C17orf49,83,0.72324,74,0.52289,70,0.44428,45,-0.3035,44,-0.3605,80,0.65124,31,-0.8599,20,-1.4797
ENSG00000132535,DLG4,83,0.78057,0,-6.9300,61,0.26477,48,-0.1300,89,1.05326,13,-2.0735,34,-0.6470,53,0.02412
ENSG00000072778,ACADVL,83,-0.3298,263,1.62550,60,-0.8237,114,0.18600,71,-0.6379,92,-0.1750,74,-0.5185,85,-0.2962
ENSG00000040633,PHF23,83,1.42067,0,-6.4156,63,0.91606,39,0.15465,38,0.11360,9,-2.0613,26,-0.5207,24,-0.6135
ENSG00000170296,GABARAP,644,0.55523,532,0.23833,428,-0.1107,455,-0.0153,407,-0.2106,582,0.38803,305,-0.6428,372,-0.3317
ENSG00000175826,CTDNEP1,874,3.95087,76,-0.9327,108,-0.3877,31,-2.3798,54,-1.5414,76,-0.9299,42,-1.8190,33,-2.1728
ENSG00000132507,EIF5A,83,-0.9234,138,-0.1463,107,-0.5338,235,0.84874,171,0.22516,150,-0.0045,127,-0.2758,93,-0.7548
ENSG00000132522,GPS2,83,0.91895,20,-1.2897,62,0.41969,48,0.02608,51,0.11432,38,-0.3639,40,-0.2646,35,-0.4859
ENSG00000205544,TMEM256,83,0.46288,93,0.64543,115,1.01699,35,-0.9851,43,-0.6330,111,0.94953,31,-1.0859,36,-0.8467
ENSG00000169992,NLGN2,83,0.73642,17,-1.7542,90,0.86749,46,-0.2631,80,0.77615,44,-0.2867,34,-0.6873,12,-2.2295
ENSG00000174282,ZBTB4,83,-0.2690,138,0.54432,84,-0.2580,79,-0.3972,101,0.04744,106,0.11694,95,-0.0551,121,0.32416
ENSG00000181222,POLR2A,83,0.26427,51,-0.4973,27,-1.4817,80,0.22198,107,0.79868,100,0.57038,36,-1.0245,34,-1.1153
ENSG00000161955,TNFSF13,83,0.77288,266,3.20947,43,-0.3015,5,-3.6197,2,-4.5557,38,-0.4893,37,-0.5291,39,-0.4420
ENSG00000161960,EIF4A1,83,-1.1051,131,-0.4114,306,0.98114,195,0.25214,178,0.08442,185,0.13599,96,-0.8979,153,-0.1703
ENSG00000129245,FXR2,83,0.05623,11,-2.9966,57,-0.5303,123,0.80795,106,0.51568,88,0.14872,50,-0.7537,58,-0.5172
ENSG00000141504,SAT2,83,0.23869,43,-0.8014,77,0.10455,60,-0.3021,105,0.72038,76,0.08252,33,-1.1964,76,0.08794
ENSG00000129244,ATP1B2,83,-1.9457,986,2.14958,433,0.61008,93,-1.8991,226,-0.4873,84,-1.9374,422,0.56766,337,0.19747
ENSG00000108947,EFNB3,83,0.77001,157,1.94184,47,-0.1595,53,0.02628,51,-0.0254,8,-2.7716,7,-2.9151,10,-2.4156
ENSG00000183011,NAA38,83,-1.2149,125,-0.6018,441,1.51225,180,-0.0281,170,-0.1325,194,0.09829,142,-0.4035,144,-0.3726
ENSG00000170004,CHD3,83,0.68305,2,-4.9047,114,1.23358,56,0.04007,50,-0.1786,43,-0.3952,54,-0.0173,41,-0.4434
ENSG00000170043,TRAPPC1,83,-0.1701,115,0.34880,104,0.18261,159,1.05345,77,-0.3277,39,-1.3143,48,-1.0266,67,-0.5187
ENSG00000220205,VAMP2,453,-0.4087,60,-3.4244,527,-0.1694,840,0.68443,839,0.68190,531,-0.1565,502,-0.2479,431,-0.4856
ENSG00000108961,RANGRF,83,1.86223,0,-6.0871,0,-6.6511,34,0.31121,32,0.19381,16,-0.9204,25,-0.1930,30,0.09956
ENSG00000161970,RPL26,83,-2.9458,717,0.31818,1297,1.34448,438,-0.5144,370,-0.7986,871,0.64354,623,0.08938,682,0.23749
ENSG00000166579,NDEL1,83,0.13822,22,-1.9067,127,0.84055,114,0.76783,86,0.21699,43,-0.9049,47,-0.7669,42,-0.9254
