Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000006015,REX1BD,170,0.44988,64,-1.2662,87,-0.7941,173,0.29564,90,-0.7443,206,0.59419
ENSG00000105696,TMEM59L,700,2.03131,150,-1.5381,99,-2.1569,308,-0.4399,90,-2.3012,206,-1.0604
ENSG00000005007,UPF1,48,-0.7433,24,-1.5739,35,-0.9676,47,-0.5278,90,0.50973,206,2.07772
ENSG00000223802,CERS1,59,-0.8962,46,-1.0185,91,0.04683,123,0.54593,90,0.03283,206,1.48504
ENSG00000105669,COPE,192,0.23932,101,-0.8760,188,0.10932,229,0.43474,90,-1.0492,206,0.26038
ENSG00000064607,SUGP2,126,0.40692,55,-1.0526,33,-1.8216,89,-0.3134,90,-0.3000,206,1.09478
ENSG00000254901,BORCS8,90,0.15198,12,-2.8577,52,-0.7715,42,-1.0841,90,0.10133,206,1.56741
ENSG00000130287,NCAN,48,-0.6447,52,-0.2976,2,-4.6513,26,-1.3831,90,0.58377,206,2.17450
ENSG00000187664,HAPLN4,66,-0.0650,42,-0.7283,3,-4.2524,2,-4.7397,90,0.47118,206,2.02792
ENSG00000186010,NDUFA13,631,0.59749,304,-0.8214,639,0.36496,844,0.84322,90,-2.6425,206,-1.4119
ENSG00000250067,YJEFN3,132,0.76629,29,-1.8996,22,-2.2836,39,-1.4939,90,-0.1942,206,1.21714
ENSG00000167232,ZNF91,29,-1.6917,53,-0.3244,31,-1.1336,92,0.55890,90,0.52626,206,2.09920
ENSG00000169021,UQCRFS1,278,0.84284,116,-0.9264,181,-0.2337,179,-0.2462,90,-1.3115,206,-0.0219
ENSG00000105171,POP4,60,-0.3350,25,-1.5339,26,-1.5012,34,-1.1187,90,0.43063,206,1.97595
ENSG00000131943,C19orf12,88,0.14295,24,-1.8844,41,-1.1011,37,-1.2575,90,0.12194,206,1.59236
ENSG00000105176,URI1,82,-0.2589,29,-1.7567,73,-0.3650,96,0.07229,90,-0.0273,206,1.41332
ENSG00000105185,PDCD5,179,0.40137,27,-2.6587,139,-0.1734,214,0.54176,90,-0.8501,206,0.47757
ENSG00000124299,PEPD,69,-0.7361,34,-1.5931,148,0.74846,98,0.05393,90,-0.0807,206,1.35013
ENSG00000257103,LSM14A,30,-1.5990,29,-1.2293,46,-0.5402,90,0.54549,90,0.54548,206,2.12426
ENSG00000105220,GPI,866,1.51671,182,-1.7133,141,-2.0988,257,-1.1960,725,0.44815,206,-1.5283
ENSG00000126261,UBA2,97,-0.1840,59,-0.9029,86,-0.3095,111,0.10098,90,-0.2411,206,1.16271
ENSG00000089335,ZNF302,52,-0.7598,48,-0.6260,70,-0.0444,25,-1.6182,90,0.36980,206,1.89874
ENSG00000089351,GRAMD1A,67,-0.2134,23,-1.7320,27,-1.4993,39,-0.9491,90,0.35257,206,1.87703
ENSG00000105711,SCN1B,58,-0.5296,73,0.02382,15,-2.3795,35,-1.1403,90,0.35720,206,1.88285
ENSG00000153902,LGI4,19,-2.5488,37,-1.0101,183,1.66489,49,-0.5852,90,0.38275,206,1.91511
ENSG00000266964,FXYD1,22,-3.3293,160,0.28407,130,-0.0513,538,2.66465,90,-0.6376,206,0.71264
ENSG00000221946,FXYD7,213,1.40985,45,-1.7329,12,-3.6500,47,-1.6840,90,-0.6895,206,0.65496
ENSG00000105698,USF2,61,-1.1626,95,-0.1343,112,0.13934,180,0.94585,90,-0.2154,206,1.19259
ENSG00000105695,MAG,18,-4.7890,215,-0.4475,1970,4.73671,6,-5.5670,90,-1.7712,206,-0.5087
ENSG00000105677,TMEM147,116,-1.1736,58,-1.8805,61,-1.8087,140,-0.5437,847,2.86032,206,0.07188
ENSG00000126254,RBM42,58,-0.8814,34,-1.4252,109,0.39550,98,0.21664,90,0.08504,206,1.54775
ENSG00000126267,COX6B1,536,0.17125,267,-0.9950,361,-0.5246,799,0.77945,746,0.65837,206,-1.3843
ENSG00000205155,PSENEN,56,-0.9980,7,-3.7161,63,-0.5168,199,1.41888,90,0.03784,206,1.49104
ENSG00000105290,APLP1,409,-0.6042,293,-0.9253,2321,2.93130,201,-1.4963,92,-2.6593,206,-1.4582
ENSG00000239382,ALKBH6,73,-0.0776,24,-1.7737,23,-1.7788,42,-0.9013,90,0.29006,206,1.79879
ENSG00000105270,CLIP3,569,1.88351,195,-0.8687,107,-1.7685,171,-1.0730,90,-2.0312,206,-0.7804
ENSG00000105258,POLR2I,187,-0.1791,136,-0.6206,292,0.62806,333,0.85591,90,-1.2473,206,0.04675
ENSG00000105254,TBCB,379,0.86681,125,-1.2789,388,0.51781,228,-0.3458,90,-1.7679,206,-0.5052
ENSG00000126247,CAPNS1,688,1.84870,175,-1.3316,189,-1.2192,294,-0.5383,90,-2.3224,206,-1.0823
ENSG00000161281,COX7A1,41,-1.4374,79,-0.0280,45,-0.9167,142,0.95091,90,0.17360,206,1.65522
ENSG00000167642,SPINT2,270,1.30312,67,-1.5361,51,-1.9269,132,-0.5056,90,-1.0907,206,0.21541
ENSG00000167641,PPP1R14A,41,-3.2321,203,-0.2478,1428,4.01202,39,-2.7231,90,-1.4987,206,-0.2212
ENSG00000167645,YIF1B,46,-0.8696,27,-1.3793,82,0.33110,13,-2.4735,90,0.49345,206,2.05665
ENSG00000099341,PSMD8,368,1.44010,77,-1.7357,153,-0.6998,149,-0.7421,90,-1.5093,206,-0.2325
ENSG00000178982,EIF3K,273,0.41099,102,-1.2982,256,0.14006,371,0.76239,90,-1.4880,206,-0.2099
ENSG00000130402,ACTN4,74,-2.3343,110,-1.2334,512,1.29180,214,-0.1982,841,2.32633,206,-0.2570
ENSG00000104823,ECH1,93,-0.3755,41,-1.5112,72,-0.6407,196,0.99715,90,-0.3012,206,1.09338
ENSG00000104824,HNRNPL,78,-0.5544,60,-0.7812,101,0.04333,117,0.27891,90,-0.1450,206,1.27463
ENSG00000068903,SIRT2,90,-1.8197,156,-0.5232,971,2.97625,171,-0.3826,90,-1.3673,206,-0.0815
ENSG00000128626,MRPS12,62,-0.3016,18,-2.0547,34,-1.1331,34,-1.1336,90,0.41473,206,1.95568
ENSG00000179134,SAMD4B,52,-1.2076,68,-0.4492,172,1.09284,69,-0.4244,90,-0.0088,206,1.43531
ENSG00000063322,MED29,115,-1.1054,67,-1.5974,90,-1.1549,41,-2.3250,833,2.94289,206,0.14861
ENSG00000105193,RPS16,267,-0.8876,433,0.15936,664,0.88818,1074,1.80177,91,-2.2417,206,-1.0091
ENSG00000196235,SUPT5H,72,-0.5183,57,-0.7235,49,-0.9572,116,0.42457,90,0.00869,206,1.45619
ENSG00000105197,TIMM50,59,-0.4076,39,-0.8979,22,-1.7620,33,-1.1341,90,0.42238,206,1.96543
ENSG00000176396,EID2,103,0.42509,24,-1.9614,32,-1.5592,31,-1.6164,90,0.02663,206,1.47763
ENSG00000013275,PSMC4,127,0.33189,26,-2.1977,110,-0.0328,70,-0.7348,90,-0.3527,206,1.03440
ENSG00000174521,TTC9B,112,0.50636,20,-2.3069,32,-1.6412,45,-1.1394,90,-0.0629,206,1.37119
ENSG00000105223,PLD3,1211,1.18723,229,-1.9882,303,-1.5695,348,-1.3625,1572,1.08435,206,-2.1408
ENSG00000090013,BLVRB,122,0.24496,34,-1.8283,38,-1.6391,147,0.45280,90,-0.3437,206,1.04460
ENSG00000160460,SPTBN4,76,0.14783,21,-1.8455,0,-7.3986,25,-1.6136,90,0.36816,206,1.89667
ENSG00000167578,RAB4B,85,-0.2542,42,-1.2451,96,0.03087,72,-0.4216,90,-0.0692,206,1.36369
ENSG00000269858,EGLN2,67,-0.2794,34,-1.2292,47,-0.7444,30,-1.4035,90,0.29729,206,1.80780
ENSG00000105323,HNRNPUL1,33,-1.6756,37,-1.0433,79,0.13129,114,0.74024,90,0.34176,206,1.86343
ENSG00000142046,TMEM91,55,-0.4501,21,-1.7273,5,-3.6531,52,-0.3889,90,0.51256,206,2.08139
ENSG00000248098,BCKDHA,51,-0.7623,20,-1.9169,60,-0.2827,60,-0.2818,90,0.38473,206,1.91761
ENSG00000105372,RPS19,332,-0.9679,480,-0.0958,886,0.93797,1591,2.08754,90,-2.6343,206,-1.4035
ENSG00000105404,RABAC1,573,1.40796,142,-1.4985,242,-0.6933,398,0.09778,90,-2.1817,206,-0.9367
ENSG00000105409,ATP1A3,762,0.80474,233,-1.4180,111,-2.5255,193,-1.7025,1437,1.59890,206,-1.6024
ENSG00000105737,GRIK5,68,-0.1313,35,-1.1390,8,-3.3245,36,-1.0612,90,0.36384,206,1.89122
ENSG00000105723,GSK3A,105,0.24554,46,-1.1510,51,-0.9973,50,-1.0231,90,-0.1007,206,1.32657
ENSG00000079462,PAFAH1B3,74,-0.0620,22,-1.8607,14,-2.4997,54,-0.5425,90,0.27684,206,1.78236
ENSG00000105429,MEGF8,73,-0.2922,35,-1.3081,80,-0.0321,35,-1.3269,90,0.15057,206,1.62714
ENSG00000167378,IRGQ,66,-0.2082,30,-1.3441,42,-0.8330,15,-2.3714,90,0.36169,206,1.88851
ENSG00000131116,ZNF428,86,-0.4780,46,-1.2909,56,-0.9810,202,1.11645,90,-0.2437,206,1.15970
ENSG00000105767,CADM4,70,-1.3771,116,-0.2038,385,1.93130,112,-0.2597,90,-0.6069,206,0.74701
ENSG00000167380,ZNF226,75,-0.0839,16,-2.4082,37,-1.1369,50,-0.7084,90,0.23727,206,1.73338
ENSG00000130204,TOMM40,93,0.27887,30,-1.5948,11,-3.0231,47,-0.8980,90,0.10618,206,1.57328
ENSG00000130203,APOE,661,-1.0789,1697,0.77534,946,-0.1974,4045,2.53378,90,-3.7197,206,-2.5096
ENSG00000130208,APOC1,95,-0.9281,97,-0.6099,113,-0.3747,399,1.84452,90,-0.7283,206,0.61190
ENSG00000104853,CLPTM1,246,1.04940,74,-1.3423,94,-0.9826,129,-0.4861,90,-1.0415,206,0.26878
ENSG00000012061,ERCC1,45,-1.0885,35,-1.1359,59,-0.3467,91,0.34381,90,0.33064,206,1.84949
ENSG00000125746,EML2,126,0.46302,35,-1.7126,98,-0.1367,28,-2.0512,90,-0.2762,206,1.12225
ENSG00000125743,SNRPD2,266,0.58595,124,-0.8715,164,-0.4395,299,0.53750,90,-1.3613,206,-0.0752
ENSG00000185800,DMWD,56,-0.6648,27,-1.5750,52,-0.5659,72,-0.0580,90,0.30386,206,1.81600
ENSG00000011485,PPP5C,135,0.45373,30,-2.0709,70,-0.7898,98,-0.2569,90,-0.3901,206,0.99168
ENSG00000277531,PNMA8C,67,-0.1810,6,-3.5308,0,-7.5436,76,0.09989,90,0.36908,206,1.89784
ENSG00000182013,PNMA8A,459,0.83411,68,-2.4683,50,-2.9141,96,-1.9684,863,1.61276,206,-0.8171
ENSG00000204851,PNMA8B,441,1.89985,122,-1.1894,62,-2.1935,108,-1.3698,90,-1.6459,206,-0.3768
ENSG00000160014,CALM3,1198,1.85691,498,-0.5776,382,-0.9865,475,-0.6499,90,-3.1338,206,-1.9142
ENSG00000197380,DACT3,52,-0.8377,45,-0.7839,117,0.75139,6,-3.5849,90,0.30255,206,1.81437
ENSG00000042753,AP2S1,313,1.18092,97,-1.2484,152,-0.5592,145,-0.6355,90,-1.3585,206,-0.0721
ENSG00000160007,ARHGAP35,194,0.71108,111,-0.4941,79,-1.0224,104,-0.5999,90,-0.8199,206,0.51076
ENSG00000130748,TMEM160,176,0.37224,136,-0.1956,127,-0.3054,121,-0.3860,90,-0.8456,206,0.48257
ENSG00000142230,SAE1,98,0.16102,56,-0.7954,56,-0.7803,31,-1.6879,90,-0.0433,206,1.39427
ENSG00000257704,INAFM1,93,0.13187,46,-1.0168,42,-1.1593,38,-1.2892,90,0.03486,206,1.48747
ENSG00000105402,NAPA,274,1.17935,92,-1.1242,82,-1.2994,134,-0.5486,90,-1.1577,206,0.14315
ENSG00000105373,NOP53,34,-2.1502,95,-0.0739,128,0.41637,240,1.54581,90,-0.1593,206,1.25792
ENSG00000178980,SELENOW,1306,0.75903,559,-0.9307,1118,0.16653,1155,0.22128,820,-0.3325,206,-2.4236
ENSG00000105438,KDELR1,61,-0.4639,18,-2.1324,40,-0.9557,67,-0.1596,90,0.32160,206,1.83816
ENSG00000142235,LMTK3,60,-0.4313,32,-1.2506,24,-1.6580,55,-0.4333,90,0.36219,206,1.88914
ENSG00000063177,RPL18,296,-0.8636,409,-0.0839,761,0.96524,1227,1.88788,90,-2.3877,206,-1.1497
ENSG00000105516,DBP,45,-0.8785,39,-0.8523,5,-3.6480,78,0.25896,90,0.49450,206,2.05801
ENSG00000063180,CA11,19,-2.2593,78,0.40025,35,-0.8819,62,0.01973,90,0.65113,206,2.26392
ENSG00000104805,NUCB1,187,0.67410,84,-0.8836,93,-0.7260,111,-0.4647,90,-0.7833,206,0.55113
ENSG00000087086,FTL,679,-1.3173,1551,0.36594,4082,2.20144,2534,1.22902,90,-3.9375,206,-2.7293
ENSG00000183207,RUVBL2,85,-0.1118,23,-2.0339,54,-0.7726,86,-0.0538,90,0.01858,206,1.46800
ENSG00000104852,SNRNP70,85,-0.5605,76,-0.5636,163,0.68976,95,-0.2053,90,-0.2903,206,1.10596
ENSG00000104863,LIN7B,126,0.69939,39,-1.4568,13,-2.9924,39,-1.4349,90,-0.1547,206,1.26330
ENSG00000177380,PPFIA3,128,0.54915,69,-0.6597,23,-2.3032,47,-1.2375,90,-0.2511,206,1.15118
ENSG00000104872,PIH1D1,64,-0.3783,33,-1.2608,59,-0.3692,28,-1.4940,90,0.30169,206,1.81328
ENSG00000142541,RPL13A,451,-0.9747,849,0.33246,1197,0.92287,2096,2.01421,90,-3.0884,206,-1.8679
ENSG00000142534,RPS11,306,-1.2014,685,0.42899,598,0.20218,1360,1.68050,678,0.41184,206,-1.4586
ENSG00000142546,NOSIP,44,-1.0113,41,-0.7930,42,-0.7814,62,-0.1484,90,0.45056,206,2.00145
ENSG00000126461,SCAF1,69,-0.3691,29,-1.5604,71,-0.2010,49,-0.7704,90,0.19153,206,1.67715
ENSG00000126457,PRMT1,149,0.40564,79,-0.7620,69,-0.9698,118,-0.1453,90,-0.5694,206,0.78898
ENSG00000169169,CPT1C,92,0.17340,38,-1.2532,48,-0.8997,24,-1.9309,90,0.07074,206,1.53054
ENSG00000196961,AP2A1,181,0.87718,42,-1.8078,70,-1.0360,84,-0.7429,90,-0.6431,206,0.70649
ENSG00000104960,PTOV1,269,0.66651,92,-1.3118,229,0.11350,229,0.11208,90,-1.3413,206,-0.0538
ENSG00000204673,AKT1S1,67,-0.3090,31,-1.3985,48,-0.7274,43,-0.8930,90,0.26485,206,1.76748
ENSG00000104946,TBC1D17,60,-0.6970,39,-1.1380,82,0.03224,69,-0.2418,90,0.17701,206,1.65939
ENSG00000105357,MYH14,53,-0.7711,30,-1.3879,114,0.72382,13,-2.5838,90,0.32054,206,1.83684
ENSG00000161671,EMC10,79,-0.7957,66,-0.8237,189,0.89699,134,0.30647,90,-0.3373,206,1.05202
ENSG00000161677,JOSD2,56,-0.8584,37,-1.2410,107,0.43066,74,-0.1696,90,0.14648,206,1.62216
ENSG00000131409,LRRC4B,106,-0.1788,86,-0.4546,145,0.39624,75,-0.6628,90,-0.3805,206,1.00252
ENSG00000167755,KLK6,7,-5.0585,54,-1.4288,847,4.15373,0,-9.5830,90,-0.6522,206,0.69638
ENSG00000105379,ETFB,203,0.22197,121,-0.6831,257,0.52835,195,0.07132,90,-1.1411,206,0.16095
ENSG00000105568,PPP2R1A,798,1.21978,161,-1.8739,168,-1.8143,296,-0.9586,879,0.80586,206,-1.5050
ENSG00000170906,NDUFA3,489,0.45488,273,-0.6640,434,0.06921,781,1.07570,90,-2.3360,206,-1.0964
ENSG00000105619,TFPT,87,-0.1647,52,-0.9065,59,-0.7059,81,-0.2214,90,-0.0546,206,1.38097
ENSG00000105618,PRPF31,56,-0.6428,23,-1.7793,51,-0.5889,72,-0.0595,90,0.31508,206,1.83001
ENSG00000125505,MBOAT7,570,2.11888,94,-1.9074,75,-2.2453,188,-0.8640,90,-1.9749,206,-0.7217
ENSG00000170889,RPS9,314,-0.8211,492,0.15317,804,0.99662,1181,1.72850,90,-2.4447,206,-1.2085
ENSG00000167614,TTYH1,78,-2.4480,327,0.29077,560,1.23030,969,2.36901,90,-1.7170,206,-0.4517
ENSG00000125503,PPP1R12C,119,0.19640,47,-1.3083,81,-0.4800,92,-0.2869,90,-0.3231,206,1.06821
ENSG00000129990,SYT5,170,0.94862,21,-2.6842,11,-3.5534,110,-0.1919,90,-0.5120,206,0.85347
ENSG00000133265,HSPBP1,69,-0.4351,19,-2.2389,53,-0.6953,97,0.27285,90,0.14724,206,1.62308
ENSG00000160469,BRSK1,103,-0.0211,105,0.03030,43,-1.3732,76,-0.4857,90,-0.2225,206,1.18425
ENSG00000108107,RPL28,655,-0.3439,875,0.24571,1150,0.70750,1838,1.57196,90,-3.2078,206,-1.9906
ENSG00000108106,UBE2S,148,-0.8016,50,-2.1867,153,-0.5016,58,-1.9799,828,2.63783,206,-0.0266
ENSG00000063241,ISOC2,115,0.11381,55,-1.0849,93,-0.2737,89,-0.3531,90,-0.3285,206,1.06212
ENSG00000090971,NAT14,77,-0.3700,24,-2.0188,34,-1.5044,144,0.79673,90,0.00883,206,1.45637
ENSG00000213015,ZNF580,35,-1.2873,39,-0.7681,18,-1.8815,78,0.34135,90,0.57292,206,2.16022
ENSG00000173581,CCDC106,45,-0.7931,37,-0.8488,40,-0.7400,21,-1.6718,90,0.56171,206,2.14550
ENSG00000063245,EPN1,147,0.29289,51,-1.4753,84,-0.7252,170,0.41452,90,-0.6091,206,0.74446
ENSG00000166770,ZNF667-AS1,65,-0.3078,19,-2.0928,25,-1.6384,65,-0.2151,90,0.31843,206,1.83419
ENSG00000268182,SMIM17,54,-0.4709,43,-0.6532,20,-1.8041,15,-2.2512,90,0.52261,206,2.09445
ENSG00000198300,PEG3,1211,2.64871,244,-1.5072,132,-2.4233,291,-1.2444,90,-2.9816,206,-1.7590
ENSG00000268205,AC005261.1,28,-1.8071,43,-0.7369,130,1.08291,35,-1.0600,90,0.44628,206,1.99597
ENSG00000121413,ZSCAN18,222,0.77403,66,-1.4688,109,-0.7060,177,0.05801,90,-1.0042,206,0.30919
ENSG00000142396,ERVK3-1,81,-0.0889,44,-0.9951,45,-0.9633,44,-0.9985,90,0.11822,206,1.58786
ENSG00000283103,AC010642.2,52,-0.6711,35,-1.0343,40,-0.8468,42,-0.7861,90,0.43663,206,1.98362
ENSG00000083845,RPS5,275,-0.4753,321,-0.0671,571,0.90273,724,1.33835,90,-2.0154,206,-0.7639
ENSG00000130726,TRIM28,77,-0.3158,40,-1.2082,68,-0.3999,75,-0.2396,90,0.04405,206,1.49849
ENSG00000130724,CHMP2A,100,-0.5116,45,-1.5531,167,0.49510,205,0.85130,90,-0.5058,206,0.86052
ENSG00000130725,UBE2M,227,0.66567,147,-0.3260,86,-1.1497,185,0.04167,90,-1.0862,206,0.22031
ENSG00000125841,NRSN2,78,-0.0928,33,-1.3824,23,-1.9484,66,-0.3314,90,0.16481,206,1.64449
ENSG00000101266,CSNK2A1,81,-0.2008,38,-1.3119,55,-0.7457,78,-0.1884,90,0.03660,206,1.48956
ENSG00000125818,PSMF1,91,-0.1735,32,-1.7102,80,-0.3150,105,0.11706,90,-0.1269,206,1.29584
ENSG00000101298,SNPH,126,0.59621,40,-1.4613,31,-1.8306,48,-1.1656,90,-0.2002,206,1.21022
ENSG00000088832,FKBP1A,100,-0.0608,42,-1.3908,82,-0.3658,103,0.00721,90,-0.2103,206,1.19844
ENSG00000088833,NSFL1C,117,0.17686,69,-0.7155,84,-0.4097,66,-0.7936,90,-0.3093,206,1.08408
ENSG00000198053,SIRPA,52,-1.1979,117,0.43826,81,-0.1611,106,0.26555,90,0.00126,206,1.44734
ENSG00000101361,NOP56,145,0.40880,65,-1.0153,102,-0.3310,82,-0.6648,90,-0.5214,206,0.84285
ENSG00000101365,IDH3B,165,0.70317,29,-2.2872,95,-0.4848,85,-0.6638,90,-0.5761,206,0.78147
ENSG00000215305,VPS16,58,-0.4505,18,-2.0426,23,-1.6894,58,-0.3007,90,0.42363,206,1.96703
ENSG00000132670,PTPRA,227,-0.5416,109,-1.4871,166,-0.8476,284,-0.0041,888,2.08280,206,-0.5106
ENSG00000125901,MRPS26,86,-1.6053,64,-1.6194,42,-2.2352,99,-0.9658,895,3.24040,206,0.19463
ENSG00000198171,DDRGK1,80,-2.3834,43,-2.7953,93,-1.6447,94,-1.6335,1671,4.13522,206,-0.4272
ENSG00000088854,C20orf194,54,-0.7515,31,-1.3396,77,0.04625,52,-0.5697,90,0.30207,206,1.81376
ENSG00000088812,ATRN,75,-0.2505,38,-1.2202,90,0.13911,21,-2.0857,90,0.13816,206,1.61204
ENSG00000101220,C20orf27,221,1.21735,27,-2.6030,41,-1.9737,108,-0.5220,90,-0.8110,206,0.52052
ENSG00000125817,CENPB,23,-2.4622,82,0.00830,151,1.05148,110,0.50861,90,0.16848,206,1.64897
ENSG00000125779,PANK2,52,-0.5238,12,-2.5303,47,-0.5311,23,-1.5825,90,0.52731,206,2.10057
ENSG00000171867,PRNP,937,1.45499,314,-1.0352,683,0.19445,415,-0.6019,90,-2.8913,206,-1.6667
ENSG00000101265,RASSF2,17,-3.6922,107,-0.3790,724,3.54095,21,-2.7707,90,-0.6440,206,0.70549
ENSG00000089057,SLC23A2,91,-0.0073,20,-2.2605,94,0.05713,46,-1.0815,90,-0.0205,206,1.42140
ENSG00000089063,TMEM230,106,0.07908,30,-1.8826,119,0.22518,59,-0.8889,90,-0.2201,206,1.18712
ENSG00000101290,CDS2,276,1.28812,93,-1.0869,82,-1.2741,94,-1.0707,90,-1.1289,206,0.17419
ENSG00000089199,CHGB,2164,2.20876,155,-3.1208,87,-3.9564,281,-2.2515,1609,0.45526,206,-2.7049
ENSG00000125827,TMX4,442,1.68434,130,-1.1513,58,-2.3463,201,-0.4892,90,-1.7093,206,-0.4437
ENSG00000182621,PLCB1,68,-0.3839,60,-0.4459,45,-0.8821,42,-0.9979,90,0.20340,206,1.69170
ENSG00000101333,PLCB4,90,0.27134,30,-1.5578,21,-2.0362,26,-1.7405,90,0.15874,206,1.63708
ENSG00000132639,SNAP25,1413,1.00934,446,-1.2876,178,-2.6521,197,-2.5054,2481,1.57065,206,-2.4361
ENSG00000125863,MKKS,51,-0.6787,31,-1.2306,21,-1.8015,62,-0.1506,90,0.45378,206,2.00557
ENSG00000132640,BTBD3,78,-0.4593,37,-1.4531,116,0.33654,87,-0.1209,90,-0.0727,206,1.35958
ENSG00000089048,ESF1,28,-1.7810,59,-0.2002,67,-0.0089,68,0.01874,90,0.48791,206,2.04949
ENSG00000125870,SNRPB2,83,-0.2909,55,-0.8241,64,-0.5970,93,-0.0049,90,-0.0612,206,1.37312
ENSG00000125851,PCSK2,157,1.04326,45,-1.4024,26,-2.2316,12,-3.3279,90,-0.3463,206,1.04161
ENSG00000125868,DSTN,871,1.38519,221,-1.4749,457,-0.3578,690,0.30824,90,-2.8055,206,-1.5790
ENSG00000125844,RRBP1,18,-2.5804,39,-0.8574,136,1.19727,67,-0.0198,90,0.46981,206,2.02616
ENSG00000089006,SNX5,18,-2.5089,48,-0.4772,78,0.30118,93,0.58168,90,0.53296,206,2.10793
ENSG00000232388,SMIM26,99,-0.2750,65,-0.8231,75,-0.6039,162,0.63459,90,-0.3286,206,1.06194
ENSG00000125821,DTD1,71,-0.2620,24,-1.8048,76,-0.0419,27,-1.6465,90,0.22394,206,1.71695
ENSG00000173418,NAA20,66,-0.3928,34,-1.2701,34,-1.2875,70,-0.1594,90,0.24012,206,1.73690
ENSG00000125814,NAPB,755,2.34754,214,-1.0520,81,-2.4914,148,-1.6014,90,-2.3431,206,-1.1037
ENSG00000101439,CST3,576,-1.5358,1580,0.47635,883,-0.4686,5598,3.14376,90,-3.8686,206,-2.6596
ENSG00000101474,APMAP,299,1.58490,50,-2.0376,26,-2.9577,125,-0.6519,90,-1.1515,206,0.14978
ENSG00000197586,ENTPD6,225,1.26306,55,-1.5762,41,-2.0119,75,-1.0980,90,-0.8221,206,0.50837
ENSG00000100994,PYGB,135,-0.2036,82,-0.8960,95,-0.6713,301,1.24648,90,-0.7618,206,0.57480
ENSG00000100997,ABHD12,153,0.41462,70,-0.9792,137,0.06892,69,-1.0157,90,-0.6011,206,0.75342
ENSG00000101294,HM13,95,-0.0058,47,-1.1018,57,-0.8007,77,-0.3385,90,-0.0936,206,1.33495
ENSG00000125968,ID1,6,-4.0648,29,-1.2290,28,-1.3159,207,2.11515,90,0.53744,206,2.11376
ENSG00000171552,BCL2L1,62,-0.5769,36,-1.2383,30,-1.4961,102,0.41812,90,0.20966,206,1.69939
ENSG00000101350,KIF3B,58,-0.8323,43,-1.0326,87,0.05985,92,0.16783,90,0.12408,206,1.59495
ENSG00000149600,COMMD7,43,-0.9490,44,-0.6361,19,-1.9003,61,-0.1202,90,0.51158,206,2.08012
ENSG00000101367,MAPRE1,33,-1.4983,30,-1.2408,65,-0.0670,85,0.36312,90,0.46645,206,2.02184
ENSG00000101400,SNTA1,36,-1.9042,81,-0.2124,77,-0.2892,234,1.63382,90,-0.0490,206,1.38754
ENSG00000125967,NECAB3,64,-0.3288,33,-1.2449,18,-2.1157,53,-0.4911,90,0.34808,206,1.87138
ENSG00000101421,CHMP4B,150,-0.8692,83,-1.4997,79,-1.5764,112,-1.0503,892,2.71813,206,-0.0968
ENSG00000125970,RALY,100,-1.3667,48,-2.0870,153,-0.3338,59,-1.7805,831,2.93015,206,0.14481
ENSG00000125977,EIF2S2,128,-0.5915,161,-0.0357,298,1.00353,214,0.43082,90,-0.9483,206,0.37012
ENSG00000101444,AHCY,96,0.27995,24,-1.9449,70,-0.3392,3,-4.8164,90,0.07132,206,1.53123
ENSG00000125971,DYNLRB1,456,1.18410,172,-0.9426,210,-0.6370,323,0.04669,90,-1.9199,206,-0.6643
ENSG00000101460,MAP1LC3A,626,1.68785,192,-1.0900,287,-0.4716,194,-1.0781,90,-2.2266,206,-0.9832
ENSG00000078804,TP53INP2,35,-2.2800,281,1.64066,257,1.46847,24,-2.3198,90,-0.3328,206,1.05714
ENSG00000131067,GGT7,89,0.16325,26,-1.8020,42,-1.0600,33,-1.4410,90,0.11696,206,1.58633
ENSG00000131069,ACSS2,57,-0.5686,19,-2.0397,50,-0.5862,60,-0.3168,90,0.35158,206,1.87579
ENSG00000100983,GSS,83,0.09078,22,-1.9353,38,-1.1342,30,-1.4930,90,0.19723,206,1.68413
ENSG00000100991,TRPC4AP,136,0.43703,22,-2.5443,111,-0.0732,73,-0.7367,90,-0.4070,206,0.97241
ENSG00000126005,MMP24OS,133,0.34398,31,-2.0259,68,-0.8641,130,0.15884,90,-0.4262,206,0.95055
ENSG00000242372,EIF6,134,0.58250,37,-1.6622,56,-1.0377,56,-1.0425,90,-0.3027,206,1.09168
ENSG00000101019,UQCC1,107,0.48756,23,-2.0589,59,-0.6542,2,-5.1371,90,-0.0002,206,1.44557
ENSG00000125991,ERGIC3,144,0.34913,37,-1.8799,35,-1.9700,195,0.72342,90,-0.5382,206,0.82396
ENSG00000244005,NFS1,48,-0.7628,8,-3.1093,17,-2.0594,90,0.47416,90,0.48134,206,2.04102
ENSG00000125995,ROMO1,172,-0.8857,87,-1.6563,135,-0.9868,360,0.58181,804,2.12095,206,-0.3280
ENSG00000131051,RBM39,105,-0.5424,127,-0.0547,141,0.10770,202,0.70874,90,-0.6041,206,0.75009
