gene_name	LCNMadj_subclus	DEtest_unadjP.05_forCluster	Nsigmodels_forCluster
OIP5-AS1	X4_LCNMadj	E4_noAncestry_wRin	4
SMS	X4_LCNMadj	E4_noAncestry_wRin	4
SLC10A4	X4_LCNMadj	E4_noAncestry_wRin	4
MED19	X4_LCNMadj	E4_noAncestry_wRin	4
RPS4Y1	X4_LCNMadj	E4_noAncestry_wRin	4
CAMK2N1	X4_LCNMadj	E4_noAncestry_wRin	4
DBH	X4_LCNMadj	E4_noAncestry_wRin	4
GOLGA4	X4_LCNMadj	E4_noAncestry_wRin	4
CLCN7	X4_LCNMadj	E4_noAncestry_wRin	4
STAU1	X4_LCNMadj	E4_noAncestry_wRin	4
GMFB	X4_LCNMadj	E4_noAncestry_wRin	4
DNAJB14	X4_LCNMadj	E4_noAncestry_wRin	3
ARFGAP2	X4_LCNMadj	E4_noAncestry_wRin	4
G3BP2	X4_LCNMadj	E4_noAncestry_wRin	4
MRAS	X4_LCNMadj	E4_noAncestry_wRin	4
PPP2R5B	X4_LCNMadj	E4_noAncestry_wRin	4
RPL27	X4_LCNMadj	E4_noAncestry_wRin	4
MTRNR2L6	X4_LCNMadj	E4_noAncestry_wRin	4
SLC36A4	X4_LCNMadj	E4_noAncestry_wRin	4
CHODL	X4_LCNMadj	E4_noAncestry_wRin	4
GPS2	X4_LCNMadj	E4_noAncestry_wRin	4
HMGB1	X4_LCNMadj	E4_noAncestry_wRin	4
STMN4	X4_LCNMadj	E4_noAncestry_wRin	4
GABRA1	X4_LCNMadj	E4_noAncestry_wRin	4
TRPM3	X4_LCNMadj	E4_noAncestry_wRin	4
COTL1	X4_LCNMadj	E4_noAncestry_wRin	4
CAMLG	X4_LCNMadj	E4_noAncestry_wRin	4
POLR2F	X4_LCNMadj	E4_noAncestry_wRin	4
MAP2K4	X4_LCNMadj	E4_noAncestry_wRin	4
CTTN	X4_LCNMadj	E4_noAncestry_wRin	4
LRRC4B	X4_LCNMadj	E4_noAncestry_wRin	4
NSF	X4_LCNMadj	E4_noAncestry_wRin	2
CSDC2	X4_LCNMadj	E4_noAncestry_wRin	4
VWF	X4_LCNMadj	E4_noAncestry_wRin	4
TMEM47	X4_LCNMadj	E4_noAncestry_wRin	4
ARID4A	X4_LCNMadj	E4_noAncestry_wRin	4
PDXDC1	X4_LCNMadj	E4_noAncestry_wRin	4
NOL3	X4_LCNMadj	E4_noAncestry_wRin	4
ARHGEF12	X4_LCNMadj	E4_noAncestry_wRin	4
KPNB1	X4_LCNMadj	E4_noAncestry_wRin	2
NKX6-2	X4_LCNMadj	E4_noAncestry_wRin	4
BORCS7	X4_LCNMadj	E4_noAncestry_wRin	4
PDLIM5	X4_LCNMadj	E4_noAncestry_wRin	4
DARS	X4_LCNMadj	E4_noAncestry_wRin	4
PTPRF	X4_LCNMadj	E4_noAncestry_wRin	4
TIMM8B	X4_LCNMadj	E4_noAncestry_wRin	4
FAM181B	X4_LCNMadj	E4_noAncestry_wRin	4
SH3BP2	X4_LCNMadj	E4_noAncestry_wRin	4
NAP1L3	X4_LCNMadj	E4_noAncestry_wRin	3
CERT1	X4_LCNMadj	E4_noAncestry_wRin	4
HMGN1	X4_LCNMadj	E4_noAncestry_wRin	4
ACTR1A	X4_LCNMadj	E4_noAncestry_wRin	4
CYGB	X4_LCNMadj	E4_noAncestry_wRin	4
DIXDC1	X4_LCNMadj	E4_noAncestry_wRin	4
FAM126B	X4_LCNMadj	E4_noAncestry_wRin	4
PLCB4	X4_LCNMadj	E4_noAncestry_wRin	4
RABGAP1L	X4_LCNMadj	E4_noAncestry_wRin	4
CHTOP	X4_LCNMadj	E4_noAncestry_wRin	4
RBM18	X4_LCNMadj	E4_noAncestry_wRin	4
FUT9	X4_LCNMadj	E4_noAncestry_wRin	4
WDFY3	X4_LCNMadj	E4_noAncestry_wRin	3
KCTD17	X4_LCNMadj	E4_noAncestry_wRin	4
MCF2L	X4_LCNMadj	E4_noAncestry_wRin	2
KLF7	X4_LCNMadj	E4_noAncestry_wRin	4
MIB1	X4_LCNMadj	E4_noAncestry_wRin	4
INF2	X4_LCNMadj	E4_noAncestry_wRin	3
CHCHD1	X4_LCNMadj	E4_noAncestry_wRin	4
CARS	X4_LCNMadj	E4_noAncestry_wRin	4
WASHC1	X4_LCNMadj	E4_noAncestry_wRin	3
GBA	X4_LCNMadj	E4_noAncestry_wRin	4
MFAP3L	X4_LCNMadj	E4_noAncestry_wRin	4
C8orf33	X4_LCNMadj	E4_noAncestry_wRin	2
AKTIP	X4_LCNMadj	E4_noAncestry_wRin	4
SLC7A11	X4_LCNMadj	E4_noAncestry_wRin	3
RBM8A	X4_LCNMadj	E4_noAncestry_wRin	2
FLNA	X4_LCNMadj	E4_noAncestry_wRin	4
RANBP9	X4_LCNMadj	E4_noAncestry_wRin	2
SUPT6H	X4_LCNMadj	E4_noAncestry_wRin	1
FAM20B	X4_LCNMadj	E4_noAncestry_wRin	4
SNX14	X4_LCNMadj	E4_noAncestry_wRin	2
TIMM17B	X4_LCNMadj	E4_noAncestry_wRin	2
APLNR	X4_LCNMadj	E4_noAncestry_wRin	1
SMARCE1	X4_LCNMadj	E4_noAncestry_wRin	3
C1QTNF4	X4_LCNMadj	E4_wAncestry_noRin	4
TOMM40	X4_LCNMadj	E4_wAncestry_noRin	4
DDAH1	X4_LCNMadj	E4_wAncestry_noRin	4
SYNPR	X4_LCNMadj	E4_wAncestry_noRin	4
PTDSS1	X4_LCNMadj	E4_wAncestry_noRin	4
TRA2A	X4_LCNMadj	E4_wAncestry_noRin	4
PSMD14	X4_LCNMadj	E4_wAncestry_noRin	4
HBA2	X4_LCNMadj	E4_wAncestry_noRin	4
CD9	X4_LCNMadj	E4_wAncestry_noRin	4
TFAP2B	X4_LCNMadj	E4_wAncestry_noRin	4
CD74	X4_LCNMadj	E4_wAncestry_noRin	4
EDNRB	X4_LCNMadj	E4_wAncestry_noRin	4
PNMA2	X4_LCNMadj	E4_wAncestry_noRin	4
ENHO	X4_LCNMadj	E4_wAncestry_noRin	4
ANXA2	X4_LCNMadj	E4_wAncestry_noRin	4
BCKDK	X4_LCNMadj	E4_wAncestry_noRin	4
PYCR2	X4_LCNMadj	E4_wAncestry_noRin	4
FGFR3	X4_LCNMadj	E4_wAncestry_noRin	4
ADGRL3	X4_LCNMadj	E4_wAncestry_noRin	4
UBXN6	X4_LCNMadj	E4_wAncestry_noRin	4
TRIL	X4_LCNMadj	E4_wAncestry_noRin	4
PGM1	X4_LCNMadj	E4_wAncestry_noRin	4
MRPL43	X4_LCNMadj	E4_wAncestry_noRin	4
PCYT1A	X4_LCNMadj	E4_wAncestry_noRin	4
SLC1A2	X4_LCNMadj	E4_wAncestry_noRin	4
HBB	X4_LCNMadj	E4_wAncestry_noRin	4
SIGMAR1	X4_LCNMadj	E4_wAncestry_noRin	4
MPRIP	X4_LCNMadj	E4_wAncestry_noRin	4
DNAJA1	X4_LCNMadj	E4_wAncestry_noRin	4
C5orf63	X4_LCNMadj	E4_wAncestry_noRin	4
HDDC2	X4_LCNMadj	E4_wAncestry_noRin	4
LMNA	X4_LCNMadj	E4_wAncestry_noRin	4
APOLD1	X4_LCNMadj	E4_wAncestry_noRin	4
PRPF6	X4_LCNMadj	E4_wAncestry_noRin	4
EVI5	X4_LCNMadj	E4_wAncestry_noRin	4
NRCAM	X4_LCNMadj	E4_wAncestry_noRin	4
BAG3	X4_LCNMadj	E4_wAncestry_noRin	4
FKBP3	X4_LCNMadj	E4_wAncestry_noRin	4
TMEM50B	X4_LCNMadj	E4_wAncestry_noRin	4
UGP2	X4_LCNMadj	E4_wAncestry_noRin	4
PEPD	X4_LCNMadj	E4_wAncestry_noRin	4
ERO1A	X4_LCNMadj	E4_wAncestry_noRin	4
CPEB3	X4_LCNMadj	E4_wAncestry_noRin	4
KCTD20	X4_LCNMadj	E4_wAncestry_noRin	4
PRDX6	X4_LCNMadj	E4_wAncestry_noRin	4
NSA2	X4_LCNMadj	E4_wAncestry_noRin	4
GJA1	X4_LCNMadj	E4_wAncestry_noRin	4
PCBP4	X4_LCNMadj	E4_wAncestry_noRin	4
LIMCH1	X4_LCNMadj	E4_wAncestry_noRin	4
FAF1	X4_LCNMadj	E4_wAncestry_noRin	4
GRIN1	X4_LCNMadj	E4_wAncestry_noRin	4
MLEC	X4_LCNMadj	E4_wAncestry_noRin	4
PSME2	X4_LCNMadj	E4_wAncestry_noRin	4
PDK4	X4_LCNMadj	E4_wAncestry_noRin	4
FNBP1	X4_LCNMadj	E4_wAncestry_noRin	4
TRA2B	X4_LCNMadj	E4_wAncestry_noRin	4
NTSR2	X4_LCNMadj	E4_wAncestry_noRin	4
MOBP	X4_LCNMadj	E4_wAncestry_noRin	4
EIF4H	X4_LCNMadj	E4_wAncestry_noRin	4
SPECC1L	X4_LCNMadj	E4_wAncestry_noRin	4
LINC00682	X4_LCNMadj	E4_wAncestry_noRin	4
MTRNR2L8	X4_LCNMadj	E4_wAncestry_noRin	4
GABBR1	X4_LCNMadj	E4_wAncestry_noRin	4
AL627171.2	X4_LCNMadj	E4_wAncestry_noRin	4
METTL7A	X4_LCNMadj	E4_wAncestry_noRin	4
SCN9A	X4_LCNMadj	E4_wAncestry_noRin	4
TWF1	X4_LCNMadj	E4_wAncestry_noRin	4
RAB5B	X4_LCNMadj	E4_wAncestry_noRin	4
MYL9	X4_LCNMadj	E4_wAncestry_noRin	4
EXOC3	X4_LCNMadj	E4_wAncestry_noRin	4
SNX3	X4_LCNMadj	E4_wAncestry_noRin	4
GAD2	X4_LCNMadj	E4_wAncestry_noRin	4
HSD17B10	X4_LCNMadj	E4_wAncestry_noRin	4
TRIM2	X4_LCNMadj	E4_wAncestry_noRin	4
PSMA3	X4_LCNMadj	E4_wAncestry_noRin	4
ACP1	X4_LCNMadj	E4_wAncestry_noRin	4
FRRS1L	X4_LCNMadj	E4_wAncestry_noRin	4
RPL26	X4_LCNMadj	E4_wAncestry_noRin	4
CAMK2N1	X4_LCNMadj	E4_wAncestry_noRin	4
RPL6	X4_LCNMadj	E4_wAncestry_noRin	4
ILRUN	X4_LCNMadj	E4_wAncestry_noRin	4
OLIG1	X4_LCNMadj	E4_wAncestry_noRin	4
CTSB	X4_LCNMadj	E4_wAncestry_noRin	4
ECHDC1	X4_LCNMadj	E4_wAncestry_noRin	4
SLC27A1	X4_LCNMadj	E4_wAncestry_noRin	4
RFPL1S	X4_LCNMadj	E4_wAncestry_noRin	4
PLEKHA1	X4_LCNMadj	E4_wAncestry_noRin	4
INPP5F	X4_LCNMadj	E4_wAncestry_noRin	4
ZBTB47	X4_LCNMadj	E4_wAncestry_noRin	4
SLC24A2	X4_LCNMadj	E4_wAncestry_noRin	4
MRPS10	X4_LCNMadj	E4_wAncestry_noRin	4
CCDC186	X4_LCNMadj	E4_wAncestry_noRin	4
CRTAP	X4_LCNMadj	E4_wAncestry_noRin	4
NR2F6	X4_LCNMadj	E4_wAncestry_noRin	4
PSMC1	X4_LCNMadj	E4_wAncestry_noRin	4
PAIP2B	X4_LCNMadj	E4_wAncestry_noRin	4
PHF14	X4_LCNMadj	E4_wAncestry_noRin	4
FAM171B	X4_LCNMadj	E4_wAncestry_noRin	4
RPL27	X4_LCNMadj	E4_wAncestry_noRin	4
CCDC115	X4_LCNMadj	E4_wAncestry_noRin	4
IARS	X4_LCNMadj	E4_wAncestry_noRin	4
ORAI2	X4_LCNMadj	E4_wAncestry_noRin	4
FASTKD2	X4_LCNMadj	E4_wAncestry_noRin	4
CELF2	X4_LCNMadj	E4_wAncestry_noRin	4
WASF3	X4_LCNMadj	E4_wAncestry_noRin	4
NDUFB3	X4_LCNMadj	E4_wAncestry_noRin	4
GPS2	X4_LCNMadj	E4_wAncestry_noRin	4
JADE1	X4_LCNMadj	E4_wAncestry_noRin	4
FAM32A	X4_LCNMadj	E4_wAncestry_noRin	4
CLIP4	X4_LCNMadj	E4_wAncestry_noRin	4
RBP1	X4_LCNMadj	E4_wAncestry_noRin	4
EPN1	X4_LCNMadj	E4_wAncestry_noRin	4
SERPINB6	X4_LCNMadj	E4_wAncestry_noRin	4
ATP5F1D	X4_LCNMadj	E4_wAncestry_noRin	4
ADH5	X4_LCNMadj	E4_wAncestry_noRin	4
SNORC	X4_LCNMadj	E4_wAncestry_noRin	4
NEDD8	X4_LCNMadj	E4_wAncestry_noRin	4
CYGB	X4_LCNMadj	E4_wAncestry_noRin	4
GNPTAB	X4_LCNMadj	E4_wAncestry_noRin	4
SNHG29	X4_LCNMadj	E4_wAncestry_noRin	4
SMS	X4_LCNMadj	E4_wAncestry_noRin	4
GNA13	X4_LCNMadj	E4_wAncestry_noRin	4
NDUFS8	X4_LCNMadj	E4_wAncestry_noRin	4
HMGB1	X4_LCNMadj	E4_wAncestry_noRin	4
ECE2	X4_LCNMadj	E4_wAncestry_noRin	4
ATP1A2	X4_LCNMadj	E4_wAncestry_noRin	4
ARCN1	X4_LCNMadj	E4_wAncestry_noRin	4
CSNK1A1	X4_LCNMadj	E4_wAncestry_noRin	4
UBE2Q1	X4_LCNMadj	E4_wAncestry_noRin	4
MRAS	X4_LCNMadj	E4_wAncestry_noRin	4
EWSR1	X4_LCNMadj	E4_wAncestry_noRin	4
EIF2AK1	X4_LCNMadj	E4_wAncestry_noRin	4
BORCS7	X4_LCNMadj	E4_wAncestry_noRin	4
B4GALNT4	X4_LCNMadj	E4_wAncestry_noRin	4
KCNH2	X4_LCNMadj	E4_wAncestry_noRin	4
KLHDC10	X4_LCNMadj	E4_wAncestry_noRin	4
NKX6-2	X4_LCNMadj	E4_wAncestry_noRin	4
STAU1	X4_LCNMadj	E4_wAncestry_noRin	4
GABRA1	X4_LCNMadj	E4_wAncestry_noRin	4
OIP5-AS1	X4_LCNMadj	E4_wAncestry_noRin	4
MED19	X4_LCNMadj	E4_wAncestry_noRin	4
SILC1	X4_LCNMadj	E4_wAncestry_noRin	4
HBA1	X4_LCNMadj	E4_wAncestry_noRin	2
TAC1	X4_LCNMadj	E4_wAncestry_noRin	1
PTDSS2	X4_LCNMadj	E4_wAncestry_noRin	4
COLGALT2	X4_LCNMadj	E4_wAncestry_noRin	4
SLC6A15	X4_LCNMadj	E4_wAncestry_noRin	4
ARID4A	X4_LCNMadj	E4_wAncestry_noRin	4
TJP2	X4_LCNMadj	E4_wAncestry_noRin	4
CLCN7	X4_LCNMadj	E4_wAncestry_noRin	4
MTRNR2L12	X4_LCNMadj	E4_wAncestry_noRin	4
TIMM8B	X4_LCNMadj	E4_wAncestry_noRin	4
G3BP2	X4_LCNMadj	E4_wAncestry_noRin	4
MTRNR2L6	X4_LCNMadj	E4_wAncestry_noRin	4
TRPM3	X4_LCNMadj	E4_wAncestry_noRin	4
COPB2	X4_LCNMadj	E4_wAncestry_noRin	4
GOLGA4	X4_LCNMadj	E4_wAncestry_noRin	4
PDXDC1	X4_LCNMadj	E4_wAncestry_noRin	4
REX1BD	X4_LCNMadj	E4_wAncestry_noRin	2
PLCB4	X4_LCNMadj	E4_wAncestry_noRin	4
PTPRF	X4_LCNMadj	E4_wAncestry_noRin	4
MPP6	X4_LCNMadj	E4_wAncestry_noRin	4
VWF	X4_LCNMadj	E4_wAncestry_noRin	4
SAMHD1	X4_LCNMadj	E4_wAncestry_noRin	2
DARS	X4_LCNMadj	E4_wAncestry_noRin	4
HMGN1	X4_LCNMadj	E4_wAncestry_noRin	4
RPL13	X4_LCNMadj	E4_wAncestry_noRin	2
RFK	X4_LCNMadj	E4_wAncestry_noRin	4
DBH	X4_LCNMadj	E4_wAncestry_noRin	4
RPS4Y1	X4_LCNMadj	E4_wAncestry_noRin	4
CHCHD1	X4_LCNMadj	E4_wAncestry_noRin	4
SLC7A11	X4_LCNMadj	E4_wAncestry_noRin	3
PDLIM5	X4_LCNMadj	E4_wAncestry_noRin	4
CTTN	X4_LCNMadj	E4_wAncestry_noRin	4
CERT1	X4_LCNMadj	E4_wAncestry_noRin	4
POLR2F	X4_LCNMadj	E4_wAncestry_noRin	4
PDXP	X4_LCNMadj	E4_wAncestry_noRin	2
ITPR2	X4_LCNMadj	E4_wAncestry_noRin	4
AKTIP	X4_LCNMadj	E4_wAncestry_noRin	4
MAP2K4	X4_LCNMadj	E4_wAncestry_noRin	4
PPP2R5B	X4_LCNMadj	E4_wAncestry_noRin	4
ITM2B	X4_LCNMadj	E4_wAncestry_noRin	1
GMFB	X4_LCNMadj	E4_wAncestry_noRin	4
UQCRB	X4_LCNMadj	E4_wAncestry_noRin	2
COTL1	X4_LCNMadj	E4_wAncestry_noRin	4
SH3BP2	X4_LCNMadj	E4_wAncestry_noRin	4
GPRASP1	X4_LCNMadj	E4_wAncestry_noRin	2
CENPB	X4_LCNMadj	E4_wAncestry_noRin	4
CHODL	X4_LCNMadj	E4_wAncestry_noRin	4
NAP1L3	X4_LCNMadj	E4_wAncestry_noRin	3
SLC10A4	X4_LCNMadj	E4_wAncestry_noRin	4
CSDC2	X4_LCNMadj	E4_wAncestry_noRin	4
ARFGAP2	X4_LCNMadj	E4_wAncestry_noRin	4
CAMLG	X4_LCNMadj	E4_wAncestry_noRin	4
FAM126B	X4_LCNMadj	E4_wAncestry_noRin	4
ARHGEF12	X4_LCNMadj	E4_wAncestry_noRin	4
DIXDC1	X4_LCNMadj	E4_wAncestry_noRin	4
MAN2A2	X4_LCNMadj	E4_wAncestry_noRin	2
KLF7	X4_LCNMadj	E4_wAncestry_noRin	4
GBA	X4_LCNMadj	E4_wAncestry_noRin	4
CARS	X4_LCNMadj	E4_wAncestry_noRin	4
RBM18	X4_LCNMadj	E4_wAncestry_noRin	4
SNRPD3	X4_LCNMadj	E4_wAncestry_noRin	4
RAMP3	X4_LCNMadj	E4_wAncestry_noRin	2
FAM181B	X4_LCNMadj	E4_wAncestry_noRin	4
SLC11A2	X4_LCNMadj	E4_wAncestry_noRin	2
MFAP3L	X4_LCNMadj	E4_wAncestry_noRin	4
SMARCE1	X4_LCNMadj	E4_wAncestry_noRin	3
HNRNPA3	X4_LCNMadj	E4_wAncestry_noRin	1
CHTOP	X4_LCNMadj	E4_wAncestry_noRin	4
ACTR1A	X4_LCNMadj	E4_wAncestry_noRin	4
FAM20B	X4_LCNMadj	E4_wAncestry_noRin	4
LTA4H	X4_LCNMadj	E4_wAncestry_noRin	2
FLNA	X4_LCNMadj	E4_wAncestry_noRin	4
SLITRK4	X4_LCNMadj	E4_wAncestry_noRin	2
NEDD4L	X4_LCNMadj	E4_wAncestry_noRin	2
TMEM47	X4_LCNMadj	E4_wAncestry_noRin	4
KCTD17	X4_LCNMadj	E4_wAncestry_noRin	4
MIB1	X4_LCNMadj	E4_wAncestry_noRin	4
URI1	X4_LCNMadj	E4_wAncestry_noRin	2
STMN4	X4_LCNMadj	E4_wAncestry_noRin	4
WDFY3	X4_LCNMadj	E4_wAncestry_noRin	3
LRRC4B	X4_LCNMadj	E4_wAncestry_noRin	4
SLC36A4	X4_LCNMadj	E4_wAncestry_noRin	4
SLC25A11	X4_LCNMadj	E4_wAncestry_noRin	1
MTRNR2L3	X4_LCNMadj	E4_wAncestry_noRin	1
NELFE	X4_LCNMadj	E4_wAncestry_noRin	2
INF2	X4_LCNMadj	E4_wAncestry_noRin	3
FUT9	X4_LCNMadj	E4_wAncestry_noRin	4
CHMP1A	X4_LCNMadj	E4_wAncestry_noRin	1
RABGAP1L	X4_LCNMadj	E4_wAncestry_noRin	4
EXTL2	X4_LCNMadj	E4_wAncestry_noRin	2
CRY2	X4_LCNMadj	E4_wAncestry_noRin	1
NOL3	X4_LCNMadj	E4_wAncestry_noRin	4
WASHC1	X4_LCNMadj	E4_wAncestry_noRin	3
NFYB	X4_LCNMadj	E4_wAncestry_noRin	1
C1QTNF4	X4_LCNMadj	E4_wAncestry_wRin	4
TOMM40	X4_LCNMadj	E4_wAncestry_wRin	4
DDAH1	X4_LCNMadj	E4_wAncestry_wRin	4
SYNPR	X4_LCNMadj	E4_wAncestry_wRin	4
PTDSS1	X4_LCNMadj	E4_wAncestry_wRin	4
PSMD14	X4_LCNMadj	E4_wAncestry_wRin	4
TFAP2B	X4_LCNMadj	E4_wAncestry_wRin	4
CD9	X4_LCNMadj	E4_wAncestry_wRin	4
TRA2A	X4_LCNMadj	E4_wAncestry_wRin	4
CD74	X4_LCNMadj	E4_wAncestry_wRin	4
EDNRB	X4_LCNMadj	E4_wAncestry_wRin	4
ENHO	X4_LCNMadj	E4_wAncestry_wRin	4
PNMA2	X4_LCNMadj	E4_wAncestry_wRin	4
BCKDK	X4_LCNMadj	E4_wAncestry_wRin	4
ANXA2	X4_LCNMadj	E4_wAncestry_wRin	4
UBXN6	X4_LCNMadj	E4_wAncestry_wRin	4
HBA2	X4_LCNMadj	E4_wAncestry_wRin	4
MRPL43	X4_LCNMadj	E4_wAncestry_wRin	4
FGFR3	X4_LCNMadj	E4_wAncestry_wRin	4
ADGRL3	X4_LCNMadj	E4_wAncestry_wRin	4
PYCR2	X4_LCNMadj	E4_wAncestry_wRin	4
TRIL	X4_LCNMadj	E4_wAncestry_wRin	4
SLC1A2	X4_LCNMadj	E4_wAncestry_wRin	4
DNAJA1	X4_LCNMadj	E4_wAncestry_wRin	4
PCYT1A	X4_LCNMadj	E4_wAncestry_wRin	4
SIGMAR1	X4_LCNMadj	E4_wAncestry_wRin	4
APOLD1	X4_LCNMadj	E4_wAncestry_wRin	4
C5orf63	X4_LCNMadj	E4_wAncestry_wRin	4
PGM1	X4_LCNMadj	E4_wAncestry_wRin	4
HDDC2	X4_LCNMadj	E4_wAncestry_wRin	4
ERO1A	X4_LCNMadj	E4_wAncestry_wRin	4
PRPF6	X4_LCNMadj	E4_wAncestry_wRin	4
LMNA	X4_LCNMadj	E4_wAncestry_wRin	4
EVI5	X4_LCNMadj	E4_wAncestry_wRin	4
MPRIP	X4_LCNMadj	E4_wAncestry_wRin	4
UGP2	X4_LCNMadj	E4_wAncestry_wRin	4
NRCAM	X4_LCNMadj	E4_wAncestry_wRin	4
NSA2	X4_LCNMadj	E4_wAncestry_wRin	4
LIMCH1	X4_LCNMadj	E4_wAncestry_wRin	4
GJA1	X4_LCNMadj	E4_wAncestry_wRin	4
FKBP3	X4_LCNMadj	E4_wAncestry_wRin	4
KCTD20	X4_LCNMadj	E4_wAncestry_wRin	4
CPEB3	X4_LCNMadj	E4_wAncestry_wRin	4
PEPD	X4_LCNMadj	E4_wAncestry_wRin	4
BAG3	X4_LCNMadj	E4_wAncestry_wRin	4
PRDX6	X4_LCNMadj	E4_wAncestry_wRin	4
PCBP4	X4_LCNMadj	E4_wAncestry_wRin	4
TMEM50B	X4_LCNMadj	E4_wAncestry_wRin	4
MLEC	X4_LCNMadj	E4_wAncestry_wRin	4
MOBP	X4_LCNMadj	E4_wAncestry_wRin	4
HBB	X4_LCNMadj	E4_wAncestry_wRin	4
FNBP1	X4_LCNMadj	E4_wAncestry_wRin	4
AL627171.2	X4_LCNMadj	E4_wAncestry_wRin	4
FAF1	X4_LCNMadj	E4_wAncestry_wRin	4
PSME2	X4_LCNMadj	E4_wAncestry_wRin	4
MYL9	X4_LCNMadj	E4_wAncestry_wRin	4
SPECC1L	X4_LCNMadj	E4_wAncestry_wRin	4
NTSR2	X4_LCNMadj	E4_wAncestry_wRin	4
GABBR1	X4_LCNMadj	E4_wAncestry_wRin	4
GRIN1	X4_LCNMadj	E4_wAncestry_wRin	4
EIF4H	X4_LCNMadj	E4_wAncestry_wRin	4
TRA2B	X4_LCNMadj	E4_wAncestry_wRin	4
LINC00682	X4_LCNMadj	E4_wAncestry_wRin	4
TWF1	X4_LCNMadj	E4_wAncestry_wRin	4
ILRUN	X4_LCNMadj	E4_wAncestry_wRin	4
MTRNR2L8	X4_LCNMadj	E4_wAncestry_wRin	4
METTL7A	X4_LCNMadj	E4_wAncestry_wRin	4
PDK4	X4_LCNMadj	E4_wAncestry_wRin	4
RPL26	X4_LCNMadj	E4_wAncestry_wRin	4
GAD2	X4_LCNMadj	E4_wAncestry_wRin	4
FRRS1L	X4_LCNMadj	E4_wAncestry_wRin	4
EXOC3	X4_LCNMadj	E4_wAncestry_wRin	4
RAB5B	X4_LCNMadj	E4_wAncestry_wRin	4
SNX3	X4_LCNMadj	E4_wAncestry_wRin	4
HSD17B10	X4_LCNMadj	E4_wAncestry_wRin	4
RPL6	X4_LCNMadj	E4_wAncestry_wRin	4
ZBTB47	X4_LCNMadj	E4_wAncestry_wRin	4
PSMA3	X4_LCNMadj	E4_wAncestry_wRin	4
NR2F6	X4_LCNMadj	E4_wAncestry_wRin	4
SLC27A1	X4_LCNMadj	E4_wAncestry_wRin	4
TRIM2	X4_LCNMadj	E4_wAncestry_wRin	4
SCN9A	X4_LCNMadj	E4_wAncestry_wRin	4
PLEKHA1	X4_LCNMadj	E4_wAncestry_wRin	4
CAMK2N1	X4_LCNMadj	E4_wAncestry_wRin	4
OLIG1	X4_LCNMadj	E4_wAncestry_wRin	4
FAM171B	X4_LCNMadj	E4_wAncestry_wRin	4
CTSB	X4_LCNMadj	E4_wAncestry_wRin	4
PAIP2B	X4_LCNMadj	E4_wAncestry_wRin	4
ACP1	X4_LCNMadj	E4_wAncestry_wRin	4
CRTAP	X4_LCNMadj	E4_wAncestry_wRin	4
RFPL1S	X4_LCNMadj	E4_wAncestry_wRin	4
PSMC1	X4_LCNMadj	E4_wAncestry_wRin	4
CLIP4	X4_LCNMadj	E4_wAncestry_wRin	4
INPP5F	X4_LCNMadj	E4_wAncestry_wRin	4
JADE1	X4_LCNMadj	E4_wAncestry_wRin	4
RPL27	X4_LCNMadj	E4_wAncestry_wRin	4
SNORC	X4_LCNMadj	E4_wAncestry_wRin	4
MRPS10	X4_LCNMadj	E4_wAncestry_wRin	4
FAM32A	X4_LCNMadj	E4_wAncestry_wRin	4
HMGB1	X4_LCNMadj	E4_wAncestry_wRin	4
SLC24A2	X4_LCNMadj	E4_wAncestry_wRin	4
ECHDC1	X4_LCNMadj	E4_wAncestry_wRin	4
SNHG29	X4_LCNMadj	E4_wAncestry_wRin	4
PHF14	X4_LCNMadj	E4_wAncestry_wRin	4
FASTKD2	X4_LCNMadj	E4_wAncestry_wRin	4
SERPINB6	X4_LCNMadj	E4_wAncestry_wRin	4
IARS	X4_LCNMadj	E4_wAncestry_wRin	4
CCDC186	X4_LCNMadj	E4_wAncestry_wRin	4
EPN1	X4_LCNMadj	E4_wAncestry_wRin	4
MTRNR2L12	X4_LCNMadj	E4_wAncestry_wRin	4
ATP5F1D	X4_LCNMadj	E4_wAncestry_wRin	4
ARCN1	X4_LCNMadj	E4_wAncestry_wRin	4
GPS2	X4_LCNMadj	E4_wAncestry_wRin	4
WASF3	X4_LCNMadj	E4_wAncestry_wRin	4
RBP1	X4_LCNMadj	E4_wAncestry_wRin	4
ECE2	X4_LCNMadj	E4_wAncestry_wRin	4
ORAI2	X4_LCNMadj	E4_wAncestry_wRin	4
NDUFB3	X4_LCNMadj	E4_wAncestry_wRin	4
EIF2AK1	X4_LCNMadj	E4_wAncestry_wRin	4
ADH5	X4_LCNMadj	E4_wAncestry_wRin	4
CSNK1A1	X4_LCNMadj	E4_wAncestry_wRin	4
CCDC115	X4_LCNMadj	E4_wAncestry_wRin	4
NEDD8	X4_LCNMadj	E4_wAncestry_wRin	4
NDUFS8	X4_LCNMadj	E4_wAncestry_wRin	4
GNPTAB	X4_LCNMadj	E4_wAncestry_wRin	4
UBE2Q1	X4_LCNMadj	E4_wAncestry_wRin	4
ATP1A2	X4_LCNMadj	E4_wAncestry_wRin	4
CELF2	X4_LCNMadj	E4_wAncestry_wRin	4
GNA13	X4_LCNMadj	E4_wAncestry_wRin	4
KCNH2	X4_LCNMadj	E4_wAncestry_wRin	4
