ensg	gene_name	chr	Outcome	Region	SxG_beta	SxG_SE	SxG_p	fem_beta	fem_SE	fem_p	fem_fdr	male_beta	male_SE	male_p	male_fdr	model
ENSG00000111450	STX2	12	Tangles	PCC	0.22316993	0.092619477	0.016446263	0.047670168	0.067995983	0.484119537	0.790975255	0.270139046	0.060359974	1.31E-05	0.034384623	noe4
ENSG00000139220	PPFIA2	12	Tangles	PCC	-0.245871262	0.091813387	0.007728062	0.243822869	0.070465093	0.000667194	0.048802531	-0.002433324	0.059910483	0.967644682	0.992080957	noe4
ENSG00000139531	SUOX	12	Tangles	PCC	0.312904726	0.091011914	0.000650572	-0.314645439	0.065553261	3.22E-06	0.004292192	-0.000849299	0.062581937	0.989186493	0.997323927	noe4
ENSG00000179941	BBS10	12	Tangles	PCC	0.220791346	0.093160707	0.01828518	-0.243152346	0.064896584	0.000237827	0.031212262	-0.022909374	0.065130964	0.725420642	0.921270919	noe4
ENSG00000181929	PRKAG1	12	Tangles	PCC	0.19453505	0.09223868	0.035593171	-0.262930638	0.074942762	0.000563321	0.044446716	-0.070661042	0.055802076	0.206963201	0.608966604	noe4
ENSG00000185344	ATP6V0A2	12	Tangles	PCC	0.231366277	0.091767335	0.012101858	-0.24640094	0.070473483	0.000587761	0.045392673	-0.015579589	0.05904664	0.792179727	0.942129131	noe4
ENSG00000205707	ETFRF1	12	Tangles	PCC	0.267473007	0.092316074	0.003980506	-0.26584209	0.073167382	0.000360411	0.036206543	0.003503403	0.058559003	0.952356391	0.987425599	noe4
ENSG00000258274	CRADD-AS1	12	Tangles	PCC	-0.326361938	0.092771423	0.000487457	0.267766072	0.077035817	0.000631617	0.047201841	-0.05759631	0.054654122	0.293297727	0.683772888	noe4
ENSG00000274292		12	Tangles	PCC	-0.185980094	0.091645534	0.043118191	0.263290004	0.069981298	0.000224505	0.031019712	0.073923729	0.05926488	0.21380644	0.616156853	noe4
ENSG00000079337	RAPGEF3	12	Tangles	CN	0.169880011	0.082367014	0.039709026	-0.002252905	0.061198685	0.970665518	0.989989868	0.171350011	0.055562104	0.002286094	0.045485921	noe4
ENSG00000166986	MARS1	12	Tangles	CN	0.173039115	0.082677234	0.03688941	-0.225728378	0.057149031	0.000103664	0.022913257	-0.048100935	0.06064077	0.428454942	0.693954124	noe4
ENSG00000272849		12	Tangles	CN	0.207795592	0.082323957	0.011925748	-0.045573191	0.064144698	0.478117239	0.757266493	0.165471499	0.052299757	0.001761193	0.039416859	noe4
ENSG00000286671		12	Tangles	CN	-0.20494178	0.082268499	0.013076124	0.202018817	0.058602887	0.000671331	0.047104637	0.000467906	0.057960382	0.993565683	0.996790643	noe4
ENSG00000102837	OLFM4	13	Tangles	DLPFC	0.147750629	0.073762967	0.045613558	-0.164726037	0.054333369	0.002640576	0.035222106	-0.014762994	0.049928552	0.767673835	0.899084961	noe4
ENSG00000122025	FLT3	13	Tangles	DLPFC	0.202402194	0.074116553	0.006499177	-0.172075763	0.058325075	0.003421516	0.040171776	0.029469249	0.046647638	0.528029014	0.76470764	noe4
ENSG00000122026	RPL21	13	Tangles	DLPFC	-0.269586904	0.074543634	0.000323276	0.176159275	0.05118392	0.000659072	0.017420316	-0.093634935	0.05350388	0.081113758	0.300779249	noe4
ENSG00000136147	PHF11	13	Tangles	DLPFC	-0.169164255	0.073506721	0.021707832	0.157352396	0.053124324	0.00329793	0.03960065	-0.012704596	0.050902936	0.803076511	0.913695596	noe4
ENSG00000136156	ITM2B	13	Tangles	DLPFC	-0.162219995	0.073489948	0.027658656	0.016330449	0.055438994	0.768526394	0.876768735	-0.146572505	0.048452967	0.002697455	0.043578427	noe4
ENSG00000139737	SLAIN1	13	Tangles	DLPFC	-0.153538651	0.073626221	0.037449241	0.177725691	0.053044165	0.000908354	0.020584942	0.022916154	0.050905021	0.652904265	0.838936319	noe4
ENSG00000005810	MYCBP2	13	Tangles	PCC	-0.277090014	0.091447421	0.002611997	0.281953944	0.070211832	8.54E-05	0.020131191	0.0076638	0.059151922	0.89705058	0.971774266	noe4
ENSG00000134899	ERCC5	13	Tangles	PCC	-0.288509953	0.092468154	0.001945609	0.246534932	0.066860512	0.000296096	0.033671537	-0.043541399	0.06303745	0.490582772	0.819301691	noe4
ENSG00000150893	FREM2	13	Tangles	PCC	0.247545854	0.091044798	0.00684853	-0.276957729	0.068201417	7.16E-05	0.01959828	-0.02960848	0.060011211	0.62231216	0.882572508	noe4
ENSG00000185950	IRS2	13	Tangles	PCC	-0.215828748	0.090731456	0.017862807	0.301741653	0.071093133	3.43E-05	0.012701483	0.087527194	0.057226639	0.127807808	0.514477498	noe4
ENSG00000132952	USPL1	13	Tangles	CN	0.177145465	0.083205514	0.033771508	0.036498482	0.058475089	0.533125631	0.79491098	0.22226008	0.058923861	0.000204813	0.012617458	noe4
ENSG00000139746	RBM26	13	Tangles	CN	0.170467819	0.082331756	0.038948784	0.004243209	0.060335115	0.943993174	0.98021632	0.175496617	0.055780637	0.001866788	0.041088176	noe4
ENSG00000172766	NAA16	13	Tangles	CN	0.189332667	0.082515771	0.02219977	-0.01606967	0.06105493	0.792627884	0.918824494	0.181825678	0.056139412	0.001372869	0.033947373	noe4
ENSG00000230793	SMARCE1P5	13	Tangles	CN	0.196020305	0.081968763	0.017174769	0.016786656	0.062141957	0.787295244	0.916126423	0.209303228	0.053847622	0.000131954	0.010506309	noe4
ENSG00000033170	FUT8	14	Tangles	DLPFC	-0.194206445	0.073818644	0.00873176	0.02304499	0.053703914	0.668145717	0.812165175	-0.170361212	0.050217971	0.000784161	0.022481474	noe4
ENSG00000100485	SOS2	14	Tangles	DLPFC	-0.181642872	0.073491707	0.013722062	0.226800144	0.051115248	1.28E-05	0.002535187	0.044972084	0.052983255	0.39665935	0.669338171	noe4
ENSG00000100575	TIMM9	14	Tangles	DLPFC	0.223521856	0.075110285	0.003036641	-0.180103623	0.049839345	0.000353151	0.013080509	0.051247663	0.055600103	0.357403747	0.640008156	noe4
ENSG00000100591	AHSA1	14	Tangles	DLPFC	0.165118641	0.074231481	0.026487826	-0.009817731	0.053508756	0.854544544	0.92494363	0.156463494	0.051163924	0.002425035	0.041627666	noe4
ENSG00000100604	CHGA	14	Tangles	DLPFC	0.196689131	0.073553064	0.007693171	-0.038593599	0.054345214	0.478151587	0.677750545	0.155208652	0.049607252	0.001925199	0.036714142	noe4
ENSG00000100949	RABGGTA	14	Tangles	DLPFC	0.15137533	0.074041279	0.041334992	0.014228675	0.05244821	0.786352121	0.887569685	0.163581787	0.051844849	0.001763847	0.034925665	noe4
ENSG00000119608	PROX2	14	Tangles	DLPFC	0.197149284	0.073632708	0.007617406	-0.04645406	0.054471976	0.39443796	0.607179239	0.151095432	0.049458231	0.002449254	0.041657245	noe4
ENSG00000133985	TTC9	14	Tangles	DLPFC	0.223616207	0.073443906	0.002429176	-0.160148518	0.053849161	0.003174639	0.038997167	0.067672373	0.050298181	0.17948778	0.456997123	noe4
ENSG00000139973	SYT16	14	Tangles	DLPFC	0.161352282	0.074394066	0.030476305	-0.154377919	0.051119558	0.002742725	0.035911837	0.009108047	0.053582683	0.865137642	0.942533791	noe4
ENSG00000139988	RDH12	14	Tangles	DLPFC	0.191063412	0.07379342	0.009850015	-0.183356387	0.051299539	0.000408372	0.013844937	0.010545343	0.052753929	0.841694487	0.930514603	noe4
ENSG00000140025	EFCAB11	14	Tangles	DLPFC	-0.178888145	0.07395062	0.015853879	0.017444599	0.056428694	0.757424372	0.869707025	-0.160436282	0.048117957	0.000960897	0.024952657	noe4
ENSG00000151327	FAM177A1	14	Tangles	DLPFC	-0.21623606	0.073752991	0.003495067	0.027793904	0.05373845	0.605387753	0.77057435	-0.188875615	0.050183586	0.000200789	0.010090825	noe4
ENSG00000165943	MOAP1	14	Tangles	DLPFC	0.213473705	0.073614021	0.003866902	-0.187178603	0.055001778	0.000755469	0.018862392	0.025873744	0.04914641	0.598949509	0.806773212	noe4
ENSG00000166091	CMTM5	14	Tangles	DLPFC	-0.166555571	0.073243614	0.023312306	-0.060640774	0.053126543	0.254585088	0.470229748	-0.226132464	0.050056586	8.96E-06	0.001779344	noe4
ENSG00000176903	PNMA1	14	Tangles	DLPFC	0.155195618	0.073869	0.036053792	-0.167048134	0.053189082	0.001851613	0.029267811	-0.009093511	0.051066946	0.858785911	0.93952052	noe4
ENSG00000185567	AHNAK2	14	Tangles	DLPFC	0.175610548	0.073748472	0.017561253	-0.195833474	0.055045943	0.000433937	0.014072798	-0.019427321	0.049299184	0.693804864	0.863401281	noe4
ENSG00000187097	ENTPD5	14	Tangles	DLPFC	-0.145426553	0.073724872	0.048996435	-0.090814596	0.052776383	0.086314959	0.246138804	-0.23654796	0.052461396	9.30E-06	0.001805854	noe4
ENSG00000197102	DYNC1H1	14	Tangles	DLPFC	0.147415657	0.073928893	0.046593917	-0.155451076	0.053593716	0.003996837	0.043862524	-0.010755422	0.051115174	0.833483939	0.927619362	noe4
ENSG00000198604	BAZ1A	14	Tangles	DLPFC	-0.150193588	0.074207507	0.043408153	0.180300416	0.05162662	0.00054974	0.015840497	0.027982429	0.052787296	0.596429821	0.805546794	noe4
ENSG00000205683	DPF3	14	Tangles	DLPFC	-0.172490146	0.073690419	0.019566234	0.154388525	0.053398735	0.004113824	0.044581631	-0.019146421	0.050827767	0.706664317	0.868310451	noe4
ENSG00000258498	DIO3OS	14	Tangles	DLPFC	-0.159995596	0.073654071	0.030220035	0.203959367	0.054310703	0.000207355	0.010420807	0.045918781	0.050002785	0.359174652	0.641163526	noe4
ENSG00000081181	ARG2	14	Tangles	PCC	-0.196722004	0.092019549	0.033166508	0.241832364	0.068593753	0.000530183	0.043167148	0.04409917	0.060898764	0.469871097	0.808120839	noe4
ENSG00000119720	NRDE2	14	Tangles	PCC	-0.320241862	0.092683829	0.000611757	0.255535701	0.066500998	0.00016615	0.028404505	-0.069664221	0.06321185	0.271822979	0.668198369	noe4
ENSG00000171723	GPHN	14	Tangles	PCC	-0.252465501	0.091740789	0.006207383	0.00956849	0.075042347	0.898674006	0.973722318	-0.240810664	0.054292456	1.55E-05	0.034384623	noe4
ENSG00000100813	ACIN1	14	Tangles	CN	0.196349883	0.081945006	0.016958091	-0.007636049	0.062531679	0.902912837	0.96550593	0.191342116	0.053230348	0.000395493	0.017814099	noe4
ENSG00000100911	PSME2	14	Tangles	CN	0.209649187	0.081959338	0.010840552	-0.217898614	0.059791083	0.00033054	0.035577772	-0.007347611	0.056492371	0.896626757	0.956789107	noe4
ENSG00000136319	TTC5	14	Tangles	CN	-0.182313704	0.08211895	0.026885074	0.005168276	0.063774079	0.935479106	0.977949467	-0.18663149	0.05463856	0.00074878	0.025279423	noe4
ENSG00000258768		14	Tangles	CN	-0.161688977	0.081911386	0.04897011	-0.035216973	0.061384211	0.566712443	0.812886379	-0.205524424	0.055097503	0.000239694	0.013512544	noe4
ENSG00000028528	SNX1	15	Tangles	DLPFC	-0.164395365	0.073885064	0.026444596	0.151376835	0.053553846	0.005015877	0.049484004	-0.018164254	0.052549524	0.729836749	0.879748979	noe4
ENSG00000058335	RASGRF1	15	Tangles	DLPFC	0.169384858	0.073274918	0.021129551	-0.197987513	0.053242778	0.000238509	0.010861699	-0.028195581	0.050229175	0.574978856	0.793655684	noe4
ENSG00000069966	GNB5	15	Tangles	DLPFC	0.148261313	0.073685846	0.044650644	-0.15154931	0.05370905	0.00509201	0.049889435	-0.002918094	0.050658534	0.954102413	0.982116969	noe4
ENSG00000103876	FAH	15	Tangles	DLPFC	-0.197520486	0.073922863	0.007741618	0.02657057	0.053218928	0.617950886	0.778609435	-0.166906564	0.051250013	0.001254092	0.028801978	noe4
ENSG00000104067	TJP1	15	Tangles	DLPFC	-0.146312238	0.073801453	0.047869488	0.15097018	0.052585355	0.004379676	0.046052631	0.004748447	0.051651998	0.92681279	0.97120386	noe4
ENSG00000137802	MAPKBP1	15	Tangles	DLPFC	0.159086888	0.074144576	0.032295817	0.041511484	0.052436456	0.429180225	0.637687175	0.202958952	0.051886671	0.00011308	0.007431549	noe4
ENSG00000137809	ITGA11	15	Tangles	DLPFC	-0.169006883	0.073565891	0.021935745	0.238823706	0.055778046	2.49E-05	0.003636486	0.069881148	0.048348956	0.149386353	0.415524112	noe4
ENSG00000137818	RPLP1	15	Tangles	DLPFC	-0.148819942	0.074515582	0.046250256	0.152976316	0.053228575	0.004339448	0.045770457	0.000275286	0.051938889	0.995774538	0.99805253	noe4
ENSG00000138623	SEMA7A	15	Tangles	DLPFC	0.226187483	0.073367039	0.002141925	-0.072829446	0.056506085	0.198420452	0.40425574	0.152493465	0.047653397	0.00151874	0.032037919	noe4
ENSG00000140527	WDR93	15	Tangles	DLPFC	-0.205388884	0.073609144	0.005430891	0.162886852	0.056463557	0.004196401	0.045125173	-0.044350811	0.047801326	0.354236929	0.637235486	noe4
ENSG00000166734	GOLM2	15	Tangles	DLPFC	-0.151621186	0.07337539	0.03921377	0.21007389	0.052652605	8.29E-05	0.006846581	0.05684891	0.051842812	0.273697501	0.564201857	noe4
ENSG00000166763	STRCP1	15	Tangles	DLPFC	0.168069726	0.072334099	0.020479002	0.000573093	0.054526429	0.991621009	0.995302354	0.165540052	0.048236826	0.000682315	0.020931259	noe4
ENSG00000169032	MAP2K1	15	Tangles	DLPFC	0.170348757	0.073617163	0.020999583	-0.152695103	0.053492829	0.004606778	0.047156506	0.021229278	0.050587829	0.675035211	0.852437118	noe4
ENSG00000172575	RASGRP1	15	Tangles	DLPFC	0.179740758	0.073283792	0.014458636	-0.166572223	0.0537507	0.002123508	0.031586845	0.017261696	0.050039403	0.730360649	0.879748979	noe4
ENSG00000185043	CIB1	15	Tangles	DLPFC	-0.176542475	0.074123479	0.017536449	0.019105931	0.053237625	0.719933811	0.846891746	-0.155457774	0.051711275	0.002864602	0.045321715	noe4
ENSG00000188277	C15orf62	15	Tangles	DLPFC	0.184507988	0.073340345	0.012132285	0.030011178	0.053476413	0.575071904	0.750532116	0.212034789	0.049851032	2.80E-05	0.00328165	noe4
ENSG00000248905	FMN1	15	Tangles	DLPFC	0.169119733	0.07365346	0.022004647	-0.157548688	0.054940142	0.004424545	0.046325232	0.010734642	0.049204024	0.827445726	0.925239546	noe4
ENSG00000259583	ALDH1A3-AS1	15	Tangles	DLPFC	0.167354594	0.073454306	0.023050093	-0.185802176	0.054917375	0.000810037	0.019602561	-0.014987031	0.04955362	0.762522293	0.896526417	noe4
ENSG00000285883		15	Tangles	DLPFC	0.263927995	0.07363523	0.000364999	-0.097929241	0.054580672	0.073773041	0.225059692	0.168059358	0.049821136	0.000838743	0.023396777	noe4
ENSG00000137806	NDUFAF1	15	Tangles	PCC	0.22807395	0.091738028	0.013341292	-0.248266637	0.070582768	0.00054577	0.043899555	-0.021151101	0.058882142	0.71983628	0.920453546	noe4
ENSG00000140374	ETFA	15	Tangles	PCC	0.255173978	0.091635835	0.005625905	-0.315519378	0.072545537	2.23E-05	0.01064668	-0.061166913	0.057638549	0.289939114	0.680919862	noe4
ENSG00000187446	CHP1	15	Tangles	PCC	0.183538699	0.091520299	0.045622489	-0.287907407	0.074349159	0.000148415	0.027014533	-0.100992104	0.055660064	0.07118657	0.426007132	noe4
ENSG00000103995	CEP152	15	Tangles	CN	0.2046686	0.082114468	0.013027321	-0.010898502	0.063569587	0.864024335	0.947790162	0.197666093	0.052645844	0.000218667	0.012894863	noe4
ENSG00000136379	ABHD17C	15	Tangles	CN	-0.222240132	0.081487493	0.00662356	0.237492766	0.057867439	5.61E-05	0.01921764	0.017217485	0.057410342	0.76451578	0.897723471	noe4
ENSG00000137815	RTF1	15	Tangles	CN	-0.210283732	0.084328751	0.012986868	0.028267434	0.056433281	0.616914309	0.841788919	-0.187852511	0.061321712	0.002442485	0.047183648	noe4
ENSG00000178802	MPI	15	Tangles	CN	-0.181258533	0.081883701	0.02733305	-0.012967599	0.061401849	0.832921008	0.934700062	-0.197740102	0.054300078	0.000333001	0.015961806	noe4
ENSG00000198690	FAN1	15	Tangles	CN	0.186385461	0.082486617	0.024302247	0.002208864	0.061702423	0.971473427	0.990278247	0.190192422	0.054706084	0.000604288	0.02247525	noe4
ENSG00000005513	SOX8	16	Tangles	DLPFC	-0.169795462	0.073749067	0.021651242	0.179866342	0.053281431	0.000831686	0.019792508	0.009880744	0.051035331	0.846613311	0.932792138	noe4
ENSG00000090581	GNPTG	16	Tangles	DLPFC	-0.161232252	0.073757116	0.029195171	-0.001779186	0.054054237	0.973764109	0.985991976	-0.168163565	0.05038675	0.0009502	0.024905262	noe4
ENSG00000099385	BCL7C	16	Tangles	DLPFC	-0.148994058	0.074040413	0.044623051	0.158876244	0.051825056	0.00236714	0.033372383	0.006143638	0.052511432	0.906940065	0.963317268	noe4
ENSG00000103064	SLC7A6	16	Tangles	DLPFC	0.178366305	0.073797356	0.01594198	-0.175237655	0.053383792	0.001148421	0.022764581	0.003574603	0.050790815	0.943938186	0.977887182	noe4
ENSG00000103197	TSC2	16	Tangles	DLPFC	0.171926753	0.073611911	0.019835619	-0.233541929	0.050408537	5.35E-06	0.001774069	-0.061229968	0.053167077	0.250366073	0.540971811	noe4
ENSG00000103404	USP31	16	Tangles	DLPFC	0.145449683	0.072836959	0.046276833	0.0869928	0.053180221	0.102914003	0.27259209	0.229743786	0.049457042	5.06E-06	0.001234223	noe4
ENSG00000131153	GINS2	16	Tangles	DLPFC	-0.181948362	0.073425114	0.013480742	-0.034840014	0.054734905	0.524914718	0.71354159	-0.213780303	0.049270329	1.95E-05	0.00265676	noe4
ENSG00000135709	KIAA0513	16	Tangles	DLPFC	0.161946857	0.073921684	0.02884403	-0.152313729	0.052140347	0.003747704	0.042519079	0.010645193	0.051975561	0.837856001	0.928798389	noe4
ENSG00000140750	ARHGAP17	16	Tangles	DLPFC	-0.169844212	0.07353967	0.021245104	0.1957116	0.056621539	0.000625232	0.017066029	0.021944894	0.04761147	0.645187275	0.834728153	noe4
ENSG00000140905	GCSH	16	Tangles	DLPFC	-0.19006771	0.073683547	0.010126474	0.032604152	0.055017818	0.553882205	0.73479699	-0.153187373	0.049858456	0.002314683	0.040448495	noe4
ENSG00000153786	ZDHHC7	16	Tangles	DLPFC	0.149464926	0.073896304	0.043546336	0.021824086	0.052453677	0.677656754	0.818312435	0.169718256	0.051388085	0.001071554	0.026382769	noe4
ENSG00000154102	C16orf74	16	Tangles	DLPFC	-0.218180609	0.074475254	0.003520934	0.050825422	0.055162858	0.357587707	0.573556852	-0.164962931	0.050096491	0.001108163	0.026896567	noe4
ENSG00000159713	TPPP3	16	Tangles	DLPFC	-0.24579512	0.074946358	0.001098578	0.041101241	0.053064758	0.439208345	0.646515591	-0.204258101	0.052301009	0.000115853	0.007487646	noe4
ENSG00000162104	ADCY9	16	Tangles	DLPFC	0.174239352	0.073823922	0.018578306	-0.017290795	0.055832536	0.757008654	0.869707025	0.153458461	0.048738933	0.001803089	0.035372424	noe4
ENSG00000166164	BRD7	16	Tangles	DLPFC	-0.162864348	0.073515622	0.027102578	0.215540776	0.050265979	2.42E-05	0.003601802	0.052293158	0.053162373	0.326067371	0.61326507	noe4
ENSG00000166446	CDYL2	16	Tangles	DLPFC	0.226431949	0.073456782	0.002145033	-0.04035385	0.054364004	0.458484861	0.661848115	0.18754797	0.049406597	0.000177382	0.009575907	noe4
ENSG00000166780	BMERB1	16	Tangles	DLPFC	0.175272478	0.073649067	0.017626356	-0.16173443	0.053504982	0.002717753	0.035705161	0.014531996	0.050927076	0.775570363	0.901630889	noe4
ENSG00000167969	ECI1	16	Tangles	DLPFC	-0.181605208	0.074407719	0.014942726	0.151018147	0.052207226	0.004095672	0.044518292	-0.03693936	0.052774316	0.484492323	0.735168945	noe4
ENSG00000167972	ABCA3	16	Tangles	DLPFC	0.21560878	0.073443122	0.003452816	-0.163830777	0.053547116	0.002414102	0.033773682	0.049659726	0.050471902	0.325940426	0.613161296	noe4
ENSG00000175938	ORAI3	16	Tangles	DLPFC	-0.240530393	0.073173504	0.001070194	0.198577991	0.052393253	0.000181538	0.009878779	-0.041561147	0.050842588	0.414310828	0.683901729	noe4
ENSG00000205250	E2F4	16	Tangles	DLPFC	0.173655287	0.074757928	0.020511921	0.058275388	0.050932691	0.253455423	0.469205739	0.235853376	0.053369002	1.38E-05	0.002308226	noe4
ENSG00000259933	PKD1-AS1	16	Tangles	DLPFC	0.192715589	0.074658281	0.010074726	-0.160795228	0.051644531	0.002024829	0.030726697	0.036406459	0.053399105	0.495895249	0.742652441	noe4
ENSG00000260664		16	Tangles	DLPFC	-0.170442769	0.073199185	0.020212029	0.189708204	0.05459573	0.000585634	0.016448225	0.019118511	0.049186687	0.697774609	0.864630435	noe4
ENSG00000262691		16	Tangles	DLPFC	0.153157821	0.074383659	0.03991511	-0.006553805	0.05481561	0.904909954	0.952047065	0.152884737	0.051426282	0.00318522	0.048681445	noe4
ENSG00000270580	PKD1P6-NPIPP1	16	Tangles	DLPFC	0.14707207	0.07374312	0.046554037	0.024570836	0.055793143	0.659966419	0.807392154	0.172762138	0.049292722	0.000525427	0.018174031	noe4
ENSG00000087250	MT3	16	Tangles	PCC	0.318420841	0.091784282	0.000581629	-0.266797539	0.07422795	0.000414922	0.037229426	0.052458798	0.056210525	0.351872374	0.732160243	noe4
ENSG00000102897	LYRM1	16	Tangles	PCC	0.193800653	0.092666833	0.03715667	-0.243996531	0.065722855	0.00026992	0.032251235	-0.047332482	0.064007133	0.46052361	0.802870179	noe4
ENSG00000122386	ZNF205	16	Tangles	PCC	-0.19428725	0.091784285	0.034927837	0.254367877	0.06961448	0.000334872	0.035387751	0.061230008	0.059754933	0.306814474	0.693910886	noe4
ENSG00000170540	ARL6IP1	16	Tangles	PCC	0.232758447	0.091087519	0.010996411	-0.288597105	0.071324679	7.58E-05	0.019627047	-0.055437725	0.057385647	0.335244388	0.717550159	noe4
ENSG00000178952	TUFM	16	Tangles	PCC	0.250340805	0.091085611	0.006273311	-0.334820427	0.073051317	8.30E-06	0.005598242	-0.087045914	0.056252619	0.123428212	0.508653723	noe4
ENSG00000058600	POLR3E	16	Tangles	CN	0.195427593	0.082535055	0.018295742	-0.01607478	0.064137748	0.802320878	0.922346643	0.181892922	0.052527814	0.000634615	0.023217842	noe4
ENSG00000090447	TFAP4	16	Tangles	CN	-0.165606179	0.082437672	0.045120379	0.213751177	0.059332582	0.00038478	0.037710703	0.046066538	0.056970722	0.419559513	0.687769147	noe4
ENSG00000103091	WDR59	16	Tangles	CN	0.240380476	0.082242834	0.00363577	-0.064613037	0.060820017	0.289165331	0.610307479	0.175510264	0.055159445	0.001660627	0.037875394	noe4
ENSG00000103194	USP10	16	Tangles	CN	-0.169110172	0.083270826	0.042830656	-0.040609786	0.057094429	0.477622831	0.75702039	-0.210410276	0.059294922	0.000467301	0.019482097	noe4
ENSG00000103496	STX4	16	Tangles	CN	0.206356441	0.082479302	0.012689629	-0.038219321	0.059170522	0.518965205	0.784310338	0.176300911	0.057092799	0.002256488	0.045299062	noe4
ENSG00000131165	CHMP1A	16	Tangles	CN	-0.196961096	0.081419101	0.015936009	-0.05445347	0.060220873	0.366803867	0.677696891	-0.254292646	0.054347084	4.86E-06	0.001883454	noe4
ENSG00000154102	C16orf74	16	Tangles	CN	-0.223153237	0.085581176	0.009409341	-0.036036782	0.060949235	0.554917629	0.806432629	-0.253074234	0.059215654	2.79E-05	0.004168019	noe4
ENSG00000157106	SMG1	16	Tangles	CN	0.260390336	0.082308545	0.001658914	-0.218143316	0.064241068	0.000804101	0.049219568	0.050552685	0.053123932	0.342273901	0.623254873	noe4
ENSG00000169955	ZNF747	16	Tangles	CN	-0.259519458	0.082112826	0.001676099	0.233851935	0.058248661	8.02E-05	0.022459537	-0.028752562	0.057910196	0.620002007	0.819552867	noe4
ENSG00000182685	BRICD5	16	Tangles	CN	0.238424524	0.082327459	0.003954311	-0.075318063	0.063100445	0.233834664	0.558257295	0.165237071	0.053260283	0.00215316	0.044063582	noe4
ENSG00000184517	ZFP1	16	Tangles	CN	-0.250308458	0.081876479	0.002361343	0.210390055	0.058749091	0.000415962	0.03855745	-0.039674991	0.05790094	0.493876395	0.738179267	noe4
ENSG00000223959	AFG3L1P	16	Tangles	CN	0.217019283	0.083359231	0.009520471	-0.066824902	0.06783102	0.325559441	0.643358074	0.15398152	0.050165617	0.002395279	0.046674092	noe4
ENSG00000224578	HNRNPA1L3	16	Tangles	CN	-0.173265273	0.083375377	0.038236765	-0.01529473	0.058080105	0.792521399	0.918824494	-0.186311928	0.058793652	0.001732364	0.038820121	noe4
ENSG00000262691		16	Tangles	CN	0.168678277	0.082996897	0.042678157	-0.001273902	0.065641061	0.984532886	0.994588919	0.166300454	0.052215845	0.001643391	0.037577896	noe4
ENSG00000279789		16	Tangles	CN	0.166366069	0.082401324	0.044054861	0.020651235	0.06464494	0.749665519	0.900020804	0.190522189	0.052026682	0.000308895	0.015297141	noe4
ENSG00000280063		16	Tangles	CN	0.198474187	0.083503331	0.017859338	-0.044529114	0.0669883	0.50687793	0.777316068	0.155528508	0.051190323	0.002647364	0.049068334	noe4
ENSG00000280789	PAGR1	16	Tangles	CN	0.169395263	0.081838863	0.039008564	0.022961638	0.062320063	0.712873094	0.887600775	0.193649021	0.053305667	0.000343959	0.016271163	noe4
ENSG00000007168	PAFAH1B1	17	Tangles	DLPFC	0.145405139	0.073815597	0.049307605	-0.185904554	0.056208166	0.001054544	0.021867707	-0.040735729	0.048251245	0.399195863	0.671186362	noe4
ENSG00000007202	BLTP2	17	Tangles	DLPFC	0.162515048	0.073655917	0.027726662	-0.015667972	0.055185255	0.776668091	0.881217109	0.146090937	0.049084853	0.003151088	0.048289366	noe4
ENSG00000011028	MRC2	17	Tangles	DLPFC	-0.16829701	0.074575917	0.024378028	0.005995954	0.056593031	0.915692984	0.956501163	-0.166065426	0.049292631	0.000851407	0.023578593	noe4
ENSG00000073969	NSF	17	Tangles	DLPFC	0.156539462	0.074522739	0.036088853	-0.150307081	0.051458246	0.003750905	0.042519079	0.006926319	0.053564479	0.897199123	0.958902843	noe4
ENSG00000083454	P2RX5	17	Tangles	DLPFC	0.164042784	0.073673735	0.026337013	-0.167129799	0.055558067	0.002847681	0.03655939	0.001699634	0.04921169	0.972471369	0.989143299	noe4
ENSG00000091536	MYO15A	17	Tangles	DLPFC	0.157008466	0.07341127	0.032851625	-0.205116177	0.051896923	9.63E-05	0.007546704	-0.0446467	0.051794052	0.389362329	0.664491332	noe4
ENSG00000091542	ALKBH5	17	Tangles	DLPFC	0.162377843	0.073647262	0.02783964	-0.005606787	0.053594297	0.916750002	0.956903316	0.156619733	0.050223405	0.001991512	0.037193099	noe4
ENSG00000108387	SEPTIN4	17	Tangles	DLPFC	-0.175728305	0.073377566	0.016927332	0.011356983	0.054730674	0.83575307	0.915417481	-0.161013366	0.049133786	0.001170072	0.027576574	noe4
ENSG00000108389	MTMR4	17	Tangles	DLPFC	0.146904569	0.074399112	0.048769394	-0.148615682	0.05200417	0.004560849	0.046981098	0.00131853	0.05292584	0.980140815	0.992426103	noe4
ENSG00000108443	RPS6KB1	17	Tangles	DLPFC	0.210138514	0.073691497	0.004496999	-0.050199473	0.054341606	0.356335582	0.572533668	0.16684036	0.050208232	0.000999108	0.025518332	noe4
ENSG00000108797	CNTNAP1	17	Tangles	DLPFC	0.178798739	0.074259026	0.016345557	-0.149942151	0.052757461	0.004784809	0.048214068	0.028797642	0.051904605	0.579425354	0.795383321	noe4
ENSG00000108883	EFTUD2	17	Tangles	DLPFC	0.152943098	0.07294102	0.036421349	-0.220530212	0.05441147	6.43E-05	0.006044277	-0.06699664	0.048769954	0.170535021	0.443318409	noe4
