gene_id	rn	source	type	gene_version	gene_name	gene_type	gene_search	chr	dev_nobatch	rank_nobatch
ENSG00000268030	ENSG00000268030	HAVANA	gene	1	AC005253.1	lncRNA	AC005253.1; ENSG00000268030	chr19	138.828091514879	24410
ENSG00000268983	ENSG00000268983	HAVANA	gene	1	AC005253.2	lncRNA	AC005253.2; ENSG00000268983	chr19	40.4880996270774	27661
ENSG00000221983	ENSG00000221983	HAVANA	gene	8	UBA52	protein_coding	UBA52; ENSG00000221983	chr19	117343.829440386	316
ENSG00000006016	ENSG00000006016	HAVANA	gene	11	CRLF1	protein_coding	CRLF1; ENSG00000006016	chr19	23591.3730950495	7658
ENSG00000006015	ENSG00000006015	HAVANA	gene	17	REX1BD	protein_coding	REX1BD; ENSG00000006015	chr19	56357.9025996216	2166
ENSG00000105696	ENSG00000105696	HAVANA	gene	9	TMEM59L	protein_coding	TMEM59L; ENSG00000105696	chr19	108175.924816966	400
ENSG00000167487	ENSG00000167487	HAVANA	gene	12	KLHL26	protein_coding	KLHL26; ENSG00000167487	chr19	20429.2003256273	8547
ENSG00000105662	ENSG00000105662	HAVANA	gene	16	CRTC1	protein_coding	CRTC1; ENSG00000105662	chr19	29642.3900359121	6174
ENSG00000105664	ENSG00000105664	HAVANA	gene	11	COMP	protein_coding	COMP; ENSG00000105664	chr19	678.361732439872	19913
ENSG00000005007	ENSG00000005007	HAVANA	gene	12	UPF1	protein_coding	UPF1; ENSG00000005007	chr19	37226.1701157681	4593
ENSG00000130283	ENSG00000130283	HAVANA	gene	9	GDF1	protein_coding	GDF1; ENSG00000130283	chr19	389.767456712271	21518
ENSG00000223802	ENSG00000223802	HAVANA	gene	7	CERS1	protein_coding	CERS1; ENSG00000223802	chr19	52355.6625127844	2550
ENSG00000105669	ENSG00000105669	HAVANA	gene	14	COPE	protein_coding	COPE; ENSG00000105669	chr19	69167.8194803912	1330
ENSG00000105671	ENSG00000105671	HAVANA	gene	12	DDX49	protein_coding	DDX49; ENSG00000105671	chr19	25504.5703729077	7174
ENSG00000051128	ENSG00000051128	HAVANA	gene	19	HOMER3	protein_coding	HOMER3; ENSG00000051128	chr19	29739.4111434732	6158
ENSG00000269019	ENSG00000269019	HAVANA	gene	2	HOMER3-AS1	lncRNA	HOMER3-AS1; ENSG00000269019	chr19	1448.06112721148	17750
ENSG00000064607	ENSG00000064607	HAVANA	gene	17	SUGP2	protein_coding	SUGP2; ENSG00000064607	chr19	51313.7404549443	2651
ENSG00000105676	ENSG00000105676	HAVANA	gene	14	ARMC6	protein_coding	ARMC6; ENSG00000105676	chr19	26414.4760136101	6945
ENSG00000181035	ENSG00000181035	HAVANA	gene	14	SLC25A42	protein_coding	SLC25A42; ENSG00000181035	chr19	19125.3506918438	8965
ENSG00000064545	ENSG00000064545	HAVANA	gene	15	TMEM161A	protein_coding	TMEM161A; ENSG00000064545	chr19	17568.9982765945	9473
ENSG00000213999	ENSG00000213999	HAVANA	gene	17	MEF2B	protein_coding	MEF2B; ENSG00000213999	chr19	6495.85277786563	13476
ENSG00000254901	ENSG00000254901	HAVANA	gene	8	BORCS8	protein_coding	BORCS8; ENSG00000254901	chr19	38774.797255111	4329
ENSG00000064490	ENSG00000064490	HAVANA	gene	14	RFXANK	protein_coding	RFXANK; ENSG00000064490	chr19	28673.3144649796	6399
ENSG00000184162	ENSG00000184162	HAVANA	gene	14	NR2C2AP	protein_coding	NR2C2AP; ENSG00000184162	chr19	7236.16178780129	13131
ENSG00000130287	ENSG00000130287	HAVANA	gene	14	NCAN	protein_coding	NCAN; ENSG00000130287	chr19	49089.2866263516	2895
ENSG00000187664	ENSG00000187664	HAVANA	gene	9	HAPLN4	protein_coding	HAPLN4; ENSG00000187664	chr19	48239.4236703467	2985
ENSG00000213996	ENSG00000213996	HAVANA	gene	13	TM6SF2	protein_coding	TM6SF2; ENSG00000213996	chr19	1662.02242495363	17349
ENSG00000105705	ENSG00000105705	HAVANA	gene	16	SUGP1	protein_coding	SUGP1; ENSG00000105705	chr19	25219.8263293807	7258
ENSG00000129933	ENSG00000129933	HAVANA	gene	21	MAU2	protein_coding	MAU2; ENSG00000129933	chr19	28444.8764219393	6453
ENSG00000167491	ENSG00000167491	HAVANA	gene	17	GATAD2A	protein_coding	GATAD2A; ENSG00000167491	chr19	24869.4599019376	7331
ENSG00000178093	ENSG00000178093	HAVANA	gene	14	TSSK6	protein_coding	TSSK6; ENSG00000178093	chr19	1454.25898688888	17738
ENSG00000186010	ENSG00000186010	HAVANA	gene	19	NDUFA13	protein_coding	NDUFA13; ENSG00000186010	chr19	111017.118638562	368
ENSG00000250067	ENSG00000250067	HAVANA	gene	12	YJEFN3	protein_coding	YJEFN3; ENSG00000250067	chr19	39812.9825638143	4145
ENSG00000160161	ENSG00000160161	HAVANA	gene	9	CILP2	protein_coding	CILP2; ENSG00000160161	chr19	1397.97710126051	17861
ENSG00000105717	ENSG00000105717	HAVANA	gene	14	PBX4	protein_coding	PBX4; ENSG00000105717	chr19	4326.04178654093	14667
ENSG00000259242	ENSG00000259242	HAVANA	gene	2	AC002306.1	lncRNA	AC002306.1; ENSG00000259242	chr19	116.853352295337	24885
ENSG00000064547	ENSG00000064547	HAVANA	gene	14	LPAR2	protein_coding	LPAR2; ENSG00000064547	chr19	5949.88621655332	13735
ENSG00000089639	ENSG00000089639	HAVANA	gene	11	GMIP	protein_coding	GMIP; ENSG00000089639	chr19	6393.7622015238	13516
ENSG00000105726	ENSG00000105726	HAVANA	gene	17	ATP13A1	protein_coding	ATP13A1; ENSG00000105726	chr19	23773.3658177285	7615
ENSG00000181896	ENSG00000181896	HAVANA	gene	12	ZNF101	protein_coding	ZNF101; ENSG00000181896	chr19	7665.70297157105	12941
ENSG00000105708	ENSG00000105708	HAVANA	gene	9	ZNF14	protein_coding	ZNF14; ENSG00000105708	chr19	8263.10071530591	12699
ENSG00000286080	ENSG00000286080	HAVANA	gene	1	AC011477.8	lncRNA	AC011477.8; ENSG00000286080	chr19	73.5467009919071	26137
ENSG00000266904	ENSG00000266904	HAVANA	gene	6	LINC00663	lncRNA	LINC00663; ENSG00000266904	chr19	3120.11136663966	15622
ENSG00000081665	ENSG00000081665	HAVANA	gene	14	ZNF506	protein_coding	ZNF506; ENSG00000081665	chr19	19927.0672288535	8697
ENSG00000267481	ENSG00000267481	HAVANA	gene	1	AC011477.2	lncRNA	AC011477.2; ENSG00000267481	chr19	3252.34080165234	15514
ENSG00000256771	ENSG00000256771	HAVANA	gene	4	ZNF253	protein_coding	ZNF253; ENSG00000256771	chr19	10505.5335475182	11892
ENSG00000267565	ENSG00000267565	HAVANA	gene	1	AC011477.3	lncRNA	AC011477.3; ENSG00000267565	chr19	41.0064714634134	27594
ENSG00000184635	ENSG00000184635	HAVANA	gene	16	ZNF93	protein_coding	ZNF93; ENSG00000184635	chr19	4449.23071358285	14587
ENSG00000197124	ENSG00000197124	HAVANA	gene	12	ZNF682	protein_coding	ZNF682; ENSG00000197124	chr19	8813.27565581418	12489
ENSG00000213988	ENSG00000213988	HAVANA	gene	11	ZNF90	protein_coding	ZNF90; ENSG00000213988	chr19	3208.69977312324	15544
ENSG00000267383	ENSG00000267383	HAVANA	gene	7	AC011447.3	lncRNA	AC011447.3; ENSG00000267383	chr19	1901.89674400244	16962
ENSG00000256229	ENSG00000256229	HAVANA	gene	8	ZNF486	protein_coding	ZNF486; ENSG00000256229	chr19	2919.76084590708	15808
ENSG00000269043	ENSG00000269043	HAVANA	gene	2	AC008554.1	lncRNA	AC008554.1; ENSG00000269043	chr19	20.4719177369622	29528
ENSG00000237440	ENSG00000237440	HAVANA	gene	9	ZNF737	protein_coding	ZNF737; ENSG00000237440	chr19	13026.3652960131	10980
ENSG00000188171	ENSG00000188171	HAVANA	gene	16	ZNF626	protein_coding	ZNF626; ENSG00000188171	chr19	19170.1088351554	8942
ENSG00000268416	ENSG00000268416	HAVANA	gene	1	AC010329.1	lncRNA	AC010329.1; ENSG00000268416	chr19	144.418722976871	24289
ENSG00000160229	ENSG00000160229	HAVANA	gene	13	ZNF66	protein_coding	ZNF66; ENSG00000160229	chr19	2391.4689985634	16354
ENSG00000105750	ENSG00000105750	HAVANA	gene	15	ZNF85	protein_coding	ZNF85; ENSG00000105750	chr19	5884.61981738131	13767
ENSG00000118620	ENSG00000118620	HAVANA	gene	13	ZNF430	protein_coding	ZNF430; ENSG00000118620	chr19	13989.5191419858	10660
ENSG00000160352	ENSG00000160352	HAVANA	gene	16	ZNF714	protein_coding	ZNF714; ENSG00000160352	chr19	17777.3688938191	9417
ENSG00000196705	ENSG00000196705	HAVANA	gene	8	ZNF431	protein_coding	ZNF431; ENSG00000196705	chr19	15316.9804322458	10226
ENSG00000182141	ENSG00000182141	HAVANA	gene	10	ZNF708	protein_coding	ZNF708; ENSG00000182141	chr19	18449.0121944165	9180
ENSG00000172687	ENSG00000172687	HAVANA	gene	13	ZNF738	protein_coding	ZNF738; ENSG00000172687	chr19	13085.6691421389	10954
ENSG00000196268	ENSG00000196268	HAVANA	gene	11	ZNF493	protein_coding	ZNF493; ENSG00000196268	chr19	19733.4501604871	8760
ENSG00000268119	ENSG00000268119	HAVANA	gene	6	AC010615.2	lncRNA	AC010615.2; ENSG00000268119	chr19	1876.27664923211	17004
ENSG00000268658	ENSG00000268658	HAVANA	gene	5	LINC00664	lncRNA	LINC00664; ENSG00000268658	chr19	496.952541762345	20817
ENSG00000197013	ENSG00000197013	HAVANA	gene	10	ZNF429	protein_coding	ZNF429; ENSG00000197013	chr19	17340.6646555727	9544
ENSG00000268081	ENSG00000268081	HAVANA	gene	1	AC123912.1	lncRNA	AC123912.1; ENSG00000268081	chr19	262.375910442858	22677
ENSG00000268555	ENSG00000268555	HAVANA	gene	2	AC123912.4	lncRNA	AC123912.4; ENSG00000268555	chr19	3941.07665875295	14951
ENSG00000268240	ENSG00000268240	HAVANA	gene	1	AC123912.2	lncRNA	AC123912.2; ENSG00000268240	chr19	145.981409056509	24259
ENSG00000197020	ENSG00000197020	HAVANA	gene	11	ZNF100	protein_coding	ZNF100; ENSG00000197020	chr19	9206.20001385705	12360
ENSG00000268184	ENSG00000268184	HAVANA	gene	1	AC092364.1	lncRNA	AC092364.1; ENSG00000268184	chr19	42.7086079009542	27325
ENSG00000198521	ENSG00000198521	HAVANA	gene	11	ZNF43	protein_coding	ZNF43; ENSG00000198521	chr19	17827.8567321393	9399
ENSG00000160321	ENSG00000160321	HAVANA	gene	15	ZNF208	protein_coding	ZNF208; ENSG00000160321	chr19	16213.7686123966	9907
ENSG00000269504	ENSG00000269504	HAVANA	gene	3	AC003973.1	lncRNA	AC003973.1; ENSG00000269504	chr19	130.162110332183	24600
ENSG00000197134	ENSG00000197134	HAVANA	gene	13	ZNF257	protein_coding	ZNF257; ENSG00000197134	chr19	2699.22160499891	16022
ENSG00000196109	ENSG00000196109	HAVANA	gene	9	ZNF676	protein_coding	ZNF676; ENSG00000196109	chr19	3739.27472952565	15092
ENSG00000267872	ENSG00000267872	HAVANA	gene	1	AC073539.1	lncRNA	AC073539.1; ENSG00000267872	chr19	362.506369003449	21733
ENSG00000196350	ENSG00000196350	HAVANA	gene	9	ZNF729	protein_coding	ZNF729; ENSG00000196350	chr19	193.189845142988	23529
ENSG00000197360	ENSG00000197360	HAVANA	gene	9	ZNF98	protein_coding	ZNF98; ENSG00000197360	chr19	1992.56586827529	16833
ENSG00000270947	ENSG00000270947	HAVANA	gene	1	AC025811.1	lncRNA	AC025811.1; ENSG00000270947	chr19	657.230645631081	19996
ENSG00000286157	ENSG00000286157	HAVANA	gene	1	AC011467.7	lncRNA	AC011467.7; ENSG00000286157	chr19	133.910140142595	24509
ENSG00000260599	ENSG00000260599	HAVANA	gene	1	AC011467.1	lncRNA	AC011467.1; ENSG00000260599	chr19	108.612345764246	25135
ENSG00000269364	ENSG00000269364	HAVANA	gene	1	LINC01233	lncRNA	LINC01233; ENSG00000269364	chr19	136.733140031457	24447
ENSG00000268038	ENSG00000268038	HAVANA	gene	3	LINC01785	lncRNA	LINC01785; ENSG00000268038	chr19	1233.17312450616	18235
ENSG00000229676	ENSG00000229676	HAVANA	gene	3	ZNF492	protein_coding	ZNF492; ENSG00000229676	chr19	1088.12893918081	18587
ENSG00000268981	ENSG00000268981	HAVANA	gene	5	AC024563.1	lncRNA	AC024563.1; ENSG00000268981	chr19	235.60775470415	22961
ENSG00000213973	ENSG00000213973	HAVANA	gene	9	ZNF99	protein_coding	ZNF99; ENSG00000213973	chr19	1259.96319124294	18180
ENSG00000268696	ENSG00000268696	HAVANA	gene	3	ZNF723	protein_coding	ZNF723; ENSG00000268696	chr19	94.5489964846902	25461
ENSG00000268296	ENSG00000268296	HAVANA	gene	2	AC022145.1	lncRNA	AC022145.1; ENSG00000268296	chr19	22.3973849859648	28820
ENSG00000269067	ENSG00000269067	HAVANA	gene	2	ZNF728	protein_coding	ZNF728; ENSG00000269067	chr19	1570.06042360938	17508
ENSG00000261558	ENSG00000261558	HAVANA	gene	2	LINC01859	lncRNA	LINC01859; ENSG00000261558	chr19	166.295836796681	23896
ENSG00000261615	ENSG00000261615	HAVANA	gene	7	LINC01858	lncRNA	LINC01858; ENSG00000261615	chr19	809.42080200871	19436
ENSG00000267886	ENSG00000267886	HAVANA	gene	1	AC074135.1	lncRNA	AC074135.1; ENSG00000267886	chr19	182.173878883939	23664
ENSG00000183850	ENSG00000183850	HAVANA	gene	14	ZNF730	protein_coding	ZNF730; ENSG00000183850	chr19	1646.81636289417	17373
ENSG00000196081	ENSG00000196081	HAVANA	gene	9	ZNF724	protein_coding	ZNF724; ENSG00000196081	chr19	1974.49737790518	16852
ENSG00000284428	ENSG00000284428	HAVANA	gene	1	AC092329.4	lncRNA	AC092329.4; ENSG00000284428	chr19	6147.5237240717	13643
ENSG00000167232	ENSG00000167232	HAVANA	gene	14	ZNF91	protein_coding	ZNF91; ENSG00000167232	chr19	42072.0966646164	3792
ENSG00000267934	ENSG00000267934	HAVANA	gene	1	AC010300.1	lncRNA	AC010300.1; ENSG00000267934	chr19	23.7894443745825	28306
ENSG00000269416	ENSG00000269416	HAVANA	gene	6	LINC01224	lncRNA	LINC01224; ENSG00000269416	chr19	1359.42255322764	17953
ENSG00000197372	ENSG00000197372	HAVANA	gene	10	ZNF675	protein_coding	ZNF675; ENSG00000197372	chr19	8220.87716037479	12715
ENSG00000196172	ENSG00000196172	HAVANA	gene	9	ZNF681	protein_coding	ZNF681; ENSG00000196172	chr19	10072.1201093705	12032
ENSG00000267924	ENSG00000267924	HAVANA	gene	1	AC139769.2	lncRNA	AC139769.2; ENSG00000267924	chr19	21.831663801711	29064.5
ENSG00000287399	ENSG00000287399	HAVANA	gene	1	AC011503.4	lncRNA	AC011503.4; ENSG00000287399	chr19	19.7314373753918	29681
ENSG00000213967	ENSG00000213967	HAVANA	gene	11	ZNF726	protein_coding	ZNF726; ENSG00000213967	chr19	3330.00907517861	15430
ENSG00000269289	ENSG00000269289	HAVANA	gene	6	AC011503.1	lncRNA	AC011503.1; ENSG00000269289	chr19	38.3730288348686	27856
ENSG00000269397	ENSG00000269397	HAVANA	gene	1	AC011503.2	lncRNA	AC011503.2; ENSG00000269397	chr19	3502.23778632611	15307
ENSG00000268362	ENSG00000268362	HAVANA	gene	6	AC092279.1	lncRNA	AC092279.1; ENSG00000268362	chr19	7110.68906098893	13190
ENSG00000213096	ENSG00000213096	HAVANA	gene	10	ZNF254	protein_coding	ZNF254; ENSG00000213096	chr19	19097.5691021027	8972
ENSG00000276030	ENSG00000276030	HAVANA	gene	1	AC073534.2	lncRNA	AC073534.2; ENSG00000276030	chr19	1639.30670229799	17384
ENSG00000267696	ENSG00000267696	HAVANA	gene	6	ERVK-28	lncRNA	ERVK-28; ENSG00000267696	chr19	39.5919314165606	27755
ENSG00000261824	ENSG00000261824	HAVANA	gene	7	LINC00662	lncRNA	LINC00662; ENSG00000261824	chr19	32206.6909796636	5608
ENSG00000261770	ENSG00000261770	HAVANA	gene	1	AC006504.1	lncRNA	AC006504.1; ENSG00000261770	chr19	2090.72337992162	16712
ENSG00000267575	ENSG00000267575	HAVANA	gene	7	AC006504.5	lncRNA	AC006504.5; ENSG00000267575	chr19	13355.8323306181	10867
ENSG00000281468	ENSG00000281468	HAVANA	gene	1	AC006504.7	lncRNA	AC006504.7; ENSG00000281468	chr19	3732.54371122527	15099
ENSG00000260725	ENSG00000260725	HAVANA	gene	1	AC005307.1	lncRNA	AC005307.1; ENSG00000260725	chr19	117.350469257879	24875
ENSG00000267423	ENSG00000267423	HAVANA	gene	1	AC005616.1	lncRNA	AC005616.1; ENSG00000267423	chr19	227.162445228043	23059
ENSG00000266976	ENSG00000266976	HAVANA	gene	3	AC079466.1	lncRNA	AC079466.1; ENSG00000266976	chr19	61.1068191099962	26524
ENSG00000267617	ENSG00000267617	HAVANA	gene	2	AC007795.1	lncRNA	AC007795.1; ENSG00000267617	chr19	22.3810903875603	28826.5
ENSG00000267339	ENSG00000267339	HAVANA	gene	7	LINC00906	lncRNA	LINC00906; ENSG00000267339	chr19	1718.15094890814	17255
ENSG00000267683	ENSG00000267683	HAVANA	gene	1	AC008991.1	lncRNA	AC008991.1; ENSG00000267683	chr19	61.9162006341794	26456
ENSG00000267014	ENSG00000267014	HAVANA	gene	6	LINC01532	lncRNA	LINC01532; ENSG00000267014	chr19	25920.7176235426	7065
ENSG00000169021	ENSG00000169021	HAVANA	gene	6	UQCRFS1	protein_coding	UQCRFS1; ENSG00000169021	chr19	77030.4062464265	1006
ENSG00000267498	ENSG00000267498	HAVANA	gene	2	AC007786.1	lncRNA	AC007786.1; ENSG00000267498	chr19	2086.75438471316	16718
ENSG00000276251	ENSG00000276251	HAVANA	gene	1	AC007786.2	lncRNA	AC007786.2; ENSG00000276251	chr19	1263.59587186292	18174
ENSG00000276631	ENSG00000276631	HAVANA	gene	1	AC007786.3	lncRNA	AC007786.3; ENSG00000276631	chr19	641.831203144227	20071
ENSG00000287272	ENSG00000287272	HAVANA	gene	1	AC007786.4	lncRNA	AC007786.4; ENSG00000287272	chr19	297.559668300682	22320
ENSG00000264515	ENSG00000264515	HAVANA	gene	6	AC011474.1	lncRNA	AC011474.1; ENSG00000264515	chr19	1097.90877960373	18565
ENSG00000187135	ENSG00000187135	HAVANA	gene	7	VSTM2B	protein_coding	VSTM2B; ENSG00000187135	chr19	23032.2427363448	7795
ENSG00000105171	ENSG00000105171	HAVANA	gene	10	POP4	protein_coding	POP4; ENSG00000105171	chr19	30161.8435692995	6072
ENSG00000166289	ENSG00000166289	HAVANA	gene	6	PLEKHF1	protein_coding	PLEKHF1; ENSG00000166289	chr19	11150.1846495642	11651
ENSG00000131943	ENSG00000131943	HAVANA	gene	17	C19orf12	protein_coding	C19orf12; ENSG00000131943	chr19	43255.0950357271	3597
ENSG00000286867	ENSG00000286867	HAVANA	gene	1	AC008798.3	lncRNA	AC008798.3; ENSG00000286867	chr19	55.9351835885614	26846
ENSG00000105173	ENSG00000105173	HAVANA	gene	14	CCNE1	protein_coding	CCNE1; ENSG00000105173	chr19	9224.99104924167	12350
ENSG00000286538	ENSG00000286538	HAVANA	gene	1	AC008798.2	lncRNA	AC008798.2; ENSG00000286538	chr19	246.15574137465	22841
ENSG00000105176	ENSG00000105176	HAVANA	gene	18	URI1	protein_coding	URI1; ENSG00000105176	chr19	47824.4667621954	3036
ENSG00000267006	ENSG00000267006	HAVANA	gene	1	AC008507.2	lncRNA	AC008507.2; ENSG00000267006	chr19	23.2954773365143	28435
ENSG00000287859	ENSG00000287859	HAVANA	gene	1	AC008507.4	lncRNA	AC008507.4; ENSG00000287859	chr19	113.74841346152	24976
ENSG00000267223	ENSG00000267223	HAVANA	gene	1	AC005597.1	lncRNA	AC005597.1; ENSG00000267223	chr19	135.166904296524	24474
ENSG00000198597	ENSG00000198597	HAVANA	gene	9	ZNF536	protein_coding	ZNF536; ENSG00000198597	chr19	38400.2104453588	4406
ENSG00000261316	ENSG00000261316	HAVANA	gene	1	LINC01834	lncRNA	LINC01834; ENSG00000261316	chr19	266.574858605638	22634
ENSG00000284430	ENSG00000284430	HAVANA	gene	1	AC020912.1	lncRNA	AC020912.1; ENSG00000284430	chr19	60.860910504451	26544
ENSG00000121297	ENSG00000121297	HAVANA	gene	8	TSHZ3	protein_coding	TSHZ3; ENSG00000121297	chr19	7491.48472997232	13011
ENSG00000267662	ENSG00000267662	HAVANA	gene	1	AC025809.1	lncRNA	AC025809.1; ENSG00000267662	chr19	22.529514400301	28759.5
ENSG00000267636	ENSG00000267636	HAVANA	gene	1	AC008992.1	lncRNA	AC008992.1; ENSG00000267636	chr19	21.1922047477774	29344.5
ENSG00000261400	ENSG00000261400	HAVANA	gene	1	AC011525.1	lncRNA	AC011525.1; ENSG00000261400	chr19	830.774555632554	19361
ENSG00000267465	ENSG00000267465	HAVANA	gene	7	AC011525.2	lncRNA	AC011525.2; ENSG00000267465	chr19	21.8999472572097	29027
ENSG00000267489	ENSG00000267489	HAVANA	gene	5	LINC01837	lncRNA	LINC01837; ENSG00000267489	chr19	43.9350093116744	27143
ENSG00000267779	ENSG00000267779	HAVANA	gene	7	LINC01533	lncRNA	LINC01533; ENSG00000267779	chr19	88.9593877081946	25616
ENSG00000168813	ENSG00000168813	HAVANA	gene	17	ZNF507	protein_coding	ZNF507; ENSG00000168813	chr19	19990.1577447126	8679
ENSG00000267213	ENSG00000267213	HAVANA	gene	4	AC007773.1	lncRNA	AC007773.1; ENSG00000267213	chr19	1823.4150023587	17092
ENSG00000178904	ENSG00000178904	HAVANA	gene	19	DPY19L3	protein_coding	DPY19L3; ENSG00000178904	chr19	30201.5586735875	6061
ENSG00000105185	ENSG00000105185	HAVANA	gene	12	PDCD5	protein_coding	PDCD5; ENSG00000105185	chr19	62377.3345760503	1735
ENSG00000105186	ENSG00000105186	HAVANA	gene	16	ANKRD27	protein_coding	ANKRD27; ENSG00000105186	chr19	26004.5973220755	7042
ENSG00000267557	ENSG00000267557	HAVANA	gene	1	AC008474.1	lncRNA	AC008474.1; ENSG00000267557	chr19	20.4311490765071	29543.5
ENSG00000186326	ENSG00000186326	HAVANA	gene	4	RGS9BP	protein_coding	RGS9BP; ENSG00000186326	chr19	1679.31970514176	17317
ENSG00000267475	ENSG00000267475	HAVANA	gene	1	AC008736.1	lncRNA	AC008736.1; ENSG00000267475	chr19	4880.42875549147	14333
ENSG00000213965	ENSG00000213965	HAVANA	gene	3	NUDT19	protein_coding	NUDT19; ENSG00000213965	chr19	15716.4410928101	10081
ENSG00000267567	ENSG00000267567	HAVANA	gene	1	AC008736.2	lncRNA	AC008736.2; ENSG00000267567	chr19	42.1903685684537	27410
ENSG00000173809	ENSG00000173809	HAVANA	gene	18	TDRD12	protein_coding	TDRD12; ENSG00000173809	chr19	2154.23468464313	16638
ENSG00000021488	ENSG00000021488	HAVANA	gene	13	SLC7A9	protein_coding	SLC7A9; ENSG00000021488	chr19	1405.67439545067	17844
ENSG00000267555	ENSG00000267555	HAVANA	gene	1	AC008805.2	lncRNA	AC008805.2; ENSG00000267555	chr19	98.658842966923	25305
ENSG00000121289	ENSG00000121289	HAVANA	gene	18	CEP89	protein_coding	CEP89; ENSG00000121289	chr19	18263.0682306109	9237
ENSG00000131944	ENSG00000131944	HAVANA	gene	10	FAAP24	protein_coding	FAAP24; ENSG00000131944	chr19	3409.76041773054	15364
ENSG00000131941	ENSG00000131941	HAVANA	gene	8	RHPN2	protein_coding	RHPN2; ENSG00000131941	chr19	10885.8756562429	11754
ENSG00000076650	ENSG00000076650	HAVANA	gene	7	GPATCH1	protein_coding	GPATCH1; ENSG00000076650	chr19	12802.1070082907	11058
ENSG00000166359	ENSG00000166359	HAVANA	gene	11	WDR88	protein_coding	WDR88; ENSG00000166359	chr19	796.909687622358	19480
ENSG00000130881	ENSG00000130881	HAVANA	gene	14	LRP3	protein_coding	LRP3; ENSG00000130881	chr19	26766.0268110525	6869
ENSG00000267054	ENSG00000267054	HAVANA	gene	1	AC008738.1	lncRNA	AC008738.1; ENSG00000267054	chr19	60.9568781596709	26537
ENSG00000130876	ENSG00000130876	HAVANA	gene	11	SLC7A10	protein_coding	SLC7A10; ENSG00000130876	chr19	24476.7989162293	7437
ENSG00000267714	ENSG00000267714	HAVANA	gene	2	AC008738.4	lncRNA	AC008738.4; ENSG00000267714	chr19	3177.20566788639	15576
ENSG00000267580	ENSG00000267580	HAVANA	gene	1	AC008738.3	lncRNA	AC008738.3; ENSG00000267580	chr19	154.110848907632	24100
ENSG00000245848	ENSG00000245848	HAVANA	gene	3	CEBPA	protein_coding	CEBPA; ENSG00000245848	chr19	20357.106077429	8571
ENSG00000267296	ENSG00000267296	HAVANA	gene	2	CEBPA-DT	lncRNA	CEBPA-DT; ENSG00000267296	chr19	2907.16739647704	15818
ENSG00000267130	ENSG00000267130	HAVANA	gene	1	AC008738.2	lncRNA	AC008738.2; ENSG00000267130	chr19	1242.31133692673	18212
ENSG00000153879	ENSG00000153879	HAVANA	gene	9	CEBPG	protein_coding	CEBPG; ENSG00000153879	chr19	28021.6731968354	6561
ENSG00000124299	ENSG00000124299	HAVANA	gene	15	PEPD	protein_coding	PEPD; ENSG00000124299	chr19	47429.6724663272	3070
ENSG00000124302	ENSG00000124302	HAVANA	gene	13	CHST8	protein_coding	CHST8; ENSG00000124302	chr19	23486.7058731264	7677
ENSG00000153885	ENSG00000153885	HAVANA	gene	14	KCTD15	protein_coding	KCTD15; ENSG00000153885	chr19	16483.1539610278	9817
ENSG00000277013	ENSG00000277013	HAVANA	gene	1	AC008556.1	lncRNA	AC008556.1; ENSG00000277013	chr19	2412.45468713079	16344
ENSG00000287526	ENSG00000287526	HAVANA	gene	1	AC016587.1	lncRNA	AC016587.1; ENSG00000287526	chr19	42.2081637415862	27404
ENSG00000257103	ENSG00000257103	HAVANA	gene	8	LSM14A	protein_coding	LSM14A; ENSG00000257103	chr19	42807.8775034497	3663
ENSG00000166398	ENSG00000166398	HAVANA	gene	13	KIAA0355	protein_coding	KIAA0355; ENSG00000166398	chr19	24723.5710823554	7370
ENSG00000267219	ENSG00000267219	HAVANA	gene	1	AC010504.1	lncRNA	AC010504.1; ENSG00000267219	chr19	560.727750837471	20445
ENSG00000105220	ENSG00000105220	HAVANA	gene	17	GPI	protein_coding	GPI; ENSG00000105220	chr19	111184.298177653	366
ENSG00000126249	ENSG00000126249	HAVANA	gene	8	PDCD2L	protein_coding	PDCD2L; ENSG00000126249	chr19	11825.7536790978	11421
ENSG00000267024	ENSG00000267024	HAVANA	gene	1	AC008747.1	lncRNA	AC008747.1; ENSG00000267024	chr19	377.936258772882	21617
ENSG00000126261	ENSG00000126261	HAVANA	gene	13	UBA2	protein_coding	UBA2; ENSG00000126261	chr19	55747.6611118778	2210
ENSG00000142279	ENSG00000142279	HAVANA	gene	13	WTIP	protein_coding	WTIP; ENSG00000142279	chr19	13950.4870773406	10676
ENSG00000268751	ENSG00000268751	HAVANA	gene	1	SCGB1B2P	lncRNA	SCGB1B2P; ENSG00000268751	chr19	9980.19409655649	12070
ENSG00000205209	ENSG00000205209	HAVANA	gene	7	SCGB2B2	protein_coding	SCGB2B2; ENSG00000205209	chr19	321.166273389356	22098
ENSG00000268683	ENSG00000268683	HAVANA	gene	1	AC020910.2	lncRNA	AC020910.2; ENSG00000268683	chr19	115.333608242926	24930
ENSG00000089335	ENSG00000089335	HAVANA	gene	21	ZNF302	protein_coding	ZNF302; ENSG00000089335	chr19	39321.7091962478	4235
ENSG00000274104	ENSG00000274104	HAVANA	gene	1	AC020910.5	lncRNA	AC020910.5; ENSG00000274104	chr19	4896.4589114348	14326
