gene_id	gene_name	nsigsamps	meanrank	V13M06-331_A1s2	V13M06-331_A1s1	V13M06-331_B1s2	V13M06-331_B1s1	V13M06-331_C1s2	V13M06-331_C1s1	V13M06-331_D1s2	V13M06-333_A1s1	V13M06-333_A1s2	V13M06-333_B1s2	V13M06-333_B1s1	V13M06-333_C1s1	V13M06-333_C1s2	V13M06-333_D1s1	V13M06-333_D1s2	V13M06-332_A1s1	V13M06-332_A1s2	V13M06-332_B1s1	V13M06-332_B1s2	V13M06-332_D1s2	V13M06-332_D1s1	V13M06-404_A1s1	V13M06-404_A1s2	V13M06-404_B1s2	V13M06-404_B1s1	V13M06-404_C1s1	V13M06-404_C1s2	V13M06-404_D1s1	V13M06-404_D1s2	V13M06-403_D1s2	V13M06-403_D1s1	V13M06-402_A1s1	V13M06-402_A1s2	V13M06-402_B1s2	V13M06-402_B1s1	V13M06-402_C1s2	V13M06-402_C1s1	V13M06-402_D1s2	V13M06-402_D1s1	V13M06-401_A1s2	V13M06-401_A1s1	V13M06-401_C1s1	V13M06-401_D1s1	V13M06-401_D1s2	V13M06-386_A1s2	V13M06-386_A1s1	V13M06-386_C1s1	V13M06-386_D1s1	V13M06-386_D1s2	V13B23-366_A1s1	V13B23-284_A1s1	V13B23-284_A1s2	V13B23-284_C1s2	V13B23-284_C1s1	V13B23-284_D1s2	V13B23-284_D1s1	V13F27-339_A1s1	V13F27-339_A1s2	V13F27-339_B1s2	V13F27-339_B1s1	V13F27-339_C1s1	V13B23-286_A1s1	V13B23-286_A1s2	V13M06-331_D1s1	V13M06-401_B1s2	V13M06-401_B1s1	V13B23-284_B1s1	V13F27-339_C1s2
ENSG00000168538	TRAPPC11	1	33						33																																																														
ENSG00000168591	TMUB2	2	169																					145																																												193			
ENSG00000168653	NDUFS5	3	40.6666666666667											14																									79					29																											
ENSG00000168710	AHCYL1	9	78.2222222222222							144							70					114	42				52																																	51					138	53					40
ENSG00000168765	GSTM4	2	88.5										161																																									16																	
ENSG00000168785	TSPAN5	2	154										176									132																																																	
ENSG00000168813	ZNF507	1	194															194																																																					
ENSG00000168818	STX18	1	167																																																																	167			
ENSG00000168824	NSG1	5	117									57												136																							157						83														152				
ENSG00000168843	FSTL5	1	12																																																12																				
ENSG00000168894	RNF181	1	9																																				9																																
ENSG00000168913	ENHO	6	111.666666666667									64									154																18									35																				217		182			
ENSG00000168917	SLC35G2	1	181										181																																																										
ENSG00000168958	MFF	1	237																																																															237					
ENSG00000168993	CPLX1	2	58.5						79																																																				38										
ENSG00000169018	FEM1B	1	53																																																			53																	
ENSG00000169020	ATP5ME	2	28																34									22																																											
ENSG00000169032	MAP2K1	2	246.5																																																															187				306	
ENSG00000169057	MECP2	1	255																		255																																																		
ENSG00000169062	UPF3A	1	260																			260																																																	
ENSG00000169093	ASMTL	1	94		94																																																																		
ENSG00000169100	SLC25A6	2	239																								131																																									347			
ENSG00000169116	PARM1	6	172.833333333333				29		153																													218		44													137																	456	
ENSG00000169122	FAM110B	1	95	95																																																																			
ENSG00000169139	UBE2V2	2	103.5																																					29							178																								
ENSG00000169169	CPT1C	1	110																			110																																																	
ENSG00000169180	XPO6	1	83																																																										83										
ENSG00000169181	GSG1L	2	139.5										102																																																						177				
ENSG00000169189	NSMCE1	2	264.5																																																															134				395	
ENSG00000169213	RAB3B	3	90.3333333333333																			115								50								106																																	
ENSG00000169217	CD2BP2	2	44.5			38								51																																																									
ENSG00000169221	TBC1D10B	1	142																																																															142					
ENSG00000169223	LMAN2	1	89																																													89																							
ENSG00000169228	RAB24	1	164															164																																																					
ENSG00000169230	PRELID1	1	80																																																																	80			
ENSG00000169282	KCNAB1	1	299																																																														299						
ENSG00000169288	MRPL1	1	221															221																																																					
ENSG00000169359	SLC33A1	2	61															73																															49																						
ENSG00000169410	PTPN9	2	156		162																150																																																		
ENSG00000169432	SCN9A	3	172.333333333333																			226																																														247			44
ENSG00000169439	SDC2	4	81.75																	48	32																																														17			230	
ENSG00000169554	ZEB2	2	138.5															75																																															202						
ENSG00000169564	PCBP1	3	101.666666666667		171	10																																												124																					
ENSG00000169567	HINT1	6	82										127		192							34																							14				46																79						
ENSG00000169592	INO80E	1	240																																																															240					
ENSG00000169689	CENPX	1	337																																																																			337	
ENSG00000169696	ASPSCR1	1	265																					265																																															
ENSG00000169715	MT1E	16	63.3125							33	39		72									79	148		20									1	38	9		206														63	32							87					34	22					130
ENSG00000169733	RFNG	1	99																			99																																																	
ENSG00000169738	DCXR	2	95																																											83				107																					
ENSG00000169740	ZNF32	2	32.5											61																																															4										
ENSG00000169750	RAC3	2	167.5																					148																																														187	
ENSG00000169764	UGP2	1	50																																				50																																
ENSG00000169783	LINGO1	1	92										92																																																										
ENSG00000169836	TACR3	1	79									79																																																											
ENSG00000169857	AVEN	2	40.5																																												10																	71							
ENSG00000169860	P2RY1	2	29.5														10																																				49																		
ENSG00000169862	CTNND2	1	23																																									23																											
ENSG00000169895	SYAP1	2	95								89						101																																																						
ENSG00000169905	TOR1AIP2	1	163						163																																																														
ENSG00000169976	SF3B5	1	8																												8																																								
ENSG00000169992	NLGN2	2	179.5																																																											37						322			
ENSG00000170011	MYRIP	1	84																																															84																					
ENSG00000170017	ALCAM	2	144														7																																																					281	
ENSG00000170027	YWHAG	7	122		34								199						22			176		189																													36															198			
ENSG00000170035	UBE2E3	4	178.75							156	35																147																																											377	
ENSG00000170043	TRAPPC1	1	89																								89																																												
ENSG00000170075	GPR37L1	2	138																																				77																										199						
ENSG00000170091	NSG2	1	128																																																																			128	
ENSG00000170113	NIPA1	2	221													61																																																						381	
ENSG00000170142	UBE2E1	1	104						104																																																														
ENSG00000170144	HNRNPA3	2	71.5																																					2																											141				
ENSG00000170231	FABP6	2	103.5														146																					61																																	
ENSG00000170248	PDCD6IP	1	283																																																																			283	
ENSG00000170266	GLB1	1	108																																																										108										
ENSG00000170275	CRTAP	1	210																																																															210					
ENSG00000170291	ELP5	1	101					101																																																															
ENSG00000170296	GABARAP	4	120.75					130																												51			29																													273			
ENSG00000170315	UBB	5	67.2										17				87											30								44																													158						
ENSG00000170340	B3GNT2	2	102.5							99																																					106																								
ENSG00000170348	TMED10	1	84																																												84																								
ENSG00000170390	DCLK2	1	34							34																																																													
ENSG00000170419	VSTM2A	1	195																																																																	195			
ENSG00000170445	HARS	1	26																							26																																													
ENSG00000170471	RALGAPB	1	214																			214																																																	
ENSG00000170500	LONRF2	3	143	316																		75																																	38																
ENSG00000170522	ELOVL6	1	59																																																															59					
ENSG00000170540	ARL6IP1	3	126.333333333333																																																			62								42						275			
ENSG00000170558	CDH2	1	119																																													119																							
ENSG00000170571	EMB	2	182.5	343																																											22																								
ENSG00000170581	STAT2	1	108																						108																																														
ENSG00000170606	HSPA4	2	78																		65	91																																																	
ENSG00000170632	ARMC10	1	25																																																																			25	
ENSG00000170743	SYT9	1	219																																																														219						
ENSG00000170759	KIF5B	2	112		96									128																																																									
ENSG00000170776	AKAP13	2	86																																																																	171			1
ENSG00000170791	CHCHD7	1	160																		160																																																		
ENSG00000170832	USP32	1	111					111																																																															
ENSG00000170860	LSM3	2	26.5																																													34																					19		
ENSG00000170871	KIAA0232	2	56																																		52											60																							
ENSG00000170881	RNF139	1	191																																																														191						
ENSG00000170889	RPS9	2	161.5											96																																																								227	
ENSG00000170906	NDUFA3	2	114.5																																												53																								176
ENSG00000170915	PAQR8	2	213	335																																																	91																		
ENSG00000170921	TANC2	1	115																						115																																														
ENSG00000170962	PDGFD	2	144																																																														99			189			
ENSG00000171004	HS6ST2	3	61.6666666666667							129												46											10																																						
ENSG00000171033	PKIA	4	155.75					213	199									127																																			84																		
ENSG00000171094	ALK	1	267																																			267																																	
ENSG00000171130	ATP6V0E2	2	18.5											23																																																							14		
ENSG00000171132	PRKCE	1	145																																												145																								
ENSG00000171135	JAGN1	1	24										24																																																										
ENSG00000171159	C9orf16	1	71																																														71																						
ENSG00000171204	TMEM126B	2	124.5	119																																																												130							
ENSG00000171206	TRIM8	1	308																					308																																															
ENSG00000171222	SCAND1	2	97.5																																													77					118																		
ENSG00000171223	JUNB	1	69																																														69																						
ENSG00000171303	KCNK3	1	491																																																																			491	
ENSG00000171314	PGAM1	2	46.5																																												9																		84						
ENSG00000171368	TPPP	4	116.5																																												168																		122	128		48			
ENSG00000171385	KCND3	1	15																																								15																												
ENSG00000171408	PDE7B	1	135														135																																																						
ENSG00000171450	CDK5R2	5	83.8																		38														35																										85						186				75
ENSG00000171475	WIPF2	3	64.6666666666667											76																																																	26			92					
ENSG00000171476	HOPX	2	164.5																								75																																									254			
ENSG00000171492	LRRC8D	1	1																																													1																							
ENSG00000171497	PPID	2	24									20																																					28																						
ENSG00000171530	TBCA	2	43.5																45																							42																													
ENSG00000171533	MAP6	2	249.5																																																		106																	393	
ENSG00000171551	ECEL1	1	60																					60																																															
ENSG00000171552	BCL2L1	1	88							88																																																													
ENSG00000171603	CLSTN1	3	236.666666666667											138																								102																																470	
ENSG00000171604	CXXC5	1	243																																																																			243	
ENSG00000171612	SLC25A33	1	54																																																																				54
ENSG00000171617	ENC1	6	87					30							87					45			157		68																																										135				
ENSG00000171634	BPTF	1	305																																																																	305			
ENSG00000171703	TCEA2	3	107	169																																													53												99										
ENSG00000171714	ANO5	1	103																																																																103				
ENSG00000171723	GPHN	1	309																			309																																																	
ENSG00000171724	VAT1L	6	88.3333333333333																					129	114	131		75																								55				26															
ENSG00000171735	CAMTA1	1	20																																																																			20	
ENSG00000171766	GATM	1	135																																																														135						
ENSG00000171798	KNDC1	3	160.666666666667	204																													36														242																								
ENSG00000171853	TRAPPC12	1	115						115																																																														
ENSG00000171858	RPS21	7	99.5714285714286														25	172	12		232						18	35																																					203						
ENSG00000171862	PTEN	1	59																																																																				59
ENSG00000171867	PRNP	1	239	239																																																																			
ENSG00000171885	AQP4	12	73.3333333333333								17										30	39	82	15																31										64			4												156	123	187	132			
ENSG00000171914	TLN2	1	200																																																		200																		
ENSG00000171951	SCG2	10	86.9					74				31			217								93						4	12																							193							83					117			45			
ENSG00000172005	MAL	1	177															177																																																					
ENSG00000172009	THOP1	1	144																								144																																												
ENSG00000172020	GAP43	6	108																40																			205				15		8			218						162																		
ENSG00000172115	CYCS	1	88																								88																																												
ENSG00000172137	CALB2	6	119.833333333333																37																							53								125											9							238		257	
ENSG00000172201	ID4	1	24																						24																																														
ENSG00000172247	C1QTNF4	2	102.5																							117																																							88						
ENSG00000172260	NEGR1	1	139												139																																																								
ENSG00000172270	BSG	3	203.333333333333																																			245								64																						301			
ENSG00000172292	CERS6	3	109.333333333333																									46																																	22									260	
ENSG00000172301	COPRS	1	214																																																															214					
ENSG00000172348	RCAN2	4	102.25										36		164																							48															161																		
ENSG00000172366	MCRIP2	2	185.5							141												230																																																	
ENSG00000172375	C2CD2L	1	22																							22																																													
ENSG00000172379	ARNT2	1	162																																																																	162			
ENSG00000172428	COPS9	2	166.5											133	200																																																								
ENSG00000172461	FUT9	2	150.5												143			158																																																					
ENSG00000172465	TCEAL1	1	50																					50																																															
ENSG00000172500	FIBP	1	132																					132																																															
ENSG00000172531	PPP1CA	1	182												182																																																								
ENSG00000172568	FNDC9	1	37										37																																																										
ENSG00000172586	CHCHD1	3	99.3333333333333					159										106		33																																																			
ENSG00000172590	MRPL52	2	146.5										144										149																																																
ENSG00000172667	ZMAT3	1	129											129																																																									
ENSG00000172757	CFL1	5	116.2						198					139											22														11																															211	
ENSG00000172775	FAM192A	1	169																		169																																																		
ENSG00000172809	RPL38	8	125.375										124		78													59										74									172																			267	121				108
ENSG00000172869	DMXL1	1	338																																																																	338			
ENSG00000172889	EGFL7	3	115.333333333333						143					160										43																																															
ENSG00000172893	DHCR7	1	37			37																																																																	
ENSG00000172939	OXSR1	1	35		35																																																																		
ENSG00000173020	GRK2	1	97																																																																	97			
ENSG00000173064	HECTD4	1	289	289																																																																			
ENSG00000173113	TRMT112	4	123																			142		144															12														194																		
ENSG00000173114	LRRN3	3	82					152																																							88																6								
ENSG00000173141	MRPL57	1	35																																																																			35	
ENSG00000173166	RAPH1	1	97																																																										97										
ENSG00000173175	ADCY5	1	4											4																																																									
ENSG00000173221	GLRX	2	32											47														17																																											
ENSG00000173227	SYT12	1	76																																												76																								
ENSG00000173230	GOLGB1	2	88			16							160																																																										
ENSG00000173258	ZNF483	2	255.5																																			204																											307						
ENSG00000173264	GPR137	2	42							40															44																																														
ENSG00000173267	SNCG	15	111.4	110																	120	210		209										11				64	82															15	21					63						262	92	169		144	99
ENSG00000173272	MZT2A	1	219					219																																																															
ENSG00000173273	TNKS	1	280																																																																	280			
ENSG00000173320	STOX2	1	100														100																																																						
ENSG00000173402	DAG1	1	138												138																																																								
ENSG00000173418	NAA20	2	264	66																																																																		462	
ENSG00000173436	MICOS10	2	142.5																	43																																																242			
ENSG00000173465	ZNRD2	1	80											80																																																									
ENSG00000173482	PTPRM	4	105.75						83															177										14																																149					
ENSG00000173511	VEGFB	2	53																																																			13						93											
ENSG00000173545	ZNF622	1	256																		256																																																		
ENSG00000173581	CCDC106	1	231																			231																																																	
ENSG00000173598	NUDT4	3	131																		262	116																																	15																
ENSG00000173660	UQCRH	3	47.3333333333333																																	35				12																															95
ENSG00000173674	EIF1AX	2	108																			204										12																																							
ENSG00000173692	PSMD1	2	31																																		55																								7										
ENSG00000173726	TOMM20	3	97.3333333333333													20																				71																														201					
ENSG00000173786	CNP	2	156.5															94																																																219					
ENSG00000173812	EIF1	2	40.5															66												15																																									
ENSG00000173898	SPTBN2	1	348																																																																			348	
ENSG00000173915	ATP5MD	5	80.8						69						223				47									57																					8																						
ENSG00000173933	RBM4	3	175		70																																													71																		384			
ENSG00000173960	UBXN2A	1	365																																																																	365			
ENSG00000174080	CTSF	1	37																																																37																				
ENSG00000174132	FAM174A	1	15																															15																																					
ENSG00000174136	RGMB	5	36.2									61											34		38																												18																30		
ENSG00000174173	TRMT10C	1	54																																													54																							
ENSG00000174231	PRPF8	1	5			5																																																																	
ENSG00000174233	ADCY6	1	117																						117																																														
ENSG00000174238	PITPNA	2	206																																																																	302			110
ENSG00000174282	ZBTB4	1	17																																																		17																		
ENSG00000174306	ZHX3	1	32																																											32																									
ENSG00000174373	RALGAPA1	1	391																																																																			391	
ENSG00000174437	ATP2A2	1	48																																					48																															
ENSG00000174446	SNAPC5	2	132										195										69																																																
ENSG00000174460	ZCCHC12	4	91.25		157										86															29																																						93			
ENSG00000174469	CNTNAP2	7	143.285714285714	262					170													107																	76																											76	200	112			
ENSG00000174485	DENND4A	1	281																																																																	281			
ENSG00000174521	TTC9B	1	3																																																																			3	
ENSG00000174574	AKIRIN1	2	96																																						11																									181					
ENSG00000174579	MSL2	1	217																		217																																																		
ENSG00000174607	UGT8	1	113												113																																																								
ENSG00000174684	B4GAT1	1	436																																																																			436	
ENSG00000174720	LARP7	1	94																																																																94				
ENSG00000174744	BRMS1	1	59						59																																																														
ENSG00000174748	RPL15	5	121.8											37	57							100		77																																														338	
ENSG00000174775	HRAS	2	102																						46																																														158
ENSG00000174780	SRP72	3	54.6666666666667					124																												4													36																						
ENSG00000174871	CNIH2	3	119.666666666667	137																							151																					71																							
ENSG00000174886	NDUFA11	4	159.5															100										40																				98																						400	
ENSG00000174903	RAB1B	1	46							46																																																													
ENSG00000174915	PTDSS2	1	167																			167																																																	
ENSG00000174917	MICOS13	3	269																			268																																														185		354	
ENSG00000174928	C3orf33	1	149										149																																																										
ENSG00000174938	SEZ6L2	4	89.25			29										42						256																																								30									
ENSG00000174953	DHX36	2	187.5																																																										91				284						
ENSG00000174996	KLC2	1	161																																																																161				
ENSG00000175040	CHST2	2	165.5					220																																										111																					
ENSG00000175048	ZDHHC14	1	275																				275																																																
ENSG00000175061	SNHG29	1	24																																24																																				
ENSG00000175073	VCPIP1	1	186																																																		186																		
ENSG00000175161	CADM2	1	277																																																																			277	
ENSG00000175166	PSMD2	2	159										201										117																																																
ENSG00000175182	FAM131A	1	7								7																																																												
ENSG00000175193	PARL	2	129																																																		85												173						
ENSG00000175203	DCTN2	2	109.5																							34												185																																	
ENSG00000175216	CKAP5	1	291																																																														291						
ENSG00000175224	ATG13	1	58																																															58																					
ENSG00000175264	CHST1	2	172														115																														229																								
ENSG00000175274	TP53I11	1	15					15																																																															
ENSG00000175334	BANF1	1	258																																																																			258	
ENSG00000175352	NRIP3	1	126																			126																																																	
ENSG00000175387	SMAD2	2	52.5																																								20																											85	
ENSG00000175390	EIF3F	1	21																																																						21														
ENSG00000175416	CLTB	8	130.25		61																158	201	227			119																																	8						157		111				
ENSG00000175426	PCSK1	3	116.333333333333												179																																						117														53				
ENSG00000175467	SART1	1	14										14																																																										
ENSG00000175470	PPP2R2D	1	80							80																																																													
ENSG00000175471	MCTP1	1	23																																													23																							
ENSG00000175482	POLD4	2	60											88																																																								32	
ENSG00000175575	PAAF1	2	179												98						260																																																		
ENSG00000175582	RAB6A	3	158.666666666667							145													205																								126																								
ENSG00000175602	CCDC85B	1	166																																																																			166	
ENSG00000175606	TMEM70	1	22																																																													22							
ENSG00000175701	MTLN	1	101																																													101																							
ENSG00000175745	NR2F1	1	130																																																																130				
ENSG00000175756	AURKAIP1	1	300	300																																																																			
ENSG00000175768	TOMM5	5	105		148				171															137																																						39	30								
ENSG00000175792	RUVBL1	1	36																																													36																							
ENSG00000175854	SWI5	1	53																				53																																																
ENSG00000175874	CREG2	1	72						72																																																														
ENSG00000175893	ZDHHC21	3	136.333333333333																			108		277																											24																				
ENSG00000175899	A2M	5	97.2																		139																												24							54				99											170
ENSG00000175931	UBE2O	1	217																					217																																															
ENSG00000175970	UNC119B	1	46																																																																		46		
ENSG00000176022	B3GALT6	2	196	326																																							66																												
ENSG00000176046	NUPR1	2	140																					133																																									147						
ENSG00000176055	MBLAC2	1	161																			161																																																	
ENSG00000176095	IP6K1	1	85																																		85																																		
ENSG00000176182	MYPOP	1	90														90																																																						
ENSG00000176244	ACBD7	1	32																						32																																														
ENSG00000176261	ZBTB8OS	1	43																																																																		43		
ENSG00000176340	COX8A	6	110.5																29			40																									249																					19	63	263	
ENSG00000176401	EID2B	1	202										202																																																										
ENSG00000176407	KCMF1	3	217.333333333333																		235																																																	326	91
ENSG00000176454	LPCAT4	3	145.333333333333	265														101																					70																																
ENSG00000176485	PLAAT3	2	177.5	315																																																																40			
ENSG00000176490	DIRAS1	1	51																	51																																																			
ENSG00000176641	RNF152	3	125													62																															199	114																							
ENSG00000176697	BDNF	1	203																					203																																															
ENSG00000176720	BOK	1	69							69																																																													
ENSG00000176731	RBIS	1	141																																																															141					
ENSG00000176749	CDK5R1	3	69.3333333333333																																												184														14		10								
ENSG00000176788	BASP1	4	103								9																											42														35													326						
ENSG00000176853	FAM91A1	1	24																														24																																						
ENSG00000176884	GRIN1	2	94																																										7																										181
ENSG00000176946	THAP4	1	96							96																																																													
ENSG00000176956	LY6H	2	142.5																																																														127					158	
ENSG00000176978	DPP7	2	121																																			217				25																													
ENSG00000177030	DEAF1	3	205.666666666667	165																											3																																							449	
ENSG00000177108	ZDHHC22	1	233																																			233																																	
ENSG00000177119	ANO6	1	228																																																														228						
ENSG00000177156	TALDO1	1	183																																																														183						
ENSG00000177181	RIMKLA	2	120		152													88																																																					
ENSG00000177182	CLVS1	1	12																																												12																								
ENSG00000177301	KCNA2	1	4							4																																																													
ENSG00000177311	ZBTB38	1	198																																																		198																		
ENSG00000177370	TIMM22	4	79.75		170													69								41													39																																
ENSG00000177383	MAGEF1	1	47																																47																																				
ENSG00000177410	ZFAS1	1	57																								57																																												
ENSG00000177432	NAP1L5	2	82.5					109														56																																																	
ENSG00000177463	NR2C2	1	20																																																			20																	
ENSG00000177479	ARIH2	1	143					143																																																															
ENSG00000177485	ZBTB33	2	154.5													4						305																																																	
ENSG00000177542	SLC25A22	1	88																																																																		88		
ENSG00000177551	NHLH2	2	175																				280																										70																						
ENSG00000177565	TBL1XR1	2	193.5							95												292																																																	
ENSG00000177576	C18orf32	3	124																																																										63				115					194	
ENSG00000177600	RPLP2	5	113.2	185								36																																	10	33																								302	
ENSG00000177606	JUN	2	95																					84		106																																													
ENSG00000177628	GBA	1	155															155																																																					
ENSG00000177646	ACAD9	1	217																			217																																																	
ENSG00000177697	CD151	2	317	224																																																																		410	
ENSG00000177700	POLR2L	3	76.6666666666667																																																													57			57				116
ENSG00000177731	FLII	2	216.5										221																																																							212			
ENSG00000177733	HNRNPA0	3	130.333333333333	254																								87																		50																									
ENSG00000177885	GRB2	1	298																																																														298						
ENSG00000177889	UBE2N	2	124																																																														144	104					
ENSG00000177954	RPS27	6	53.5																6		74			78			11																										112							40											
ENSG00000177971	IMP3	2	185.5																																																		211																		160
ENSG00000178028	DMAP1	1	40												40																																																								
ENSG00000178035	IMPDH2	1	188																																																																			188	
ENSG00000178057	NDUFAF3	2	93.5																																															65																		122			
ENSG00000178104	PDE4DIP	3	61.3333333333333																																43											34																				107					
ENSG00000178127	NDUFV2	2	118.5																				76																								161																								
ENSG00000178188	SH2B1	1	322																																																														322						
ENSG00000178234	GALNT11	1	235																																																																	235			
ENSG00000178381	ZFAND2A	1	204																		204																																																		
ENSG00000178385	PLEKHM3	2	85.5								43															128																																													
ENSG00000178425	NT5DC1	1	58															58																																																					
ENSG00000178449	COX14	2	48.5										82																										15																																
ENSG00000178467	P4HTM	1	263																																			263																																	
ENSG00000178498	DTX3	1	42	42																																																																			
ENSG00000178531	CTXN1	7	86.5714285714286														144	14					173				122															20						58				75																			
ENSG00000178662	CSRNP3	1	94																																																																		94		
ENSG00000178719	GRINA	3	82													81																				47		118																																	
ENSG00000178741	COX5A	2	103.5								58											149																																																	
ENSG00000178761	FAM219B	1	90																																			90																																	
ENSG00000178773	CPNE7	3	75.3333333333333							25			53																									148																																	
ENSG00000178802	MPI	1	189	189																																																																			
ENSG00000178878	APOLD1	1	1																							1																																													
ENSG00000178896	EXOSC4	1	133														133																																																						
ENSG00000178913	TAF7	3	108.666666666667							64																									49																		213																		
ENSG00000178947	SMIM10L2A	1	35																																																												35								
ENSG00000178951	ZBTB7A	2	112.5										111																									114																																	
ENSG00000178952	TUFM	1	214	214																																																																			
ENSG00000178974	FBXO34	2	128.5					47																																							210																								
ENSG00000178980	SELENOW	8	75.125	36														56																			93	124											14												43						61				174
ENSG00000178982	EIF3K	1	71		71																																																																		
ENSG00000178988	MRFAP1L1	2	110																		155																																																		65
ENSG00000179010	MRFAP1	3	155.666666666667	251										18									198																																																
ENSG00000179083	FAM133A	4	92.25																				127					123																14				105																							
ENSG00000179091	CYC1	2	296.5																			148																																																445	
ENSG00000179094	PER1	1	82															82																																																					
ENSG00000179115	FARSA	1	16																																																											16									
ENSG00000179152	TCAIM	1	102											102																																																									
ENSG00000179218	CALR	3	133.333333333333	296																																						28						76																							
ENSG00000179222	MAGED1	6	149.833333333333	149																							119											198																											113	225	95				
ENSG00000179262	RAD23A	1	106																									106																																											
ENSG00000179292	TMEM151A	2	21																																																19	23																			
ENSG00000179295	PTPN11	1	38																																	38																																			
ENSG00000179387	ELMOD2	1	240																				240																																																
ENSG00000179399	GPC5	3	98.6666666666667																				87																										44																		165				
ENSG00000179523	EIF3J-DT	1	262																					262																																															
ENSG00000179526	SHARPIN	1	105																																																													105							
ENSG00000179598	PLD6	1	108																					108																																															
ENSG00000179604	CDC42EP4	2	87.5																		69																																												106						
ENSG00000179820	MYADM	1	134																																																																134				
ENSG00000179832	MROH1	1	118														118																																																						
ENSG00000179889	PDXDC1	2	205																					276																													134																		
ENSG00000179915	NRXN1	2	108.5													52																																																		165					
ENSG00000179918	SEPHS2	1	153																																			153																																	
ENSG00000180104	EXOC3	3	96.3333333333333																					112			112																										65																		
ENSG00000180155	LYNX1	4	184.75			20																																																						106						246				367	
ENSG00000180176	TH	29	60.448275862069	12	26			18	64		30		10	11	21			116		4	95	317	3	3	111	92			13	8							6	19	32				21			92							28												30	58	215	101		197	
ENSG00000180185	FAHD1	1	17		17																																																																		
ENSG00000180228	PRKRA	1	14																																											14																									
ENSG00000180354	MTURN	1	75																																																									75											
ENSG00000180398	MCFD2	2	153.5																																																													88						219	
ENSG00000180440	SERTM1	1	85																																																													85							
ENSG00000180488	MIGA1	1	124																									124																																											
ENSG00000180616	SSTR2	10	97					63					106	164									196				98																										35										40		111		118	39			
ENSG00000180660	MAB21L1	2	81							132															30																																														
ENSG00000180694	TMEM64	2	155.5												204									107																																															
ENSG00000180769	WDFY3-AS2	1	106												106																																																								
ENSG00000180776	ZDHHC20	3	63												136																												27																											26	
ENSG00000180817	PPA1	3	145.666666666667	181																																				51																									205						
ENSG00000180879	SSR4	1	135		135																																																																		
ENSG00000180902	D2HGDH	1	403																																																																			403	
ENSG00000180957	PITPNB	1	56								56																																																												
ENSG00000180964	TCEAL8	1	193																			193																																																	
ENSG00000180992	MRPL14	1	210												210																																																								
ENSG00000181019	NQO1	2	209.5					185																														234																																	
ENSG00000181038	METTL23	1	90							90																																																													
ENSG00000181045	SLC26A11	1	129																																																																129				
ENSG00000181061	HIGD1A	2	59.5																																																	68									51										
ENSG00000181163	NPM1	1	168					168																																																															
ENSG00000181191	PJA1	1	77													77																																																							
ENSG00000181195	PENK	8	103.75		108			132					156									16					51	93																									204												70						
ENSG00000181222	POLR2A	2	104																								145																			63																									
ENSG00000181404	WASHC1	1	53																																		53																																		
ENSG00000181449	SOX2	3	130.333333333333										143																																								76												172						
ENSG00000181555	SETD2	1	132												132																																																								
ENSG00000181585	TMIE	1	19																																											19																									
ENSG00000181610	MRPS23	1	205																																																																			205	
ENSG00000181722	ZBTB20	1	82							82																																																													
ENSG00000181751	C5orf30	1	98																																																																	98			
ENSG00000181754	AMIGO1	4	60.25	15									210							12								4																																											
ENSG00000181789	COPG1	2	87		141																				33																																														
ENSG00000181817	LSM10	1	351																																																																	351			
ENSG00000181830	SLC35C1	1	31														31																																																						
ENSG00000181852	RNF41	2	63										40																																																					86					
ENSG00000181915	ADO	1	63															63																																																					
ENSG00000181929	PRKAG1	1	93																																																															93					
ENSG00000181991	MRPS11	1	91										91																																																										
