gene_name	logFC	P.Value	adj.P.Val	t	B	gene_id	chr
SNRNP70	-0.0646251785534986	0.337108031000086	0.469137947706586	-0.962437196436109	-6.36053796925967	ENSG00000104852	chr19
PGS1	-0.0860580016475661	0.337729242662407	0.469905391948912	-0.961197342665076	-6.05313934442523	ENSG00000087157	chr17
ABL2	0.0852434210686281	0.338657869588279	0.471100158458856	0.959346681473903	-6.1222882951724	ENSG00000143322	chr1
BAIAP2	0.0759551338912443	0.338989738642182	0.471464465159451	0.958686096228609	-6.23645718679805	ENSG00000175866	chr17
JOSD1	-0.0971181802847125	0.339261511742664	0.471745057711109	-0.958145443507312	-6.00135642012523	ENSG00000100221	chr22
JUNB	-0.149088769344445	0.339508385707609	0.471990919214231	-0.958431785454891	-6.13649583133257	ENSG00000171223	chr19
DCAF11	-0.0812597202568339	0.339821238526173	0.472328385382882	-0.957032831007228	-6.19276502257541	ENSG00000100897	chr14
SSBP4	-0.0750136020942316	0.340036860708335	0.472530596244235	-0.956604538130706	-6.24681981641493	ENSG00000130511	chr19
SEC23IP	-0.0869969349215163	0.340790135491391	0.473479715983811	-0.955109675500448	-6.06763584073941	ENSG00000107651	chr10
ODC1	-0.0775936800985777	0.340972365824252	0.473561448449532	-0.954748362778087	-6.18019421218854	ENSG00000115758	chr2
GABRG3	0.0920549202387635	0.34098954823047	0.473561448449532	0.954714301216751	-6.12325530592726	ENSG00000182256	chr15
DROSHA	-0.0868686945472286	0.341496720495149	0.474152707286042	-0.953709406352779	-6.03711316871877	ENSG00000113360	chr5
SLC39A9	0.0721032522443634	0.341556046973306	0.474152707286042	0.953591921713146	-6.2383545576688	ENSG00000029364	chr14
OSTF1	-0.0919708688657117	0.341794729162788	0.474386297974805	-0.953119390707045	-6.09757118532026	ENSG00000134996	chr9
MESD	0.0538964909068538	0.3426931798487	0.475477716532189	0.951342589121068	-6.41437613514655	ENSG00000117899	chr15
SIL1	-0.0725764543212577	0.342722248995148	0.475477716532189	-0.951285151336882	-6.24936868959374	ENSG00000120725	chr5
ELP3	0.0763285878608642	0.342882667185999	0.475602332475206	0.950968237174525	-6.1560916396562	ENSG00000134014	chr8
MYO9A	0.0660138415067948	0.34298449734199	0.475645648125357	0.950767116179609	-6.41472531015695	ENSG00000066933	chr15
LRFN1	0.0944188011283389	0.343179906496096	0.47581869315995	0.950381278474926	-6.04399797383407	ENSG00000128011	chr19
DMWD	-0.0691623384397202	0.343764000570639	0.476530467457694	-0.949228820769138	-6.28360252261246	ENSG00000185800	chr19
FNIP2	0.0908317919745398	0.343843814620543	0.476543052684344	0.949071440117765	-6.03289510976249	ENSG00000052795	chr4
CMTM4	-0.0626934856553207	0.344009301157041	0.476674344281158	-0.948745201822508	-6.38631327825971	ENSG00000183723	chr16
SCAF1	-0.0618621342249597	0.34484684706456	0.477662717354411	-0.947095620378838	-6.40925498170376	ENSG00000126461	chr19
FAM53C	-0.0761686217565067	0.344864399170529	0.477662717354411	-0.947061078363523	-6.20303374314664	ENSG00000120709	chr5
PGAP1	0.0623064794921664	0.345077327682619	0.477751251153407	0.94664213148803	-6.48218683343638	ENSG00000197121	chr2
PIP5K1C	-0.0747056377279352	0.345170937955855	0.477751251153407	-0.94645800146727	-6.24510640059478	ENSG00000186111	chr19
GPRASP1	-0.0531948459021709	0.345202113189588	0.477751251153407	-0.946396687370754	-6.60908436191126	ENSG00000198932	chrX
TCAIM	0.0878924508196839	0.345211977232416	0.477751251153407	0.946377287940855	-6.04998522408224	ENSG00000179152	chr3
CBL	0.0874206308757062	0.345717710261943	0.478352888485255	0.945383149225781	-6.12116254794268	ENSG00000110395	chr11
PPIE	-0.0855525982908389	0.346267271747468	0.479014909602196	-0.944303914073902	-6.11030135982973	ENSG00000084072	chr1
TLN2	-0.0664156274649663	0.346591579433438	0.479365114071663	-0.943667550963739	-6.34561232421408	ENSG00000171914	chr15
NNT	-0.0686172873022146	0.346832157505223	0.479599393496036	-0.943195730726436	-6.27266379042385	ENSG00000112992	chr5
ADD1	-0.0364296050675472	0.346944301768229	0.479656014983081	-0.94297586586561	-6.79377510214014	ENSG00000087274	chr4
DMAC2L	-0.091244577908105	0.347396818098956	0.480183086485981	-0.942089146210187	-6.06077341023834	ENSG00000125375	chr14
TBC1D15	0.0689960778562782	0.347721115556204	0.480532749846594	0.941454131034075	-6.27313732652069	ENSG00000121749	chr12
CYB5A	0.070972340699063	0.348054909977747	0.480838896335304	0.940800916085731	-6.25506027968863	ENSG00000166347	chr18
PUM2	-0.0670048072449863	0.348085393710447	0.480838896335304	-0.940741281330603	-6.38959550216524	ENSG00000055917	chr2
FAM229B	-0.0692740548396307	0.348584571397755	0.481274113970587	-0.939765225164183	-6.42914461248136	ENSG00000203778	chr6
NEIL2	0.0573560178195844	0.348633894766837	0.481274113970587	0.939668830424692	-6.49850149203796	ENSG00000154328	chr8
GPD1L	0.0708831825249847	0.34871588043191	0.481274113970587	0.939508621711364	-6.3550824847303	ENSG00000152642	chr3
GLT8D1	0.0835841902995558	0.348721181355216	0.481274113970587	0.939498263973679	-6.12725310827305	ENSG00000016864	chr3
MIAT	0.0747552976184638	0.348757640552829	0.481274113970587	0.939427027266389	-6.38027828381166	ENSG00000225783	chr22
C15orf61	-0.07935494363592	0.349135860495694	0.481622202220525	-0.938688314074984	-6.090191214585	ENSG00000189227	chr15
LRRC4B	0.0496817718020548	0.349152862645843	0.481622202220525	0.938655118682849	-6.63970364502999	ENSG00000131409	chr19
EDIL3	-0.0487830908800095	0.34923936588552	0.481642908489406	-0.938486243778384	-6.85904885855362	ENSG00000164176	chr5
STT3A	0.0736309291877406	0.34984628051201	0.48231947215657	0.937302154294446	-6.30770624988117	ENSG00000134910	chr11
ADCY3	0.0637020646015705	0.349873127568526	0.48231947215657	0.937249806101265	-6.35448239405888	ENSG00000138031	chr2
CBLN4	0.102014791239974	0.349951786232356	0.482329211098074	0.937096446951645	-6.05427993316504	ENSG00000054803	chr20
HNRNPH2	0.0517091202619842	0.350517760429187	0.483010462673641	0.935993628464184	-6.65304157738642	ENSG00000126945	chrX
MRPS24	0.065485998052397	0.350655284681645	0.483101156012319	0.935725830130444	-6.42425820488214	ENSG00000062582	chr7
ZSCAN18	0.0431145956259211	0.351080940973408	0.483588693383327	0.9348973830514	-6.69916260334587	ENSG00000121413	chr19
MLLT1	-0.0721121277466281	0.351273727522593	0.483755335715394	-0.934522377297695	-6.31112907167613	ENSG00000130382	chr19
COX16	0.0561856935270226	0.351673216789945	0.484062698719633	0.933745714550651	-6.59955568597454	ENSG00000133983	chr14
TARDBP	-0.0632889837481843	0.351729002030096	0.484062698719633	-0.933637305123623	-6.32903592238433	ENSG00000120948	chr1
RANBP3	0.0647977385815768	0.351802243214064	0.484062698719633	0.933494989614152	-6.33827865379846	ENSG00000031823	chr19
HIBCH	-0.0700414931832256	0.351848969585266	0.484062698719633	-0.933404205126747	-6.36897221089373	ENSG00000198130	chr2
UROD	-0.0530089972756205	0.351856172722286	0.484062698719633	-0.933390210864295	-6.53847923990623	ENSG00000126088	chr1
GDPD2	-0.101714790179159	0.35225486742877	0.48451225844582	-0.93261591140673	-5.97258352795174	ENSG00000130055	chrX
UBE2R2	0.062964168748441	0.352972274381676	0.485399920904133	0.931224052702402	-6.44983909510091	ENSG00000107341	chr9
UBTF	-0.0716695698041887	0.353168855455969	0.485571138613645	-0.930842975997453	-6.25053450068726	ENSG00000108312	chr17
SMYD5	0.095432200127326	0.353654190318256	0.486139212441153	0.929902722513158	-6.11873078927713	ENSG00000135632	chr2
MEPCE	-0.0845571157780771	0.354400577893244	0.487065828899794	-0.928458327258181	-6.06676468164842	ENSG00000146834	chr7
EMC9	0.0906273711837811	0.354530702804945	0.487145287537613	0.92820671036749	-6.11041806758646	ENSG00000100908	chr14
BCL2L13	0.0581518916988246	0.354697034319267	0.487274453549939	0.927885167948162	-6.35398098628877	ENSG00000099968	chr22
AC010642.2	-0.0829136301244065	0.355107304423895	0.487599966892761	-0.927092467765448	-6.19734548820245	ENSG00000283103	chr19
PEX10	-0.0814548038019733	0.35513486573827	0.487599966892761	-0.927039236284881	-6.13698739774756	ENSG00000157911	chr1
WDR18	0.0972684631052347	0.355151111406082	0.487599966892761	0.927007860894035	-6.0445107406938	ENSG00000065268	chr19
JPH3	0.0535305566626665	0.355712421750714	0.488271105406389	0.925924357955993	-6.51389543301396	ENSG00000154118	chr16
CRIPT	-0.0676954856999785	0.355844682453716	0.488300823285445	-0.925669212140437	-6.36785190313892	ENSG00000119878	chr2
CAB39L	-0.0804053020301412	0.355879032556262	0.488300823285445	-0.925602956782648	-6.18174521332433	ENSG00000102547	chr13
UBE2V1	-0.0523913458276413	0.356047228593138	0.488432127679082	-0.925278594642487	-6.56797267782568	ENSG00000244687	chr20
NT5C2	0.0642151955491368	0.356315700245933	0.488700910536818	0.924761055079393	-6.34526977778336	ENSG00000076685	chr10
RPF2	0.0910371213870746	0.356750552353704	0.489164266993578	0.923923305242668	-6.16433287974318	ENSG00000197498	chr6
IFT22	0.0784899390977589	0.356798754342651	0.489164266993578	0.923830483259202	-6.17083320083561	ENSG00000128581	chr7
ROGDI	-0.0557700792468152	0.357101324216153	0.489479475329445	-0.923248009975813	-6.48882418386873	ENSG00000067836	chr16
ZNF483	-0.0377994695138355	0.357193119814737	0.489492515957532	-0.923071357448889	-6.81033585375563	ENSG00000173258	chr9
EFNB3	0.0724189170715608	0.357276407553882	0.489492515957532	0.922911102487539	-6.31423833705807	ENSG00000108947	chr17
TMEM184C	0.0898281475966645	0.357328810075574	0.489492515957532	0.922810286308636	-6.07805947831872	ENSG00000164168	chr4
SSBP1	-0.0573204356015697	0.357481538862678	0.489602180792409	-0.922516507937666	-6.5415893704019	ENSG00000106028	chr7
ARMC1	-0.0721723176313764	0.357715018085281	0.489822373341572	-0.92206755764972	-6.23508900134377	ENSG00000104442	chr8
DOCK7	-0.0801742865524133	0.357964515851289	0.490064406277207	-0.921588011267847	-6.10120487407355	ENSG00000116641	chr1
SPCS1	-0.0435289673019019	0.358076464205608	0.490118069758874	-0.921372910216574	-6.78443270849853	ENSG00000114902	chr3
ARFIP2	0.0755624633217922	0.358245306545673	0.490206112601553	0.921048571967094	-6.24549287388126	ENSG00000132254	chr11
TRUB2	0.0525844732734715	0.358286314153191	0.490206112601553	0.920969812903347	-6.46395042351252	ENSG00000167112	chr9
POLR3H	-0.0580330841002876	0.358446357739262	0.490325504992773	-0.920662488451251	-6.39174732662985	ENSG00000100413	chr22
NADK	0.0873628666140212	0.358658787074136	0.49051649381211	0.920254704384991	-6.0775136357955	ENSG00000008130	chr1
TMEM132A	-0.0558939362740931	0.358929882569003	0.4907876230703	-0.919734525788857	-6.58052692425534	ENSG00000006118	chr11
POMGNT2	0.0743371329936577	0.359104457177838	0.490926689936505	0.919399683470999	-6.36342908544559	ENSG00000144647	chr3
RNF6	0.0745115943974888	0.359183212160999	0.490934733278281	0.919248661471019	-6.25078284042822	ENSG00000127870	chr13
STON2	0.0858754735318872	0.35940006057507	0.491131482372059	0.918832937365435	-6.09786029087986	ENSG00000140022	chr14
SRSF10	0.0627111781748715	0.359558719297054	0.491248649747364	0.918528870450435	-6.3567306174109	ENSG00000188529	chr1
COG4	0.0665749322113749	0.359727609895827	0.491379746120881	0.91820528767426	-6.31165895142776	ENSG00000103051	chr16
KBTBD2	0.0804314737094387	0.360578729749421	0.492296654734813	0.916576062582121	-6.24346924200287	ENSG00000170852	chr7
BRD2	0.064587840572071	0.360600019263005	0.492296654734813	0.91653534112645	-6.38817086550759	ENSG00000204256	chr6
PIPOX	0.0958822773975028	0.360618077945124	0.492296654734813	0.916500800626711	-6.09350696552377	ENSG00000179761	chr17
POLR2I	-0.0533658536515382	0.360816256192816	0.492467406396071	-0.916121820718399	-6.6673184426452	ENSG00000105258	chr19
C6orf89	-0.0471397905886635	0.36106948742337	0.492713213848742	-0.915637753544224	-6.5962555074967	ENSG00000198663	chr6
TMEM147	0.057383159951641	0.361292369561419	0.492917515944771	0.915211878151071	-6.53057702624155	ENSG00000105677	chr19
EIF1AY	0.0844209616037728	0.361634950703803	0.493285009696603	0.915640232275214	-6.14998581128434	ENSG00000198692	chrY
PER1	-0.119360986031815	0.36203495268041	0.493730663199984	-0.913794173555196	-5.95909122458959	ENSG00000179094	chr17
PEX14	-0.0955808542049565	0.36214203481755	0.493776743283917	-0.913589889036719	-6.07376694554553	ENSG00000142655	chr1
KIFC2	0.0732389591818876	0.362280508071469	0.493865597506574	0.913325775100616	-6.26049639324783	ENSG00000167702	chr8
UGCG	0.0668197947652214	0.362723400020003	0.494369319428437	0.912481462614112	-6.36942057201739	ENSG00000148154	chr9
SIK2	0.0605314653237032	0.362873662286966	0.494387633294516	0.912195156186243	-6.3773105866874	ENSG00000170145	chr11
RHOT2	-0.07990617731945	0.362883604963839	0.494387633294516	-0.912176214267757	-6.15785247409836	ENSG00000140983	chr16
PTEN	0.0503675178695389	0.362982982433905	0.494423039356494	0.911986906999298	-6.62214089957169	ENSG00000171862	chr10
RABGGTB	-0.0700367545181733	0.36341851895628	0.494793580295831	-0.911157625329006	-6.34821978960982	ENSG00000137955	chr1
SNX6	-0.0507487816939864	0.363449686831169	0.494793580295831	-0.911098304301892	-6.47633916302426	ENSG00000129515	chr14
DUT	0.0507680550579091	0.363475349396477	0.494793580295831	0.911049463799929	-6.5778430813027	ENSG00000128951	chr15
TFE3	0.068756481773379	0.364356046091918	0.495892259095202	0.90937465487331	-6.2812470583639	ENSG00000068323	chrX
SEC61G	0.0566352041321716	0.364574819166944	0.495991633643047	0.908959012866164	-6.73384845576477	ENSG00000132432	chr7
GPR137	0.0646416168838329	0.364576305447583	0.495991633643047	0.908956189652817	-6.30036056575393	ENSG00000173264	chr11
SF3B6	-0.0606910484223269	0.36470368445635	0.496017297642135	-0.908714258167749	-6.50824308887871	ENSG00000115128	chr2
WBP1L	-0.0812392209811002	0.36474242133281	0.496017297642135	-0.908640695612278	-6.16510071765171	ENSG00000166272	chr10
MRTFB	0.0797085396519277	0.365408983820357	0.496804531326821	0.907375642393404	-6.21232605734226	ENSG00000186260	chr16
CDV3	-0.0646718871670773	0.365468792824065	0.496804531326821	-0.907262203356135	-6.41419738061594	ENSG00000091527	chr3
CPNE1	-0.0877674261296146	0.365893889552189	0.497282052433547	-0.906456263820202	-6.17108179076873	ENSG00000214078	chr20
STAM2	-0.0944107915625461	0.366016691852196	0.49734861900126	-0.906223553028384	-6.07006600950772	ENSG00000115145	chr2
TLNRD1	0.100046681929124	0.366413520852898	0.497756728259819	0.905471896284848	-6.03380025870482	ENSG00000140406	chr15
NAA35	-0.0809537562643072	0.366464802162491	0.497756728259819	-0.905374798754625	-6.12365270975416	ENSG00000135040	chr9
MRPL32	0.0618927236702467	0.366599496708138	0.497839308470617	0.905119804849902	-6.3135404628929	ENSG00000106591	chr7
SLC8A2	0.0712758812712746	0.367496213791358	0.49895646761636	0.903423704524102	-6.23108985120975	ENSG00000118160	chr19
FAM160B2	-0.101007747433345	0.367654878078319	0.499071310419834	-0.903123868941492	-6.03067333718146	ENSG00000158863	chr8
DDX3Y	0.0947146521223121	0.368035745748189	0.499405001640169	0.903459845871736	-6.0450295628088	ENSG00000067048	chrY
PPP1R12B	-0.0880749479979253	0.368048958459765	0.499405001640169	-0.902379507543485	-6.06575366567401	ENSG00000077157	chr1
NBL1	-0.0527241188689374	0.368206613829139	0.499442789029121	-0.902081859262101	-6.7098987178839	ENSG00000158747	chr1
TTC9C	0.0781451218385403	0.368225075420461	0.499442789029121	0.902047009602278	-6.15552836486069	ENSG00000162222	chr11
SNRPC	0.0568876292739144	0.368307681791041	0.499454277823319	0.90189108826636	-6.46913656149738	ENSG00000124562	chr6
LHFPL4	0.0687894463682808	0.368970181488477	0.500251984843605	0.900641398488736	-6.22834825976602	ENSG00000156959	chr3
NSD2	-0.080308130659148	0.369424857964526	0.500767659578875	-0.899784545008843	-6.2050734374962	ENSG00000109685	chr4
COA8	0.0629506826305821	0.370167502385111	0.50160227087389	0.89838642637714	-6.37218021383982	ENSG00000256053	chr14
RBM10	-0.0778164905697381	0.370189474660084	0.50160227087389	-0.89834508766853	-6.19050023063798	ENSG00000182872	chrX
MRPS28	-0.0747499760572232	0.370738096092498	0.502244631686137	-0.897313407286582	-6.26826632630351	ENSG00000147586	chr8
SGCE	-0.0727008513130683	0.37165259179524	0.5033437651911	-0.895595823560879	-6.34638465920187	ENSG00000127990	chr7
RHBDL3	0.0783711279757053	0.371698861782058	0.5033437651911	0.895508990690295	-6.30251920802306	ENSG00000141314	chr17
TMEM131	0.0761501858037619	0.372147231476369	0.50379398046928	0.894667904626422	-6.2005252550824	ENSG00000075568	chr2
PACC1	0.099642479041731	0.372180887753541	0.50379398046928	0.894604795180445	-6.01990658031712	ENSG00000065600	chr1
LSM1	-0.0870850169970803	0.372912609754683	0.504505058024557	-0.893233611671856	-6.13241601785738	ENSG00000175324	chr8
IQSEC2	0.074414786790264	0.372917776539876	0.504505058024557	0.893223935543205	-6.20576859179789	ENSG00000124313	chrX
PEX5	0.0720835670515712	0.372930857794611	0.504505058024557	0.893199437917498	-6.30390159367514	ENSG00000139197	chr12
MARK2	-0.0857174430467254	0.373313718924486	0.504921606985397	-0.892482680875799	-6.12533506288048	ENSG00000072518	chr11
HDAC9	0.0847018303446596	0.374088080748308	0.50581170515062	0.891034393772767	-6.16666086062797	ENSG00000048052	chr7
DNAJC7	0.0436390504400288	0.374121972208036	0.50581170515062	0.890971049394958	-6.72513525222189	ENSG00000168259	chr17
TPPP	0.0372918326610003	0.374348579706806	0.506016529190359	0.890547603623012	-6.81721795468187	ENSG00000171368	chr5
DCTPP1	-0.0648504732725934	0.374583541501072	0.506147310046639	-0.890108715500951	-6.30000438653585	ENSG00000179958	chr16
AMPH	-0.0649337790473279	0.374641970529125	0.506147310046639	-0.889999601824695	-6.50369380542836	ENSG00000078053	chr7
VCL	0.0714410153973422	0.374670719192903	0.506147310046639	0.889945918835374	-6.34114838644264	ENSG00000035403	chr10
DPM1	0.0734530959042985	0.375028429103987	0.506477076526146	0.889278174131295	-6.26202396778549	ENSG00000000419	chr20
FAM184A	0.0909591474308042	0.375065182542518	0.506477076526146	0.889209588193914	-6.08936497044116	ENSG00000111879	chr6
RNF103	0.0529753372752531	0.375536814138083	0.506941688723312	0.888329843379536	-6.46206815772518	ENSG00000239305	chr2
CACUL1	0.05757185482239	0.375559740005648	0.506941688723312	0.888287096796372	-6.46979291965633	ENSG00000151893	chr10
LYRM4	0.0756820670209351	0.376124767078028	0.507421536166192	0.887234084740279	-6.29474179112144	ENSG00000214113	chr6
CHCHD3	0.0842020339537122	0.37615694968471	0.507421536166192	0.887174137310516	-6.12117894225302	ENSG00000106554	chr7
NAB1	0.0924328309844498	0.376171566193561	0.507421536166192	0.887146911790076	-6.03424472907636	ENSG00000138386	chr2
PNKD	0.0427463757352395	0.37621650187771	0.507421536166192	0.887063216214136	-6.66629287705362	ENSG00000127838	chr2
ZCCHC12	0.0438231825453475	0.377388880428396	0.508900898207787	0.88488178031639	-6.80816294198344	ENSG00000174460	chrX
BOLA2	-0.0935574314853431	0.377678506632499	0.509189533556763	-0.884343524194935	-6.05273845702475	ENSG00000183336	chr16
CCDC115	0.0623913569009069	0.378141678289362	0.509711982119934	0.883483275054232	-6.36119764453079	ENSG00000136710	chr2
CDH2	0.0728409537086074	0.378537549639601	0.510143523089016	0.882748541330411	-6.35246719103179	ENSG00000170558	chr18
AL365361.1	0.0668170584586383	0.379224930426017	0.510967671256016	0.88147390081796	-6.30700393917484	ENSG00000259834	chr1
RNF167	0.0550389491685195	0.379679922466998	0.511478431845664	0.880630977129225	-6.44824519352836	ENSG00000108523	chr17
EDEM3	-0.0959048180573281	0.381158609472942	0.513367763298523	-0.877895859242782	-6.01575225857406	ENSG00000116406	chr1
CHPF2	0.0846102847911423	0.381714495121495	0.513918509787784	0.876869340479217	-6.17562199011609	ENSG00000033100	chr7
SLC36A4	0.0688383699776667	0.38172008653378	0.513918509787784	0.876859019872914	-6.3970236869086	ENSG00000180773	chr11
TSC22D2	0.0630881626167419	0.381861502461668	0.514006182234617	0.876598026006701	-6.35817768256295	ENSG00000196428	chr3
OSER1	-0.0759090956582291	0.381985153959309	0.514069912549713	-0.876369866733641	-6.19763669870647	ENSG00000132823	chr20
EVL	-0.0471812427773601	0.382170991040014	0.514149458745793	-0.87602704975228	-6.72281929573673	ENSG00000196405	chr14
TBK1	0.0783352621331233	0.382262254108102	0.514149458745793	0.875858732878452	-6.16700726140691	ENSG00000183735	chr12
NRBP2	-0.0804408576465665	0.382273213426997	0.514149458745793	-0.875838522229795	-6.29501419372218	ENSG00000185189	chr8
GATC	-0.0942158747587261	0.38249504148119	0.514345128634486	-0.875429514578818	-6.1322282003854	ENSG00000257218	chr12
TMEM185B	0.0903698256106145	0.383023285295749	0.514952678714321	0.874456125874262	-6.11188062819258	ENSG00000226479	chr2
AGO2	-0.0813052031256314	0.383877473117364	0.515998111809992	-0.872883876818972	-6.13488851465985	ENSG00000123908	chr8
PJA2	0.0263594151536477	0.384062826480413	0.516144277278784	0.872542993927756	-7.11837642837726	ENSG00000198961	chr5
C22orf39	-0.06969737930301	0.384673720444678	0.516862156887873	-0.871420218361746	-6.31031951984053	ENSG00000242259	chr22
MAP3K2	-0.097804745318574	0.38477617330471	0.516896725733566	-0.871232025677325	-6.0736354652987	ENSG00000169967	chr2
WDR45B	0.0544470992544319	0.385054154786073	0.517167033651071	0.870721565133109	-6.50508449027023	ENSG00000141580	chr17
HYOU1	0.0516370235468537	0.385214859196446	0.517254586551768	0.870426565411652	-6.62026912731445	ENSG00000149428	chr11
BCCIP	-0.0789243512789071	0.385272898221282	0.517254586551768	-0.870320043753033	-6.1362543453646	ENSG00000107949	chr10
APEX1	0.0542939610350697	0.385691657252459	0.517636398849174	0.869551769130284	-6.50477938795682	ENSG00000100823	chr14
GIHCG	-0.0747902238892593	0.385710957729383	0.517636398849174	-0.869516371975446	-6.20423122665109	ENSG00000257698	chr12
HEY1	-0.0729817018024255	0.386127860164054	0.518092689489191	-0.868752037271905	-6.28314509522516	ENSG00000164683	chr8
HERC2	0.0518942137587901	0.386483402372089	0.518466483827313	0.868100599610054	-6.5144888067384	ENSG00000128731	chr15
CD320	0.0512774953330721	0.386869055522265	0.518880515041509	0.867394408380964	-6.64402435941823	ENSG00000167775	chr19
HSPB11	-0.0773625175978108	0.387539693739106	0.519676535971409	-0.866167395347363	-6.13363711797979	ENSG00000081870	chr1
U2AF2	-0.0755385885596072	0.388105706816582	0.520331969517077	-0.865132821815402	-6.24417750988961	ENSG00000063244	chr19
UQCRQ	-0.0567322812025406	0.388637651584937	0.52083965803171	-0.864801895032081	-7.07551540794407	ENSG00000164405	chr5
UBQLN4	-0.0723649012755638	0.38863900266074	0.52083965803171	-0.864158897403895	-6.28641423648376	ENSG00000160803	chr1
RRAGA	0.0338928902972482	0.389075494344888	0.521320923906426	0.863362370732249	-6.83805593548549	ENSG00000155876	chr9
NCK1	-0.0832632262949566	0.38948588124489	0.521767027629116	-0.862613981046142	-6.13489485120497	ENSG00000158092	chr3
C12orf49	-0.0527938071983547	0.389601814693478	0.521772009434138	-0.862402650143589	-6.49852837178682	ENSG00000111412	chr12
ASCC1	-0.0976417996295131	0.389667785229193	0.521772009434138	-0.862282412049759	-6.07777312046797	ENSG00000138303	chr10
AIP	-0.06838316044868	0.389721946188597	0.521772009434138	-0.86218370745553	-6.29810952363907	ENSG00000110711	chr11
HNRNPAB	-0.0607051900717908	0.390000860690878	0.522041684576683	-0.861675538242394	-6.39968386645523	ENSG00000197451	chr5
SERP2	0.0613572874542632	0.390233321242198	0.522249083275464	0.861252176151039	-6.5294967224523	ENSG00000151778	chr13
TEX26	0.0999972917890473	0.390422940200994	0.52239907609416	0.860906952520617	-6.03043733312297	ENSG00000175664	chr13
DNM2	-0.0685197598180549	0.390564087629954	0.522484165679706	-0.860650043707876	-6.27896461930447	ENSG00000079805	chr19
PMVK	-0.0455446940935724	0.390833342502057	0.522740565502552	-0.86016011844009	-6.61507791351176	ENSG00000163344	chr1
SPOPL	-0.0961293522787088	0.391253697183705	0.523198919794883	-0.859395671142409	-6.05937301280111	ENSG00000144228	chr2
RPA1	-0.0595966105328927	0.391418942783649	0.523316018561905	-0.859095297002828	-6.44331205969753	ENSG00000132383	chr17
UBL7	0.0638072501286233	0.392427068107175	0.524559753539293	0.857264462017225	-6.39928012204418	ENSG00000138629	chr15
ADGRB2	-0.0557760217549479	0.392590498375766	0.524674109811056	-0.856967930819095	-6.49707757609348	ENSG00000121753	chr1
MFSD12	-0.0858152521333651	0.392746488076478	0.524778478812224	-0.85668497030959	-6.11554178803556	ENSG00000161091	chr19
HERC1	0.0414662515529525	0.393048934803804	0.525078459998657	0.856136536879625	-6.66422496265141	ENSG00000103657	chr15
HES4	-0.0623883718147926	0.393400003233526	0.525441440281543	-0.855500259851489	-6.52279149495197	ENSG00000188290	chr1
KAT8	-0.0868074551352835	0.393476631471038	0.525441440281543	-0.855361424815355	-6.13553435483452	ENSG00000103510	chr16
TXNDC5	-0.0714269257109423	0.394032900753833	0.526079994526075	-0.85435407068183	-6.2416082340525	ENSG00000239264	chr6
NUDT16	-0.062307360142615	0.39414970174065	0.526131670423372	-0.854142664778947	-6.44068903466706	ENSG00000198585	chr3
CDC123	0.0680103992758019	0.394292438250691	0.526158280583227	0.853884368335827	-6.32226571446934	ENSG00000151465	chr10
URB1	0.0773446663363737	0.394325836227506	0.526158280583227	0.853823939486894	-6.18524185094859	ENSG00000142207	chr21
MAN2A2	-0.0621827718799279	0.394760703248179	0.526634229263957	-0.853037394793494	-6.36191931686716	ENSG00000196547	chr15
POP7	0.0651848386936926	0.39533884352291	0.527301086678647	0.851992529177418	-6.32782272902087	ENSG00000172336	chr7
MON2	0.0748795803630085	0.395479114533198	0.52738376773756	0.851739159561126	-6.15659093502447	ENSG00000061987	chr12
PELP1	-0.0581787000987806	0.395942039230033	0.527855757976573	-0.850903373254407	-6.34665289348148	ENSG00000141456	chr17
TMEM219	-0.038565140291178	0.395989758173312	0.527855757976573	-0.850817253044736	-6.71829820656454	ENSG00000149932	chr16
STRADA	-0.0756933892244778	0.396250210906963	0.528098451212703	-0.850347315325485	-6.1892560033927	ENSG00000266173	chr17
RAB30	-0.0591559618774111	0.396348901719057	0.528125504525571	-0.850169295541757	-6.44437179509224	ENSG00000137502	chr11
GIPC1	-0.0578396623623441	0.396503904207301	0.5282275662734	-0.849889754474031	-6.40526047643025	ENSG00000123159	chr19
TIMM50	0.0590191054454943	0.397152908941879	0.528987573653902	0.848720020730012	-6.39291534096831	ENSG00000105197	chr19
IP6K2	0.0485992033666287	0.397597711012055	0.529475346726273	0.847919002961043	-6.57233230881188	ENSG00000068745	chr3
ING4	0.0806951320622402	0.397746889396123	0.529569326850135	0.847650478419066	-6.10272068520833	ENSG00000111653	chr12
NAT10	-0.0873308674658144	0.398803346492766	0.530795106588179	-0.845750579861157	-6.12116844804541	ENSG00000135372	chr11
CACNA1E	0.0743471240153504	0.398825119422497	0.530795106588179	0.845711456285007	-6.21826182364367	ENSG00000198216	chr1
ARL16	0.0818469403399735	0.399094486795898	0.531048697915064	0.845227539733537	-6.23523357528133	ENSG00000214087	chr17
ABI1	0.0535677400687975	0.399436289340452	0.531393001351144	0.844613779136682	-6.50836394794157	ENSG00000136754	chr10
SLC24A2	0.0548538021133629	0.399595221751715	0.531393001351144	0.844328499338175	-6.54489329286569	ENSG00000155886	chr9
ZDHHC2	-0.082966315776563	0.399689167470977	0.531393001351144	-0.844159901425744	-6.22066210446821	ENSG00000104219	chr8
