gene_id	gene_name	V13M06-331_A1s2	V13M06-331_A1s1	V13M06-331_B1s1	V13M06-331_B1s2	V13M06-331_C1s2	V13M06-331_C1s1	V13M06-331_D1s1	V13M06-331_D1s2	V13M06-333_A1s2	V13M06-333_A1s1	V13M06-333_B1s1	V13M06-333_B1s2	V13M06-333_C1s2	V13M06-333_C1s1	V13M06-333_D1s1	V13M06-333_D1s2	V13M06-332_A1s2	V13M06-332_A1s1	V13M06-332_B1s1	V13M06-332_B1s2	V13M06-332_C1s1	V13M06-332_C1s2	V13M06-332_D1s2	V13M06-332_D1s1	V13M06-404_A1s1	V13M06-404_A1s2	V13M06-404_B1s2	V13M06-404_B1s1	V13M06-404_C1s1	V13M06-404_C1s2	V13M06-404_D1s1	V13M06-404_D1s2	V13M06-403_A1s1	V13M06-403_A1s2	V13M06-403_B1s2	V13M06-403_B1s1	V13M06-403_C1s1	V13M06-403_C1s2	V13M06-403_D1s1	V13M06-403_D1s2	V13M06-402_A1s1	V13M06-402_A1s2	V13M06-402_B1s1	V13M06-402_B1s2	V13M06-402_C1s2	V13M06-402_C1s1	V13M06-402_D1s1	V13M06-402_D1s2	V13M06-401_A1s1	V13M06-401_A1s2	V13M06-401_B1s1	V13M06-401_B1s2	V13M06-401_C1s1	V13M06-401_C1s2	V13M06-401_D1s1	V13M06-401_D1s2	V13M06-386_A1s2	V13M06-386_A1s1	V13M06-386_B1s2	V13M06-386_B1s1	V13M06-386_C1s1	V13M06-386_C1s2	V13M06-386_D1s2	V13M06-386_D1s1	V13B23-366_A1s1	V13B23-284_A1s2	V13B23-284_A1s1	V13B23-284_B1s2	V13B23-284_B1s1	V13B23-284_C1s2	V13B23-284_C1s1	V13B23-284_D1s1	V13B23-284_D1s2	V13F27-339_A1s1	V13F27-339_A1s2	V13F27-339_B1s1	V13F27-339_B1s2	V13F27-339_C1s2	V13F27-339_C1s1	V13F27-339_D1s2	V13F27-339_D1s1	V13B23-286_A1s1	V13B23-286_A1s2	V13B23-286_B1s2	V13B23-286_B1s1	meanrank	samples_signif	Gene for PCA, Harmony, Clustering
ENSG00000182108	DEXI						778					1367								1238	484						1609		1852													1462	1162										1045																																		1221.88888888889	9	No
ENSG00000182117	NOP10						391	1448						2048	1531	709	1467	739		919	1775					1366	1797		1828				1148											1295									1405																1035										874	1023			1266	960			1251.2	20	No
ENSG00000182149	IST1							1501																				1548																																																											1524.5	2	No
ENSG00000182154	MRPL41						1470		922			1286	924		1438					914	1200			1063		1849	1879	1319	1446				877									1586		886									1729						828			1020						747									861										1212.2	20	No
ENSG00000182175	RGMA					538		722	1007		1205		954		2595		926	453								810																1261								320	329																																	1051	899		933.571428571429	14	No
ENSG00000182180	MRPS16							1186																																																																															1186	1	No
ENSG00000182195	LDOC1						1754	1521								840	1754			944					1359	1786	1651	1273																1134																			563																								1325.36363636364	11	No
ENSG00000182196	ARL6IP4						2180					1347		1747			707	685		1844						2156	1109	933	1165			740	926									1424	1021	1041	415																	575	441					1236	770						510			848	1469						1039	612	1077.6	25	No
ENSG00000182220	ATP6AP2	350	421		451	628	805			1402	1249		1440	566	823	970	535	211		1580	862				1165	1605	962	685	1103				1100									451	348	1451					155								526					414	780			427		763	573						988	691		1152	1622								835.828571428571	35	No
ENSG00000182247	UBE2E2												1807							2152																																																															1563				1840.66666666667	3	No
ENSG00000182253	SYNM							1355			2266			1019															1290			844	736										1200				346						1626			952												711									629							1421			1107.30769230769	13	No
ENSG00000182272	B4GALNT4									1355				1722																													1186																																												1421	3	No
ENSG00000182287	AP1S2	162	641	254		821	638	1331	1105	809	1197	666	722	1018	1353	170	375	1043		557	805			338	730	1169	824	620	999			1256	1142							334	387	1381	672	522							680	703	235	630		513	251					644	972					1264	294		160				252	490	593	725	904	710			364	105			690.6	50	Yes
ENSG00000182307	C8orf33						1474				1908				1673	1627																																																																							1670.5	4	No
ENSG00000182326	C1S														2000					1771	1795											472																																																							1509.5	4	No
ENSG00000182379	NXPH4					363	695	307	498						838	569	835			742	475				583		1175																	365																																				775							632.307692307692	13	No
ENSG00000182389	CACNB4						2150																																																																																2150	1	No
ENSG00000182400	TRAPPC6B						782				2173				2602						1595																																																																		1788	4	No
ENSG00000182446	NPLOC4										2092																																																																												2092	1	No
ENSG00000182473	EXOC7							1073		1443			1389	1583				1042																								1639	1160	1403																																								1412			1349.33333333333	9	No
ENSG00000182481	KPNA2										2166				2816	1642		435		1318	1594																																1425																																		1628	7	No
ENSG00000182492	BGN																																																															57																							57	1	No
ENSG00000182512	GLRX5						1801				1625		2085	1129	2330	660		985		1860							1592															1777	1221																			738																						1041			1449.53846153846	13	No
ENSG00000182534	MXRA7	585	426			506	760	737		941	1828	678	2290	849	1468	1184	1296	1328	388	571	647					1998	534	790	621	721	593	821	786							213		1241	592	826							385	604			529	987	494					645	692	649					1005			560			330	582		906	968	448			498	897	726		811.127659574468	47	Yes
ENSG00000182551	ADI1											1649																	1534																																							1523												1780							1621.5	4	No
ENSG00000182568	SATB1					358	1459							2331			1684																																																																						1458	4	No
ENSG00000182578	CSF1R													1386	2518																		869																																																						1591	3	No
ENSG00000182600	SNORC			300	152				542	330	746	309	362	1440	910			572	265	465	486				830	469	366	116	409	555		129	87									726	379	799	502	174	308	46	392		197		796			173	372		476			885		210				188	1053						555		837	210		256			1554	361	127	74	467.173913043478	46	Yes
ENSG00000182606	TRAK1										2186				2037		1747												1266																								1265																																		1700.2	5	No
ENSG00000182621	PLCB1									1062	2062				2725																											1903																																													1938	4	No
ENSG00000182628	SKA2										1640			1771	2656																																																																								2022.33333333333	3	No
ENSG00000182636	NDN	466	454	769		563	279	361	955	315	663	1125	369	405	690	461	585		146	380	824			883	465	534	739	381	596			1547								585	537	1002	671	470	651							582	436	481		315	314	428	623			294	462			198		1275	436	506		363			1068	552	387		508	862			366	294			569.634615384615	52	Yes
ENSG00000182667	NTM	813						1528	1214			685	685	1874	1928		741	725	408	1696			149	1052	976	775	1280		1298		625	786	673	239											770		672					580			590				685	245																	809		846	404	186	233	500	564	272	388	774.833333333333	36	No
ENSG00000182670	TTC3		463					1379	994	1147		436	901	1247	1552	611		1255	517	1685	1727	237				1019	454	643	526	479	581	542	617		331						467	1316					432			524				437	387					189	127	774		622		331		1449							557		643			1523		460	392	855	376	114	728.325581395349	43	Yes
ENSG00000182700	IGIP										2393		1809							1632					1005		1913	1245	1699													1473	1083																										979																		1523.1	10	No
ENSG00000182718	ANXA2	180	365	53	84	28	72	135	431	423	275	574	144	178	263	67	17			46	86			161	72	343	118	106	252			488	509								496	1222	243	140	195	228					133	54	24			230	188	151	83			120	103	208		121		333	262	190	148				254	580	147	175	66	35			37	62	503		217.875	56	Yes
ENSG00000182768	NGRN	424		364		499	356	600	1022	801	444	1754	378	475	571	667	644	392	248	1428	1018	180			1215	753	763	553	415	321	413	1064	801							608		110	114	347	722			375			389	572	571	418		588			790			355	657	434			311	1048	411	262		355			703	649	806	761	695	1503			1168	800	510		624.473684210526	57	Yes
ENSG00000182774	RPS17	634	497	456	554		2119	1421	821	470	2391	640	732	2724	1015			660		392	524			503	415	115	320	410	381	890		207	382		204		127			455		423	1042	1051			341	423			638		596	390	405	606						276	698	230	164			290	879	260					962	284	670	336	475	590	435				280		626.471698113208	53	Yes
ENSG00000182809	CRIP2		485	404		971	1981		722	655	1771			2396	1297	514				751	442			1119	1264	694	850	702	1066	441		1173	724									532	619	623	429								791				370					775		126											693				954	450			446	888	1034		832.914285714286	35	No
ENSG00000182827	ACBD3													1676																																																																					1380				1528	2	No
ENSG00000182836	PLCXD3	241	505		85	234	1221	406	335		2461	698	570	920	1045	388	670			386	155			447	153	1125	434	543	400			644											739	493							408	85	163			130	96	163	124				467						859						499		610	556	568	151			336	137	890	518	512.976744186047	43	Yes
ENSG00000182871	COL18A1																															172	182																							514																											1619				621.75	4	No
ENSG00000182872	RBM10												1742																																																																										1742	1	No
ENSG00000182899	RPL35A	277	457	697	258		1677		645	1170	891	998	252	852	177	800	367	373		292	365			138	263	150	141	158	184	650	632	67	174	179			118	114		121		129	145	309	427	257	468	161	172		489	390	402	76	142	604		337	324	271	146	312	361	169			252	128	233	464		474			1044	355	686	262		507	422		914	1117	172	105	400.940298507463	67	Yes
ENSG00000182901	RGS7						1976	1154		1570	1093			2644			1000			1204																						1210											973																																		1424.88888888889	9	No
ENSG00000182902	SLC25A18										1191			1899	2664																																																																								1918	3	No
ENSG00000182916	TCEAL7		266			981					862	1296	596	1077	679	1313	703	1263		1279	1058					1025	783	755	1339													1605		1358	436	657							1032									969						1024	913	443			231		710		913		1391	987				1423			947.322580645161	31	No
ENSG00000182934	SRPRA													2531																																																																									2531	1	No
ENSG00000182944	EWSR1									786	1838		1501		2414			1024								1774			1608																		661																																1094								1411.11111111111	9	No
ENSG00000182985	CADM1	445				587	1241	1352	772	1002	838	1075	744	727	741	607	1216	1300		1247	1470			509	805	666	933	624														569	653	1381	697		860			530	572		1544			497	410		680										404	306					1080	408		631	1520	808			656		476	193	804.190476190476	42	No
ENSG00000183011	NAA38	817	118		578		1323			1465	2286	1184	898	2472	941	763	502			991	1669			1301		1267	561	1026	701			1322	1074									680	807		423	478		529					1010	238				550				772	740	613				298		524					760		597	487	1202	522					891		884.5	40	No
ENSG00000183020	AP2A2				591	1232	1266	1184	1208		1608		2117	1444	1491	1278	596			842	726			1209	496	715	807	409	1708												515	998									939	705	1213						411				1176	595					1085						376		481		1239	828			414	975			966.970588235294	34	No
ENSG00000183023	SLC8A1						1766		1158	1278	1724	1393		724	1186		801			1528							1721		2153													739	1191							412			1200			985	587																						1581	1532				1248			1245.35	20	No
ENSG00000183036	PCP4		56			551	666	1147	923	583	395	913	1046	363	343		93	812						567	795	1425	1930	562	1671			150	263									1161	1333		641							260	670															320	911										624	804							732.6	30	No
ENSG00000183044	ABAT	43	141	47	97	292	68	69	312	560	335	271	280	600	526	41	55	630	212	78	282			243	372	279	290	250	88	399	423	1145	844							17	44	284	533	65	65	358		360	277	251	239	71	126	312		216	68	144	50			435	377	290		149	50	123	108	38	217	220		75	118	116	189	88	99	157	72	118	161	73	406	419	237.323943661972	71	Yes
ENSG00000183087	GAS6	908				1081	2110	503	910		1705	1322	1505	1033	1475	699	879			1002	1227				1201	1418	1178		780																		931				668		701			349	889	558	806			758							357						577		826	1224	355	1755			1016	312			971.117647058824	34	No
ENSG00000183111	ARHGEF37																																																																			1184																			1184	1	No
ENSG00000183114	FAM43B										2231																																																																												2231	1	No
ENSG00000183172	SMDT1					1225	989				2216	1651	1553	2000	1824	240	1386			684	1172					1797		1729	1005			1093										1752	865				534																					1013											1484				1713				1329.76190476191	21	No
ENSG00000183207	RUVBL2						885		953				1954	2054																																																																									1461.5	4	No
ENSG00000183248	PRR36										2465						1485																																																																						1975	2	No
ENSG00000183255	PTTG1IP							1151		1239	1555	1467	1297							1155	495			1293		1440		1366	1350			369	399										957							548																		1059										853				358	1537	483	802		1008.2380952381	21	No
ENSG00000183283	DAZAP2	680					2017		945		1933	1277			2222						1673			1214		1502	653	429	1102			1011	336									550	614	1538	831														799							698		1095							1055			1244		1199			731	1324	429		1077.81481481481	27	No
ENSG00000183291	SELENOF					562	1864			1455	2584		1372			975	1468			1756	1485			1255		1957	1638	1491	1076													1105		1453	775																		1177					1375							1185					1115				1207			1378.63636363636	22	No
ENSG00000183354	KIAA2026											1353	822	2710				1248														1317																								1158																															1434.66666666667	6	No
ENSG00000183454	GRIN2A						1964										894	460		1922					1313																																																										599				1192	6	No
ENSG00000183513	COA5						2248						1967																																																							1272																			1829	3	No
ENSG00000183597	TANGO2													2720						1568																																																															966				1751.33333333333	3	No
ENSG00000183617	MRPL54														1769																																																																								1769	1	No
ENSG00000183624	HMCES						1723							1999																																																																									1861	2	No
ENSG00000183628	DGCR6														1878																																																																								1878	1	No
ENSG00000183644	C11orf88													26																																																																									26	1	No
ENSG00000183648	NDUFB1	684	160	547	246	662	713	1543	1207	727	876	552	327	1800	461	237	159			579	616			347		324	155	1052	456	256		388	514									1117	453	375	151	615		434	143		658		363	387	301			508				316	621				294	268	277						300	532	596	396	776	242			1611		321		542.019607843137	51	Yes
ENSG00000183715	OPCML										2088			1011	2375		1706																										1267																																					1019							1577.66666666667	6	No
ENSG00000183722	LHFPL6									1428	2301			1815																		858																																																							1600.5	4	No
ENSG00000183723	CMTM4										2435						1652			2208						1572	1235	1688	2232													1353									627																																				1666.88888888889	9	No
ENSG00000183726	TMEM50A					1128		1447				1577															1932																																																												1521	4	No
ENSG00000183741	CBX6												2286		2509											2169																	1412		768																																	1238	1381	1649		403	1565			519	1445.36363636364	11	No
ENSG00000183837	PNMA3						873	808	496		1115		2152	942	2129					2154									2169	948												1085														744	823																											1072			1250.71428571429	14	No
ENSG00000183978	COA3						1738						2023		1644					2197							1133		1204															1117							893																	1124							1132				1153								1396.18181818182	11	No
ENSG00000184007	PTP4A2	806								449	1967	322	664		736	1488		794		1572						1968			1307	819		1060	1139		244		214			317	310					566	717						751		462			568										1491				585					259	727	660	598	253	69		1262	990	668	788.294117647059	34	No
ENSG00000184009	ACTG1	74	166	191	129	77	170	272	409	304	409	410	116	376	170	119	100	72	102	17	76	152		265	227	81	87	93	119	252	173	370	157	176		123				25	78	91	40	62	92		290	227	156	299	272	56	70	115	512	376	263	12	24	156	131	36	60	202	50	134	147	275	52	28	273	101			33	220	131	81	57	74	191	440	116	142	61	119	161.090909090909	77	Yes
ENSG00000184014	DENND5A											1537	2080	1593		1513		1218			1788			728		2165		1652														1589																																	1247		1153	1135									1492.15384615385	13	No
ENSG00000184076	UQCR10	406	228	425		1201	758	1032		1318	1322	834	811	739	436	361	301	269		693	719			588		720	381	374	559	508	303	1381	523							397		380	405	359	213				244		670	475	530	180	267			624	555			426	757	717		674		399	562	334		606			1024	567		767	441	839					627	500	587.574074074074	54	Yes
ENSG00000184113	CLDN5							1422	1145	1392	1783	1596			1742		1776										1357	1215	1375		562	137	169	289		163		167																839						294				86				1289											583				417		859		898.130434782609	23	No
ENSG00000184117	NIPSNAP1						1313				2130			2201				1274			1540			1295																																																											1374				1589.57142857143	7	No
ENSG00000184144	CNTN2	866					1311		657	1616	234	86	969		178			771							936	2101	998					883	1197	216	73					572		1712			716	92	107	477		433	481	480	850			618		695	401									345	347				274				343	450	516	351	212	46					621.315789473684	38	No
ENSG00000184156	KCNQ3					573	950	546	464		911	1533	1247	1314	1612	1537	1361			972	1555			1166	517				1834															1137								673	950			460	903																							1834			1396	828			1094.70833333333	24	No
ENSG00000184182	UBE2F						949								2864	778	856												2209																																																						1395	773			1403.42857142857	7	No
ENSG00000184203	PPP1R2						1179				2445		1806	2236						723	1732							1374	2199																												787												863											1136							1498.18181818182	11	No
ENSG00000184205	TSPYL2	391				728	505			411	764	1503	809	1337	853		1843			1976				1072	858	748	809	551	1189	245		1107										706	1210	626			913			396	863		549	459		567						899	354															534	682	1191							837.818181818182	33	No
ENSG00000184207	PGP						1516		1255			1271		2730	1523					1523						2121	1344	1692																									1502																														1512				1635.36363636364	11	No
ENSG00000184216	IRAK1																1239																																																																						1239	1	No
ENSG00000184220	CMSS1							404			1964			1396	965		820			1857				1259					2118																																																						752	1350			1288.5	10	No
ENSG00000184221	OLIG1	345	543						577	1322	2229		2298		2048		1508	961		1849						1602			1853				615	175	63							1559		910		194	258	372				782	1266	792				562						689				278	708					140	1154		402	887	553	603		272	1718		724		911.416666666667	36	No
ENSG00000184226	PCDH9	468		733				1129		709	856	243	406	1167	945	1390	764	659	386	772	568	249				1607	1594	1123	1449			835			66		119			196	346	712	835	672	788		95						1035			612									252			1004		543	274				545	662	974		235	1005	104	57	554	621	948	618	679.234042553192	47	Yes
ENSG00000184277	TM2D3						2239	1082			1794	1160	1979	1919	1424		1378			1847	1412					1905		1177	1129													1246		923									1002																										1508	1261			1638				1474.89473684211	19	No
ENSG00000184368	MAP7D2			694			1196		730	716	976	973	1778	2585	1351	662		357		1846	1768		35	932	1090		1622		1824	569		281	565								425	1707	1060	1122			795				357			705		170						731			183	392			739			259					938	941	1275	1802	358		830	469	648	276	900.744186046512	43	Yes
ENSG00000184402	SS18L1																1695																																																																						1695	1	No
ENSG00000184408	KCND2										1070																															1870	1208																																												1382.66666666667	3	No
ENSG00000184432	COPB2											1676	1399		1487	1493																																																																							1513.75	4	No
ENSG00000184486	POU3F2										2279	1171	2202	2473																																																																						920			1809	5	No
ENSG00000184515	BEX5	280	151	736		440	311	420	364	225	393	497	690	128	421	192	257			589	781			308	505	819	1487	938	505	949		907	893							599	510	461	522	267	269		636	337	241		384	386	578	242	539	480	689	459	657			399	537	672		262			532						1284		518	867	895				299	809	424	308	530.666666666667	57	Yes
ENSG00000184524	CEND1	517		304	423	387	852	235	333	1031	858	1012	941	545	569	1463	1290	56	306	501	405	239			871	719	404	947	586	445	510	833	778		157					427		585	637	268	819	448	713	449		338	528	184	1095			197	179	728				488	845			416		1335				78			1158		429		893	345			804	410	555	371	590.327586206897	58	Yes
ENSG00000184575	XPOT					1238	1412				2055		2264	2107						2265	1418								571																												854												1037											1215			917				1446.08333333333	12	No
ENSG00000184588	PDE4B																															597										1383	1182																									1510																			1168	4	No
ENSG00000184602	SNN										2498		1771	2352												2052	977		1059																																																										1784.83333333333	6	No
ENSG00000184613	NELL2						1731	1294	257	661	751	1308		847	2359		1260								824	1594	680	866	1048													1688	1104							255	450																																				1054.27777777778	18	No
ENSG00000184640	SEPTIN9						1082																																																																																1082	1	No
ENSG00000184672	RALYL			159	367		1115	493	476		596	1515	1313	1498	1635	232	341			766	927					1639	1167	1503	616													1388	526	1044	328							388	809			444	552	564	561																508	591	144	165	644	1071			411	688			755.111111111111	36	No
ENSG00000184752	NDUFA12	431									1811		475	936	912	1580	673			1345	1512					1457		1229	1519													1523			869								1669										991					434	1023									1179		1667							1161.75	20	No
ENSG00000184831	APOO						1603								2035	1503	1293																																																				717											1285							1406	6	No
ENSG00000184840	TMED9						1604	902			2373			2071										1007		1196		926	943																																								1082											1517			918	739			1273.16666666667	12	No
ENSG00000184867	ARMCX2						1032		1171		2333		1917	2690	2132					1009	1189					1825																										587	1482																										1627	1206							1553.84615384615	13	No
ENSG00000184887	BTBD6															1144																																																																							1144	1	No
ENSG00000184897	H1FX						751	1172			1148									2105					853	2188	903		1386													1875								553													1059												922								1114	1269	353		1176.73333333333	15	No
ENSG00000184900	SUMO3	587		394		655	865	841		1442	1245		1328	1275	930	1677		1035		980					680	961	835	1378	1152	605	544		1023								160	1129			613					493	368		985	521		391	436							473		327		1391				271			1192		505	740	1326	696			631	976	811		830.166666666667	42	No
ENSG00000184905	TCEAL2			389			376			553	709	699	1360	624	506	1045	792	307		1099						1167	567	416	570	675		272	454								132	652	801	486	673					428	929	518	1227	74	472	610	932	585	426			612	613			625		1249							478			1124	1196	1060					657		677.651162790698	43	Yes
ENSG00000184924	PTRHD1													1781																																																																									1781	1	No
ENSG00000184983	NDUFA6						1066				2316	1402	1102	1937	1571			859		2109						1891	1836		1122			1175	1037									830		1173																								1216									1038		1424	1546			1781				1421.55	20	No
ENSG00000185024	BRF1																			1226																																																																			1226	1	No
ENSG00000185043	CIB1							1378		999	886			898	2685									595	390			1249	2101																																																										1242.33333333333	9	No
ENSG00000185046	ANKS1B				529					1634	2178	257	982	2502	2036		1827			2162							1787	1394				1339	766		259							1407		1203	884	439	600																					709	1016								168	838	1475	1526							1196.68	25	No
ENSG00000185052	SLC24A3										1896																																																																												1896	1	No
ENSG00000185088	RPS27L										1374	1484	1569		1499		1692			1494	1421			961		1390	1611		731			956	419									1513		1446	783								922										901												1184				900	874			973	1315	935		1181.125	24	No
ENSG00000185090	MANEAL					1263								2413	1610		1658				1442																																																																		1677.2	5	No
ENSG00000185104	FAF1																1009																																																																						1009	1	No
ENSG00000185115	NSMCE3					632	1353																																																																																992.5	2	No
ENSG00000185122	HSF1													2577																																																																									2577	1	No
ENSG00000185129	PURA											1384	1243		2422			554								1614						1094														485																																									1256.57142857143	7	No
ENSG00000185189	NRBP2									1268	2005	1679			2351									1245					2113																	405																						595											914								1397.22222222222	9	No
ENSG00000185201	IFITM2																															261	235																													722																									406	3	No
ENSG00000185222	TCEAL9							1328	545		2314														886							525	421																																																		1216	705			992.5	8	No
ENSG00000185236	RAB11B			783			2026			1238			1273													1329	1847	1406	1408	670													1381				806																					1441							1082				1439								1294.92857142857	14	No
ENSG00000185274	GALNT17										2681						1418			2136																																					827																														1765.5	4	No
ENSG00000185340	GAS2L1							199																	460																																																														329.5	2	No
ENSG00000185352	HS6ST3														1847																																																																								1847	1	No
ENSG00000185359	HGS																			2171	1622					1989																1243		1492																																							1867				1730.66666666667	6	No
ENSG00000185420	SMYD3										819			2051	2103																																																																								1657.66666666667	3	No
ENSG00000185432	METTL7A			507				568	136	67	325	801	724	181	329		492	693			439			1222	275	276	325	203	210	110	386	494	713	165								793	434	260	303	417	716				117		1157	484	370					285		603	424	455		332			937		191				451	145		554		812	218	238	132	343	679		438.591836734694	49	Yes
ENSG00000185518	SV2B	576		214	610	369	764	90	211	1514	978	996	494	904	1551	217	295	1249		546	351			359	812	1701	535	1464	892												375		1220	1257	518							465	77			286	117	349	796					637	202				397						201	623	218	562	338	604			95	134			603.622222222222	45	Yes
ENSG00000185519	FAM131C																																																																			67																			67	1	No
ENSG00000185551	NR2F2						1755					711	1257	2383	1199	1359	1122	1151							279																															436																								695							1122.45454545455	11	No
ENSG00000185559	DLK1	18	41			18	33	12	56	130	205	74	101	121	97	29	15			103	73			29	58	51	20	143	538			215	202							102	25	260	119	566	763	217	547			144	162	14	11	472	497	49	16	277	203			90	41	247	59	18	191	263	12	3	14	22			38	12	416	835	28	76			41	31	399	158	155.873015873016	63	Yes
ENSG00000185565	LSAMP		483		444	877				1323	799	587	819	755	1230		1791				1348					799	1938		2031			939								685		475	1235			654				185	736		896	422	550	1050		727								326		1287		536							1109	780	547				1569		872		906	34	No
ENSG00000185567	AHNAK2			629		501	398	151	192	823	2491	629	468	789	732	535	629			404	347				269	998	845	1735	1079																							239	169			400	353	98																	1103		696	635	662	628			47	85			617.46875	32	No
ENSG00000185608	MRPL40														2761		1214																																																																						1987.5	2	No
ENSG00000185624	P4HB					988					2065		2240		1959			1257						1065		1044			1433													701	1158																			610	853														993										1258.92307692308	13	No
ENSG00000185627	PSMD13					615	1376		767					1840		358	472			696	349				868	1842	1538	1033	1261															970	504											699	914	706					783						169										1169	640			361	443			848.875	24	No
ENSG00000185630	PBX1										1523		1698		2039													1109	2214			1198										865	1385								790																																				1424.55555555556	9	No
ENSG00000185633	NDUFA4L2																																																																																		1744				1744	1	No
ENSG00000185650	ZFP36L1							891	165	234	161	846		101	202		1537			1016				987	203	300	277	142	452			267	225								300	525	203							235	107	381	406	587	359							1069	785	218											236	392		831			87	154	140	247	104		415.45945945946	37	No
ENSG00000185651	UBE2L3					1012	1192	1538			1822				2097											994		1621	2278													1781	1103	1081																			1043					1251							1263				1055	1321			1594				1414.47058823529	17	No
ENSG00000185658	BRWD1						2056				2486		1149	2349	2643					1966	1566					2010	1009	1687	1588													1251					926			449	797							626										1426							460				920	1662							1451.3	20	No
ENSG00000185716	MOSMO										2311			1511																																																																									1911	2	No
ENSG00000185721	DRG1						954							2013	2343	1285				1759																																																															1767				1686.83333333333	6	No
ENSG00000185742	C11orf87					760	962	1078		580	1337			1361	2878		851																																				1341				480																										1677				1209.54545454545	11	No
ENSG00000185745	IFIT1							877		1393	1914		2073	1560	1817	1494	1393									566	395		2011																								1557																969														1416	463			1326.53333333333	15	No
ENSG00000185774	KCNIP4	131	314			232	745	726			1121	903	235	1102	999	113	531	375		474	754			1241	672	702	732	1466	668															458	573		758					292	771			345	330	635					505						552	364					607			1193	762	687			697	296			633.184210526316	38	No
ENSG00000185787	MORF4L1	453	181	219	86	409	217	176	400	183	725	584	108	480	355	166	131	63	345	276	180	219		449	255	230	218	284	231	95	164	459	529				128			207	216	76	151	377	299			278	218	166	200	186	371	103	74	565	206	520	123	89		209	296	279	67	85		616	487	475		217			120	225	263	174	279	383	386	243	93	147	140	87	259.638888888889	72	Yes
ENSG00000185800	DMWD						2240								2406																																																																								2323	2	No
ENSG00000185808	PIGP																																																																			584																			584	1	No
ENSG00000185813	PCYT2						998	1523	1074				807		2385					1852	1280					1543																									795																																1540	404	795		1249.66666666667	12	No
ENSG00000185818	NAT8L	672				288	301	1194	732	1080	823		714	698	1043		1332	1113		1819	1576	184	161			680	1684	1188	1587	223	491		1174									1920	214	911		343					301			530		1015						631	889	546		617						207			550			939		1766	276		832	1101	389	381	816.627906976744	43	Yes
ENSG00000185825	BCAP31	533		128			401	714		950	851		567	879	1172	367	202	692		598	315			532	1080	660	1890	396	365	630		1281	871	261								1278		1108								721	545			885	166	320	852				1044			333		1083	591		304				371	559	703	1078	757	867			519	275	796	619	683.170212765957	47	Yes
ENSG00000185880	TRIM69								1179																																																																							1259							1219	2	No
ENSG00000185883	ATP6V0C	87	51	103	319	94	61	145	285	157	225	429	328	285	257	473	118	115	104	216	182	188		722	315	92	191	272	278	112	66	1310	986		158	169	202			88	64	49	79	156	244	541	925		252	89	282	283	327	304	522	95	451	415	168	40	39	87	80	646	119	132	347	952	148	434	63	102	95		356	205	169	455	130	286	290	129	677	227	543	318	272.126582278481	79	Yes
ENSG00000185896	LAMP1		558					1418			1957	723	1072		1935	1511				1370	635					1635	955	1097	1448			1407	551		294					651		1088	1026			488	409						1580					262	654				1004	437				696	922						830		1181	828	283	907			1131	1460	494		969.361111111111	36	No
ENSG00000185909	KLHDC8B					524										1385																																																																			1029				979.333333333333	3	No
ENSG00000185920	PTCH1													1934	1830																																																																								1882	2	No
ENSG00000185950	IRS2							1175	1086	1484	2602	940	1819	1207			1026				853					860	1147	1685												335		1447											1140						741										801						856				1594	1580			713	546	964	538	1130.79166666667	24	No
ENSG00000186010	NDUFA13	449	399	418	399	491	433	1469		597	920	445	850	763	1477	142	232	229		223	743			346	726	210	214	327	479		230	548	521							369		409	941	181	175		631	515					639	148				389	215	193		307	347	280	102	420	247	242	721			354			365	347	869	670	267	610			573	390	313	272	461.741379310345	58	Yes
ENSG00000186063	AIDA										2381			2049		1579	1736																																																																						1936.25	4	No
ENSG00000186106	ANKRD46						925	1413	938				2226							1831	1606					2153		1121	2160													1885											946																989						393								847				1388.07142857143	14	No
ENSG00000186111	PIP5K1C														2565																																																																								2565	1	No
ENSG00000186184	POLR1D														2631																																																																								2631	1	No
ENSG00000186187	ZNRF1													2636																																																																									2636	1	No
ENSG00000186260	MRTFB																																																				1721																																		1721	1	No
ENSG00000186298	PPP1CC																									2022			1857																																																		901								1593.33333333333	3	No
ENSG00000186310	NAP1L3	274		173	479	338	226	833	930	480	175	453	1222	183	579	1382	198	568	411	937	1294			496	664	470	661	1384	1329	228		840								549		118	238	1063	881				102		568	391	377	156	33	292		698	406			864	586			234	370	965	586	418		344	101		699	439	248	693	850	580			1219		538		565.741379310345	58	Yes
ENSG00000186318	BACE1				540	714			822	1567	813	172	1362		630			267														925			318											156	59			549			865			427												285									1096	1069	1427	875							711.333333333333	21	No
ENSG00000186395	KRT10												1165																																																																										1165	1	No
ENSG00000186417	GLDN											536																																												755												728																			673	3	No
ENSG00000186432	KPNA4													2251	1869	1414	1464									1689	1380		1648															1424																			904																1071				1642	1342			1508.16666666667	12	No
ENSG00000186439	TRDN													92																																																																									92	1	No
ENSG00000186462	NAP1L2	776	501			770	834	884	1152	860	1257		2173	311	815		1336			1340					790	845	1212		1056	689												573		828				437			852	617	1573			371	623	593				1090							934						323		763	976	1117	743							882.764705882353	34	No
