Domain	Domains Compared to	Gene Symbol	FDR	logFC	p	t statistic	Ensembl Gene ID
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DCTN6	0.037	-0.27	0.02	-2.347	ENSG00000104671
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DCXR	0.002	-0.375	0.001	-3.371	ENSG00000169738
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DDAH1	0	0.441	0	4.15	ENSG00000153904
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DDB1	0.019	-0.317	0.01	-2.616	ENSG00000167986
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DDR1	0	-0.527	0	-5.505	ENSG00000204580
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DDT	0.001	-0.42	0	-3.79	ENSG00000099977
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DDX1	0.895	-0.019	0.855	-0.183	ENSG00000079785
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DDX17	0.239	-0.114	0.171	-1.373	ENSG00000100201
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DDX24	0.283	0.089	0.209	1.26	ENSG00000089737
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DDX39B	0.025	-0.251	0.013	-2.507	ENSG00000198563
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DDX3X	0.073	0.169	0.043	2.038	ENSG00000215301
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DDX42	0.74	0.054	0.659	0.441	ENSG00000198231
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DDX5	0.001	-0.271	0	-3.733	ENSG00000108654
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DDX6	0.904	-0.016	0.867	-0.168	ENSG00000110367
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DEGS1	0.003	-0.408	0.001	-3.34	ENSG00000143753
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DEK	0.258	-0.164	0.188	-1.321	ENSG00000124795
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DENND5A	0	-0.583	0	-5.509	ENSG00000184014
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DHCR24	0	-0.967	0	-10.655	ENSG00000116133
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DHCR7	0	-0.688	0	-5.336	ENSG00000172893
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DICER1	0.007	-0.351	0.003	-2.981	ENSG00000100697
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DIP2B	0	-0.723	0	-6.569	ENSG00000066084
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DKK3	0	0.345	0	6.173	ENSG00000050165
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DLG1	0	-0.696	0	-6.256	ENSG00000075711
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DLG2	0.002	-0.453	0.001	-3.414	ENSG00000150672
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DLK1	0	0.57	0	3.955	ENSG00000185559
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DMAC1	0.025	-0.248	0.013	-2.509	ENSG00000137038
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DMTN	0	0.595	0	5.619	ENSG00000158856
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNAJA1	0.542	0.052	0.449	0.758	ENSG00000086061
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNAJA4	0.032	0.272	0.017	2.412	ENSG00000140403
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNAJB1	0.472	0.096	0.379	0.881	ENSG00000132002
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNAJB14	0.636	0.078	0.545	0.606	ENSG00000164031
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNAJB2	0.001	-0.269	0	-3.778	ENSG00000135924
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNAJB6	0.008	-0.253	0.003	-2.962	ENSG00000105993
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNAJC15	0.773	-0.04	0.697	-0.389	ENSG00000120675
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNAJC5	0.142	0.172	0.094	1.683	ENSG00000101152
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNAJC6	0.124	-0.114	0.079	-1.766	ENSG00000116675
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNAJC7	0.872	0.027	0.824	0.222	ENSG00000168259
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNAJC8	0.191	-0.163	0.132	-1.511	ENSG00000126698
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNER	0.031	-0.14	0.016	-2.421	ENSG00000187957
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNM1	0	0.551	0	5.04	ENSG00000106976
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNM1L	0.829	-0.027	0.771	-0.291	ENSG00000087470
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNM2	0	-0.683	0	-6.743	ENSG00000079805
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DNM3	0.55	0.058	0.457	0.745	ENSG00000197959
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DOCK10	0	-0.831	0	-5.392	ENSG00000135905
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DOCK9	0	-0.538	0	-3.952	ENSG00000088387
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DPP6	0.033	0.231	0.018	2.391	ENSG00000130226
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DPP7	0.82	0.035	0.761	0.305	ENSG00000176978
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DPYSL2	0	-0.324	0	-7.011	ENSG00000092964
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DPYSL3	0.249	0.139	0.179	1.347	ENSG00000113657
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DPYSL5	0	-1.125	0	-8.588	ENSG00000157851
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DRAP1	0.426	-0.099	0.335	-0.965	ENSG00000175550
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DST	0.999	0	0.999	0.001	ENSG00000151914
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DSTN	0.013	-0.143	0.006	-2.77	ENSG00000125868
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DTNA	0.12	0.183	0.076	1.782	ENSG00000134769
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DTNB	0	-0.792	0	-5.59	ENSG00000138101
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DUSP1	0.397	0.153	0.31	1.017	ENSG00000120129
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DUT	0.516	-0.082	0.423	-0.802	ENSG00000128951
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DYNC1H1	0.554	0.053	0.461	0.738	ENSG00000197102
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DYNC1I1	0.812	-0.025	0.751	-0.318	ENSG00000158560
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DYNC1I2	0	-0.518	0	-8.207	ENSG00000077380
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DYNC1LI2	0.445	0.065	0.354	0.928	ENSG00000135720
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DYNLL1	0.002	-0.206	0.001	-3.493	ENSG00000088986
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DYNLL2	0	0.299	0	5.094	ENSG00000264364
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DYNLRB1	0.496	-0.068	0.403	-0.839	ENSG00000125971
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	DYNLT3	0.001	0.447	0	3.593	ENSG00000165169
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ECH1	0.084	-0.219	0.051	-1.963	ENSG00000104823
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ECHS1	0.129	-0.202	0.083	-1.742	ENSG00000127884
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EDF1	0	-0.244	0	-4.003	ENSG00000107223
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EDIL3	0	-0.884	0	-12.581	ENSG00000164176
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EDNRB	0	0.661	0	4.556	ENSG00000136160
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EEF1A1	0	-0.243	0	-6.404	ENSG00000156508
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EEF1A2	0	0.378	0	4.699	ENSG00000101210
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EEF1B2	0.858	0.016	0.808	0.243	ENSG00000114942
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EEF1D	0.093	-0.135	0.057	-1.917	ENSG00000104529
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EEF1G	0.035	-0.169	0.018	-2.374	ENSG00000254772
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EEF2	0.44	-0.04	0.349	-0.939	ENSG00000167658
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EFCAB14	0	-0.455	0	-3.894	ENSG00000159658
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EFHD1	0	-0.885	0	-8.692	ENSG00000115468
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EGLN1	0.513	0.088	0.42	0.808	ENSG00000135766
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EI24	0.002	-0.397	0.001	-3.41	ENSG00000149547
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EID1	0.065	-0.16	0.038	-2.09	ENSG00000255302
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF1	0	-0.426	0	-9.722	ENSG00000173812
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF1AX	0.002	-0.321	0.001	-3.412	ENSG00000173674
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF1B	0.305	-0.124	0.229	-1.206	ENSG00000114784
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF2S2	0.001	-0.321	0	-3.631	ENSG00000125977
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF3A	0.782	0.033	0.71	0.372	ENSG00000107581
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF3E	0.045	-0.207	0.025	-2.261	ENSG00000104408
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF3F	0	-0.663	0	-5.094	ENSG00000175390
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF3G	0.003	-0.364	0.001	-3.303	ENSG00000130811
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF3H	0.022	-0.274	0.011	-2.57	ENSG00000147677
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF3I	0.012	-0.29	0.005	-2.812	ENSG00000084623
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF3J	0.016	-0.333	0.008	-2.681	ENSG00000104131
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF3K	0.904	0.016	0.866	0.169	ENSG00000178982
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF4A1	0.043	-0.187	0.024	-2.277	ENSG00000161960
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF4A2	0.857	0.013	0.806	0.246	ENSG00000156976
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF4B	0.793	-0.033	0.726	-0.35	ENSG00000063046
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF4E	0.138	0.193	0.09	1.702	ENSG00000151247
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF4G1	0.745	0.056	0.666	0.432	ENSG00000114867
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF4G2	0.389	0.047	0.303	1.033	ENSG00000110321
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF4G3	0.377	-0.099	0.292	-1.056	ENSG00000075151
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF4H	0	-0.522	0	-4.949	ENSG00000106682
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF5	0.01	-0.261	0.004	-2.886	ENSG00000100664
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF5A	0.733	-0.045	0.651	-0.453	ENSG00000132507
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EIF5B	0.066	0.259	0.039	2.08	ENSG00000158417
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ELAVL2	0	0.513	0	4.19	ENSG00000107105
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ELAVL3	0.002	-0.226	0.001	-3.387	ENSG00000196361
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ELAVL4	0	0.522	0	4.556	ENSG00000162374
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ELMO1	0	-0.639	0	-4.927	ENSG00000155849
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ELOB	0	-0.255	0	-4.259	ENSG00000103363
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ELOC	0.165	-0.187	0.111	-1.599	ENSG00000154582
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ELOVL1	0	-1.143	0	-11.148	ENSG00000066322
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ELOVL5	0	-0.806	0	-8.439	ENSG00000012660
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EMC10	0	-0.545	0	-5.226	ENSG00000161671
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EMC2	0	-0.487	0	-3.904	ENSG00000104412
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EMC4	0.019	-0.272	0.009	-2.624	ENSG00000128463
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EML2	0.052	-0.237	0.03	-2.19	ENSG00000125746
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ENAH	0.261	0.164	0.19	1.314	ENSG00000154380
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ENC1	0.002	0.403	0.001	3.389	ENSG00000171617
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ENDOD1	0	-0.576	0	-5.019	ENSG00000149218
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ENHO	0	0.547	0	5.407	ENSG00000168913
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ENO1	0	0.386	0	6.122	ENSG00000074800
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ENO2	0.004	0.276	0.002	3.214	ENSG00000111674
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ENOPH1	0	-0.555	0	-4.74	ENSG00000145293
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ENPP2	0	-1.234	0	-11.891	ENSG00000136960
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ENPP4	0	-1.006	0	-8.232	ENSG00000001561
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ENSA	0.264	-0.154	0.193	-1.306	ENSG00000143420
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EPAS1	0.016	0.351	0.008	2.689	ENSG00000116016
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EPB41L1	0.18	0.146	0.123	1.548	ENSG00000088367
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EPB41L2	0	-0.751	0	-6.552	ENSG00000079819
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EPB41L3	0.002	-0.316	0.001	-3.446	ENSG00000082397
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EPDR1	0.001	0.334	0	3.71	ENSG00000086289
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EPHX1	0.558	0.094	0.465	0.731	ENSG00000143819
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EPM2AIP1	0.641	0.069	0.551	0.597	ENSG00000178567
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EPN1	0.872	-0.029	0.824	-0.222	ENSG00000063245
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EPN2	0	-0.451	0	-4.237	ENSG00000072134
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EPRS	0.776	-0.045	0.701	-0.385	ENSG00000136628
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EPS15	0.072	-0.185	0.042	-2.041	ENSG00000085832
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ERBB3	0	-0.851	0	-7.011	ENSG00000065361
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ERBIN	0.032	-0.282	0.017	-2.412	ENSG00000112851
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ERH	0.127	-0.19	0.081	-1.752	ENSG00000100632
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ERI3	0.68	-0.062	0.592	-0.536	ENSG00000117419
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ERLEC1	0.072	-0.226	0.042	-2.045	ENSG00000068912
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ERMN	0	-0.917	0	-12.896	ENSG00000136541
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ERP29	0.185	-0.175	0.128	-1.529	ENSG00000089248
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ESF1	0.139	0.233	0.091	1.697	ENSG00000089048
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ETFB	0.09	-0.182	0.054	-1.933	ENSG00000105379
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ETNK1	0.715	-0.058	0.632	-0.479	ENSG00000139163
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	ETNPPL	0.015	0.383	0.007	2.709	ENSG00000164089
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EVI2A	0	-1.171	0	-11.085	ENSG00000126860
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EVL	0.917	0.016	0.885	0.145	ENSG00000196405
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EXOC5	0.137	-0.231	0.089	-1.707	ENSG00000070367
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EXOSC6	0.873	0.028	0.827	0.219	ENSG00000223496
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	EZR	0.874	0.028	0.828	0.218	ENSG00000092820
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FA2H	0	-1.233	0	-10.558	ENSG00000103089
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FABP5	0.021	-0.295	0.01	-2.581	ENSG00000164687
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FADS1	0.404	-0.114	0.316	-1.004	ENSG00000149485
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FADS2	0.066	0.252	0.039	2.081	ENSG00000134824
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAIM2	0.007	0.178	0.003	3.008	ENSG00000135472
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAM102A	0	-0.756	0	-7.491	ENSG00000167106
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAM107A	0.56	-0.09	0.468	-0.728	ENSG00000168309
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAM107B	0	-0.845	0	-8.66	ENSG00000065809
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAM162A	0.321	-0.14	0.242	-1.172	ENSG00000114023
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAM168A	0.014	-0.263	0.007	-2.742	ENSG00000054965
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAM168B	0.81	0.031	0.748	0.322	ENSG00000152102
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAM171A1	0	-0.535	0	-6.1	ENSG00000148468
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAM177A1	0.021	-0.229	0.011	-2.579	ENSG00000151327
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAM192A	0.047	-0.237	0.026	-2.24	ENSG00000172775
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAM234A	0	-1.115	0	-9.009	ENSG00000167930
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAR1	0	-0.843	0	-7.507	ENSG00000197601
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FASN	0.001	-0.402	0	-3.7	ENSG00000169710
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAU	0	-0.244	0	-4.673	ENSG00000149806
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FAXDC2	0	-0.766	0	-6.422	ENSG00000170271
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FBXL5	0.141	-0.151	0.093	-1.689	ENSG00000118564
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FBXO2	0.725	-0.05	0.642	-0.465	ENSG00000116661
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FBXO21	0.179	-0.152	0.122	-1.552	ENSG00000135108
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FBXO32	0	-1.36	0	-9.674	ENSG00000156804
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FBXO7	0	-0.57	0	-5.091	ENSG00000100225
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FBXW11	0.032	-0.261	0.017	-2.413	ENSG00000072803
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FDFT1	0	-0.365	0	-4.802	ENSG00000079459
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FDPS	0.899	-0.015	0.86	-0.177	ENSG00000160752
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FEM1B	0.043	-0.268	0.023	-2.282	ENSG00000169018
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FEZ1	0	-0.767	0	-11.434	ENSG00000149557
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FGD5-AS1	0.009	-0.245	0.004	-2.916	ENSG00000225733
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FGF1	0.082	-0.19	0.049	-1.977	ENSG00000113578
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FGF12	0.003	0.411	0.001	3.309	ENSG00000114279
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FGFR1	0.683	-0.061	0.595	-0.532	ENSG00000077782
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FGFR2	0	-1.184	0	-11.194	ENSG00000066468
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FGFR3	0	0.58	0	5.316	ENSG00000068078
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FHL1	0.014	0.309	0.006	2.748	ENSG00000022267
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FIS1	0	-0.494	0	-7.102	ENSG00000214253
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FKBP3	0.074	-0.16	0.043	-2.032	ENSG00000100442
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FKBP4	0.002	-0.413	0.001	-3.44	ENSG00000004478
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FKBP8	0.486	-0.09	0.394	-0.854	ENSG00000105701
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FLOT1	0.004	-0.318	0.002	-3.18	ENSG00000137312
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FMNL2	0	-0.819	0	-8.198	ENSG00000157827
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FN1	0.917	-0.022	0.884	-0.146	ENSG00000115414
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FNBP1	0	-0.485	0	-4.203	ENSG00000187239
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FNTA	0	-1.319	0	-10.505	ENSG00000168522
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FNTB	0	-1.32	0	-8.749	ENSG00000257365
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FRA10AC1	0.781	0.044	0.708	0.375	ENSG00000148690
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FRRS1L	0.002	0.379	0.001	3.413	ENSG00000260230
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FRYL	0	-0.754	0	-5.613	ENSG00000075539
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FSCN1	0	-0.556	0	-6.398	ENSG00000075618
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FTH1	0	-0.25	0	-5.796	ENSG00000167996
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FTL	0	-0.389	0	-7.97	ENSG00000087086
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FUS	0.005	-0.295	0.002	-3.124	ENSG00000089280
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FXR1	0.17	-0.156	0.115	-1.584	ENSG00000114416
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FXYD1	0.326	0.139	0.247	1.16	ENSG00000266964
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FXYD6	0.104	0.206	0.064	1.859	ENSG00000137726
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	FYN	0.392	0.111	0.306	1.027	ENSG00000010810
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	G3BP2	0.281	-0.129	0.207	-1.265	ENSG00000138757
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	G6PC3	0.237	-0.148	0.169	-1.381	ENSG00000141349
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GABARAP	0.001	-0.164	0	-3.606	ENSG00000170296
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GABARAPL1	0.026	0.206	0.013	2.491	ENSG00000139112
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GABARAPL2	0.847	-0.014	0.795	-0.26	ENSG00000034713
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GABBR1	0	0.565	0	5.528	ENSG00000204681
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GABRA1	0	0.666	0	5.079	ENSG00000022355
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GABRG2	0.001	0.434	0	3.553	ENSG00000113327
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GADD45GIP1	0.002	-0.388	0.001	-3.477	ENSG00000179271
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GALNT15	0	-1.081	0	-7.629	ENSG00000131386
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GAMT	0.001	-0.396	0	-3.611	ENSG00000130005
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GAP43	0.001	0.303	0	3.828	ENSG00000172020
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GAPDH	0.017	-0.111	0.008	-2.671	ENSG00000111640
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GAS5	0.195	-0.183	0.136	-1.498	ENSG00000234741
Oligo-Other Cell Types Mixed	Oligo, Oligo-Astro	GAS6	0.004	0.388	0.001	3.233	ENSG00000183087
